fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long
28023,Clarke County,Mississippi,MS,7443,8485,42.1,15928,53.270969362129584,32.04138036314805,-88.68942929547545
28025,Clay County,Mississippi,MS,9177,10631,39.5,19808,53.670234248788375,33.65564608055895,-88.78154771638582
28027,Coahoma County,Mississippi,MS,11006,12796,34.2,23802,53.76018821947736,34.22918304474265,-90.60268275219155
28029,Copiah County,Mississippi,MS,13704,15017,38.2,28721,52.28578392117266,31.869251819271444,-90.44877589640733
28031,Covington County,Mississippi,MS,9252,9839,37.7,19091,51.53737363155414,31.63319710418894,-89.55263056634857
28033,DeSoto County,Mississippi,MS,85174,90958,36.7,176132,51.641950355415254,34.87539585973589,-89.99182030480347
28035,Forrest County,Mississippi,MS,35944,39573,32.4,75517,52.40277023716514,31.188890430524687,-89.25786593024448
28037,Franklin County,Mississippi,MS,3706,4051,42.1,7757,52.223797859997426,31.477164581737103,-90.89790392722857
28039,George County,Mississippi,MS,12008,11702,36.3,23710,49.35470265710671,30.862562979507224,-88.64397201858347
28041,Greene County,Mississippi,MS,8294,5420,39.1,13714,39.52165670118127,31.214228258267468,-88.63917309312178
28043,Grenada County,Mississippi,MS,10103,11175,39.8,21278,52.519033743772916,33.76985666773883,-89.80189906691163
28045,Hancock County,Mississippi,MS,22779,23874,44,46653,51.17355797054852,30.416006181692786,-89.48851198756381
28047,Harrison County,Mississippi,MS,99750,102876,36,202626,50.771371887122086,30.511846007727982,-89.11592522861392
28049,Hinds County,Mississippi,MS,112877,128897,34.4,241774,53.31301132462548,32.2667004262344,-90.44284956122192
28051,Holmes County,Mississippi,MS,8635,9440,35.1,18075,52.22683264177041,33.123535326929606,-90.09205496072892
28053,Humphreys County,Mississippi,MS,3990,4549,38,8539,53.27321700433306,33.12865911014574,-90.52661096581072
28055,Issaquena County,Mississippi,MS,807,521,40.1,1328,39.23192771084337,32.741409331119364,-90.98918634845204
28057,Itawamba County,Mississippi,MS,11821,11659,40,23480,49.65502555366269,34.279982043332524,-88.36130636231294
28059,Jackson County,Mississippi,MS,70065,71949,38.8,142014,50.663314884448006,30.542297253885035,-88.63570055042655
28061,Jasper County,Mississippi,MS,8048,8481,40.6,16529,51.30981910581403,32.01912853370288,-89.1188367207382
28063,Jefferson County,Mississippi,MS,3642,3704,39.3,7346,50.421998366457935,31.734278829792633,-91.0373435418057
28065,Jefferson Davis County,Mississippi,MS,5543,5952,44.3,11495,51.77903436276642,31.569665939820467,-89.82299812907712
28067,Jones County,Mississippi,MS,33352,35102,37.2,68454,51.278230636631896,31.622551494361524,-89.16881293058076
28069,Kemper County,Mississippi,MS,5170,4937,41.8,10107,48.84733353121599,32.75457985655627,-88.64116921210314
28071,Lafayette County,Mississippi,MS,25974,27485,29.9,53459,51.41323257075516,34.35674500623739,-89.48490771621074
28073,Lamar County,Mississippi,MS,29243,31980,35.4,61223,52.23527105826242,31.20600687564467,-89.50866272360302
28075,Lauderdale County,Mississippi,MS,37617,39706,37.8,77323,51.35082705016618,32.40426903888813,-88.6625511873294
28077,Lawrence County,Mississippi,MS,6130,6500,40.3,12630,51.46476642913698,31.550179193006972,-90.107000882864
28079,Leake County,Mississippi,MS,11533,11337,36.6,22870,49.57149103629209,32.753519971396486,-89.52402352103951
28081,Lee County,Mississippi,MS,40526,44389,37.2,84915,52.27462756874522,34.289900577372904,-88.68041850792326
28083,Leflore County,Mississippi,MS,13916,15888,33.8,29804,53.30828076768219,33.55053812942725,-90.30108353267352
28085,Lincoln County,Mississippi,MS,16255,18177,38.6,34432,52.79100836431226,31.532392443082912,-90.45400798205982
28087,Lowndes County,Mississippi,MS,28365,31072,37.1,59437,52.27720107004055,33.47294136688903,-88.44331637013336
28089,Madison County,Mississippi,MS,49524,53974,37,103498,52.149799996135194,32.63472693266836,-90.033696000427
28091,Marion County,Mississippi,MS,12230,12972,40.4,25202,51.47210538846123,31.230852904675626,-89.82243547561559
28093,Marshall County,Mississippi,MS,17736,18051,40.2,35787,50.440103948361134,34.76228189567693,-89.50306493107271
28095,Monroe County,Mississippi,MS,17107,18733,41.2,35840,52.26841517857142,33.89226657808501,-88.48048216487257
28097,Montgomery County,Mississippi,MS,4769,5429,42.1,10198,53.23592861345362,33.49398594554281,-89.61636878907812
28099,Neshoba County,Mississippi,MS,13988,15388,36.8,29376,52.38289760348584,32.75348008835109,-89.11756548085579
28101,Newton County,Mississippi,MS,10142,11382,36.6,21524,52.880505482252374,32.400238947923384,-89.11879431693637
28103,Noxubee County,Mississippi,MS,5127,5701,36.4,10828,52.65053564831918,33.11015679275493,-88.56975390882482
28105,Oktibbeha County,Mississippi,MS,24863,24618,25.8,49481,49.75243022574322,33.424956793956234,-88.87933352922043
28107,Panola County,Mississippi,MS,16549,17694,37.8,34243,51.671874543702366,34.363908561134615,-89.95055954269384
28109,Pearl River County,Mississippi,MS,27263,27886,40.9,55149,50.56483345119586,30.76883571597966,-89.5896189850091
28111,Perry County,Mississippi,MS,5845,6183,40.9,12028,51.40505487196542,31.17202413675867,-88.99233715525442
28113,Pike County,Mississippi,MS,18836,20901,37.3,39737,52.59833404635478,31.174849978099413,-90.40417606743397
28115,Pontotoc County,Mississippi,MS,15304,16011,36.4,31315,51.12885198786524,34.225439512622586,-89.03739575818105
28117,Prentiss County,Mississippi,MS,12304,13056,39,25360,51.482649842271286,34.61828122718936,-88.52007386789629
28119,Quitman County,Mississippi,MS,3476,3896,38.4,7372,52.84861638632664,34.25139532462742,-90.28909958218333
28121,Rankin County,Mississippi,MS,73041,78199,37.4,151240,51.70523670986511,32.26413026726118,-89.94579288159099
28123,Scott County,Mississippi,MS,13870,14545,36.5,28415,51.18775294738695,32.406385450648344,-89.53763030730657
28125,Sharkey County,Mississippi,MS,2147,2364,42.1,4511,52.40523165595212,32.879871099666,-90.81315445470962
28127,Simpson County,Mississippi,MS,13115,13958,39.2,27073,51.556901710190964,31.91315924203706,-89.91950000750104
28129,Smith County,Mississippi,MS,7847,8216,40.1,16063,51.14860237813609,32.01768184935642,-89.5066801422732
28131,Stone County,Mississippi,MS,9367,9008,37.5,18375,49.02312925170068,30.78996735901088,-89.11766734497041
28133,Sunflower County,Mississippi,MS,13927,12605,35.3,26532,47.50866877732549,33.60227012044783,-90.58863552310798
28135,Tallahatchie County,Mississippi,MS,8012,6349,34.6,14361,44.210013230276445,33.95047227619556,-90.17322934727926
28137,Tate County,Mississippi,MS,13828,14665,37.6,28493,51.46878180605763,34.650328878860066,-89.94478701963466
28139,Tippah County,Mississippi,MS,10673,11317,39.4,21990,51.46430195543429,34.768354155691384,-88.90889374867118
28141,Tishomingo County,Mississippi,MS,9491,9987,42.3,19478,51.2732313379197,34.74039816270061,-88.23929100208017
28143,Tunica County,Mississippi,MS,4659,5511,33.9,10170,54.18879056047198,34.65197972159429,-90.37550260091446
28145,Union County,Mississippi,MS,13942,14414,38.2,28356,50.83227535618564,34.4904773698256,-89.00386208438239
28147,Walthall County,Mississippi,MS,7108,7493,39.9,14601,51.31840284911993,31.148421888264462,-90.10613780596503
28149,Warren County,Mississippi,MS,22428,24647,38.8,47075,52.35687732342007,32.357262978589524,-90.85199213014313
28151,Washington County,Mississippi,MS,22018,25068,36.9,47086,53.238754619207405,33.2837811352022,-90.94748706787843
28153,Wayne County,Mississippi,MS,10072,10350,38,20422,50.680638527078635,31.640788744687516,-88.6958152046636
28155,Webster County,Mississippi,MS,4788,5040,39.8,9828,51.28205128205128,33.613100829452776,-89.28480254308549
28157,Wilkinson County,Mississippi,MS,4816,4174,37.5,8990,46.4293659621802,31.161079789842688,-91.31092616938841
28159,Winston County,Mississippi,MS,8942,9416,41.6,18358,51.29099030395467,33.08850353362135,-89.03441455818653
28161,Yalobusha County,Mississippi,MS,6085,6336,42.6,12421,51.01038563722727,34.02816003138685,-89.70768040536622
28163,Yazoo County,Mississippi,MS,15543,12431,35.7,27974,44.43769214270394,32.78032625801047,-90.39642131233724
29001,Adair County,Missouri,MO,12215,13110,27.7,25325,51.76702862783811,40.19057911377885,-92.60071921072921
29003,Andrew County,Missouri,MO,8720,8683,42.4,17403,49.89369648911107,39.98353756295316,-94.80209503373119
29005,Atchison County,Missouri,MO,2615,2655,48.3,5270,50.37950664136622,40.430819151771345,-95.42808898266885
29007,Audrain County,Missouri,MO,11768,13967,39.7,25735,54.272391684476396,39.2157364196249,-91.84156315344208
29009,Barry County,Missouri,MO,17823,17670,43.5,35493,49.78446454230412,36.70986227778333,-93.82905567183782
29011,Barton County,Missouri,MO,5865,5985,41.4,11850,50.50632911392405,37.50232142671962,-94.34712534377961
29013,Bates County,Missouri,MO,8014,8360,41.8,16374,51.05655307194332,38.25726018068001,-94.34002279942807
29015,Benton County,Missouri,MO,9354,9635,53.3,18989,50.73990204855443,38.29484861094397,-93.2879273709085
29017,Bollinger County,Missouri,MO,6140,6141,44.1,12281,50.004071329696274,37.32218379698652,-90.02592435038608
29019,Boone County,Missouri,MO,85827,90688,30.8,176515,51.3769368042376,38.99061664479628,-92.30967501130519
29021,Buchanan County,Missouri,MO,44691,44385,37.4,89076,49.82823656203691,39.65978627323803,-94.80588685204768
29023,Butler County,Missouri,MO,20823,21910,40.1,42733,51.27185079446798,36.71641166217986,-90.40657484798159
29025,Caldwell County,Missouri,MO,4585,4464,42.6,9049,49.331417836225,39.65573552972946,-93.98269339085084
29027,Callaway County,Missouri,MO,22874,21966,38.6,44840,48.98751115075825,38.83551113233447,-91.92603001645736
29029,Camden County,Missouri,MO,22328,22768,51.1,45096,50.487848146177036,38.027027274849466,-92.76603990427651
29031,Cape Girardeau County,Missouri,MO,37932,40392,36.6,78324,51.5703998774322,37.38402568640728,-89.68446694179315
29033,Carroll County,Missouri,MO,4330,4513,43.1,8843,51.0347167250933,39.42698628754148,-93.5051764547925
29035,Carter County,Missouri,MO,3010,3187,41,6197,51.42811037598838,36.941235679773676,-90.96234244245193
29037,Cass County,Missouri,MO,50364,52314,39.8,102678,50.949570501957574,38.64698720071734,-94.35489154075098
29039,Cedar County,Missouri,MO,6961,6977,44.3,13938,50.05739704405223,37.72385237245985,-93.85660176032806
29041,Chariton County,Missouri,MO,3764,3782,45.5,7546,50.11926848661542,39.5150912078637,-92.96263864445393
29043,Christian County,Missouri,MO,40995,43280,37.9,84275,51.35568080688223,36.96956913740036,-93.18885852063833
29045,Clark County,Missouri,MO,3447,3353,43.9,6800,49.30882352941177,40.41033792567471,-91.73835442922203
29047,Clay County,Missouri,MO,117296,121868,37.1,239164,50.955829472663105,39.310507617791664,-94.42088561209133
29049,Clinton County,Missouri,MO,10266,10209,40.7,20475,49.86080586080586,39.6017727822206,-94.40458454740266
29051,Cole County,Missouri,MO,38731,38009,38.5,76740,49.529580401355226,38.50540704995529,-92.28163958449156
29053,Cooper County,Missouri,MO,9214,8408,39,17622,47.71308591533311,38.84354526363761,-92.81010852784502
29055,Crawford County,Missouri,MO,11969,12311,41.7,24280,50.70428336079077,37.97635703876479,-91.30394012491793
29057,Dade County,Missouri,MO,3884,3706,46.4,7590,48.82740447957839,37.4320646091911,-93.85026948379071
29059,Dallas County,Missouri,MO,8212,8287,43.5,16499,50.22728650221225,37.680419790179656,-93.02367036805022
29061,Daviess County,Missouri,MO,4187,4115,40.5,8302,49.56636954950614,39.96076035341057,-93.98549167944815
29063,DeKalb County,Missouri,MO,7947,4617,40.2,12564,36.74785100286533,39.89315456384355,-94.40472385482147
29065,Dent County,Missouri,MO,7692,7812,44.4,15504,50.38699690402477,37.60663057323756,-91.50791278507243
29067,Douglas County,Missouri,MO,6700,6674,47.6,13374,49.90279647076417,36.93259192112929,-92.49878601211459
29069,Dunklin County,Missouri,MO,14623,15805,39.9,30428,51.94228999605627,36.27211397528212,-90.09090925551513
29071,Franklin County,Missouri,MO,51339,51442,40.8,102781,50.050106537200456,38.41111999690784,-91.0750308054533
29073,Gasconade County,Missouri,MO,7373,7373,45.8,14746,50,38.44087577414343,-91.50792244878406
29075,Gentry County,Missouri,MO,3218,3447,41.5,6665,51.71792948237059,40.212048493264064,-94.4098721496489
29077,Greene County,Missouri,MO,140366,148063,36,288429,51.33429717538805,37.258048124399124,-93.34199961735482
29079,Grundy County,Missouri,MO,4906,5133,40.8,10039,51.13059069628449,40.11392196521988,-93.56535623618387
29081,Harrison County,Missouri,MO,4263,4291,43,8554,50.163666121112925,40.35466918144411,-93.99204032585219
29083,Henry County,Missouri,MO,10643,11122,44.2,21765,51.10039053526304,38.38517858777183,-93.7927517818233
29085,Hickory County,Missouri,MO,4551,4817,55,9368,51.419726729291206,37.94079756168628,-93.32075053365557
29087,Holt County,Missouri,MO,2197,2259,48.4,4456,50.69569120287253,40.09441844728497,-95.2155576459244
29089,Howard County,Missouri,MO,5042,5071,39.3,10113,50.14337980816771,39.14250043944092,-92.69627275237794
29091,Howell County,Missouri,MO,19640,20462,40.6,40102,51.02488653932472,36.774023512832436,-91.88652541108759
29093,Iron County,Missouri,MO,5029,5192,45.4,10221,50.79737794736327,37.55515927460649,-90.7734776239932
29095,Jackson County,Missouri,MO,334604,357399,36.7,692003,51.64703043194899,39.0084734454814,-94.34613475493141
29097,Jasper County,Missouri,MO,58223,61015,36,119238,51.17076770828092,37.203555651565566,-94.34061071834805
29099,Jefferson County,Missouri,MO,110887,112415,39,223302,50.342137553626934,38.261059801880634,-90.53773141033935
29101,Johnson County,Missouri,MO,27715,25974,30.1,53689,48.37862504423625,38.74405968958984,-93.80641474251073
29103,Knox County,Missouri,MO,1989,1962,44,3951,49.65831435079727,40.12824220012403,-92.14806315626167
29105,Laclede County,Missouri,MO,17578,17929,40.4,35507,50.494268735742246,37.65831913440127,-92.59033977701581
29107,Lafayette County,Missouri,MO,16106,16483,42.3,32589,50.578416029948755,39.065554203834246,-93.78550320695159
29109,Lawrence County,Missouri,MO,18995,19138,39.6,38133,50.187501639000345,37.10638555575464,-93.83295888752976
29111,Lewis County,Missouri,MO,5100,4927,40.3,10027,49.13732921112995,40.096875324872265,-91.72210603903488
29113,Lincoln County,Missouri,MO,27526,28037,37,55563,50.459838381656866,39.05803523027939,-90.96006716464656
29115,Linn County,Missouri,MO,5861,6325,42.1,12186,51.90382406039718,39.87020238128844,-93.10719868298659
29117,Livingston County,Missouri,MO,6813,8263,40.3,15076,54.80896789599363,39.78211352584426,-93.54825544671932
29119,McDonald County,Missouri,MO,11635,11192,38.3,22827,49.02965786130459,36.62868997431585,-94.34833814916045
29121,Macon County,Missouri,MO,7683,7571,43.3,15254,49.63288317818277,39.83078275082686,-92.56461405716549
29123,Madison County,Missouri,MO,6049,6156,42.1,12205,50.438344940598114,37.47804673496675,-90.34502139066147
29125,Maries County,Missouri,MO,4449,4435,45,8884,49.92120666366501,38.16164636722929,-91.9248578100317
29127,Marion County,Missouri,MO,13745,14927,39.1,28672,52.06124441964286,39.80594396626462,-91.62243354962895
29129,Mercer County,Missouri,MO,1834,1830,43,3664,49.94541484716157,40.422333724338934,-93.56855068400645
29131,Miller County,Missouri,MO,12314,12735,40.8,25049,50.840352908299735,38.21450555128813,-92.42838369095284
29133,Mississippi County,Missouri,MO,7575,6173,40.4,13748,44.901076520221125,36.82808568003029,-89.29114530483317
29135,Moniteau County,Missouri,MO,8413,7545,37.9,15958,47.280360947487154,38.63275722736804,-92.58309196829777
29137,Monroe County,Missouri,MO,4402,4252,45.4,8654,49.133348740466836,39.495449970029604,-92.00073161534932
29139,Montgomery County,Missouri,MO,5764,5781,44,11545,50.07362494586401,38.941459655639356,-91.47022826605684
29141,Morgan County,Missouri,MO,9945,10192,46.1,20137,50.613298902517755,38.42371661762801,-92.88599261016299
29143,New Madrid County,Missouri,MO,8558,9253,41.7,17811,51.95104149121329,36.59459088435141,-89.65174111082695
29145,Newton County,Missouri,MO,28964,29238,39.7,58202,50.23538710009965,36.90550642741309,-94.33925588323945
29147,Nodaway County,Missouri,MO,11225,11322,29.2,22547,50.215106222557324,40.360746209750396,-94.88344744029378
29149,Oregon County,Missouri,MO,5376,5323,46.8,10699,49.752313300308444,36.68664390771475,-91.40334847076605
29151,Osage County,Missouri,MO,7076,6543,40.3,13619,48.043174976136285,38.460384331884924,-91.86182631703886
29153,Ozark County,Missouri,MO,4592,4644,51.3,9236,50.281507145950634,36.64931291517177,-92.44468627746596
29155,Pemiscot County,Missouri,MO,8022,9009,37.8,17031,52.8976572133169,36.21138389245578,-89.78540088416214
29157,Perry County,Missouri,MO,9457,9689,40.6,19146,50.605870677948396,37.7071583146988,-89.82444242108927
29159,Pettis County,Missouri,MO,20918,21453,37.9,42371,50.631328030964575,38.72829157035048,-93.2850978237733
29161,Phelps County,Missouri,MO,23541,21248,35.2,44789,47.440219696800554,37.877166731402376,-91.79233714515854
29163,Pike County,Missouri,MO,10217,8272,39.1,18489,44.74011574449673,39.34383003910034,-91.17137211137458
29165,Platte County,Missouri,MO,48720,50104,38.3,98824,50.700234760786856,39.3802924833487,-94.77381633623303
29167,Polk County,Missouri,MO,15435,16114,37.5,31549,51.076103838473486,37.61649036762521,-93.40053128226404
29169,Pulaski County,Missouri,MO,30025,22566,27.7,52591,42.90848243996121,37.82458078384015,-92.20763840580707
29171,Putnam County,Missouri,MO,2389,2426,46.4,4815,50.38421599169263,40.47891270864416,-93.01616564494995
29173,Ralls County,Missouri,MO,5178,5039,45,10217,49.31976118234315,39.52768456988029,-91.52203095037399
29175,Randolph County,Missouri,MO,13102,11843,39.1,24945,47.476448186009215,39.44013584862049,-92.49707867886957
29177,Ray County,Missouri,MO,11357,11468,41.8,22825,50.24315443592552,39.35238643970485,-93.98992327930148
29179,Reynolds County,Missouri,MO,3238,3077,46.1,6315,48.725257323832146,37.36231936987459,-90.96908594093216
29181,Ripley County,Missouri,MO,6817,6876,42.7,13693,50.215438545242094,36.65280538873674,-90.8638253400127
29183,St. Charles County,Missouri,MO,191641,198344,38.2,389985,50.85939202789851,38.78192346199814,-90.6748753264728
29185,St. Clair County,Missouri,MO,4663,4720,49.9,9383,50.30374080784398,38.03719355884765,-93.77596727078289
29186,Ste. Genevieve County,Missouri,MO,8979,8892,43.4,17871,49.75658888702367,37.894409111648734,-90.1945236522636
29187,St. Francois County,Missouri,MO,35900,30442,39.6,66342,45.88646709475144,37.8102660630456,-90.4722754663506
29189,St. Louis County,Missouri,MO,473610,525074,40.3,998684,52.57659079348422,38.64053524186288,-90.44334713686665
29195,Saline County,Missouri,MO,11559,11543,38,23102,49.96537096355294,39.13684689712662,-93.20184465806273
29197,Schuyler County,Missouri,MO,2219,2283,39.3,4502,50.71079520213239,40.47025362818355,-92.52091986867084
29199,Scotland County,Missouri,MO,2399,2499,37.5,4898,51.02082482645977,40.45259096987766,-92.14702659066657
29201,Scott County,Missouri,MO,18712,20017,39.9,38729,51.68478401198069,37.053039938888254,-89.56851988226965
29203,Shannon County,Missouri,MO,4012,4234,45.1,8246,51.34610720349259,37.157361149525464,-91.40046314982574
29205,Shelby County,Missouri,MO,3047,3014,41.5,6061,49.727767695099814,39.797763999202196,-92.07659853130416
29207,Stoddard County,Missouri,MO,14365,15147,41.4,29512,51.324884792626726,36.855598754744086,-89.94430551744406
29209,Stone County,Missouri,MO,15409,16118,53.3,31527,51.124433025660544,36.74692687622523,-93.45598935757911
29211,Sullivan County,Missouri,MO,3052,3265,42.6,6317,51.68592686401773,40.21060076858144,-93.11149376647603
29213,Taney County,Missouri,MO,26504,28216,42.1,54720,51.56432748538011,36.654760054478146,-93.04113448895528
29215,Texas County,Missouri,MO,13397,12274,42.7,25671,47.812706945580615,37.31730082265185,-91.96504500578737
29217,Vernon County,Missouri,MO,10088,10603,40.9,20691,51.24450244067469,37.85058239597904,-94.3424358853782
29219,Warren County,Missouri,MO,16714,17194,40.1,33908,50.70779756989501,38.76460566036097,-91.16067058642258
29221,Washington County,Missouri,MO,12835,12096,40.7,24931,48.517909430026876,37.96168855004197,-90.87741368104214
29223,Wayne County,Missouri,MO,6544,6764,47.3,13308,50.82657048391944,37.11264651360519,-90.46140543169892
29225,Webster County,Missouri,MO,19436,18646,37.1,38082,48.96276456068484,37.28089891009568,-92.87588214603504
29227,Worth County,Missouri,MO,981,1059,47.9,2040,51.911764705882355,40.47910197017833,-94.42212318122942
29229,Wright County,Missouri,MO,9029,9264,42,18293,50.642322199748534,37.270152520310106,-92.4687229818754
29510,St. Louis city,Missouri,MO,150532,160741,35.5,311273,51.639878820199634,38.635824924297395,-90.24511587000478
30001,Beaverhead County,Montana,MT,4748,4645,42.1,9393,49.451719365484934,45.132712788487744,-112.89884034728014
30003,Big Horn County,Montana,MT,6572,6804,30.8,13376,50.86722488038278,45.42335611689409,-107.48980180867801
30005,Blaine County,Montana,MT,3368,3359,33.8,6727,49.93310539616471,48.432679340831385,-108.95862045103485
30007,Broadwater County,Montana,MT,2975,2859,46.9,5834,49.00582790538224,46.33240590286992,-111.49549497361741
30009,Carbon County,Montana,MT,5317,5229,50.3,10546,49.582780201024086,45.227386991883314,-109.02806006601541
30011,Carter County,Montana,MT,649,669,50.5,1318,50.758725341426405,45.516790338905665,-104.5361595283471
30013,Cascade County,Montana,MT,41269,40477,38.2,81746,49.51557262740685,47.30795553602684,-111.34703777028119
30015,Chouteau County,Montana,MT,2839,2950,40.9,5789,50.95871480393851,47.88059234595718,-110.43526508786559
30017,Custer County,Montana,MT,5955,5890,40.7,11845,49.725622625580414,46.252671279427375,-105.57172851579716
30019,Daniels County,Montana,MT,884,869,50.7,1753,49.57216200798631,48.78378908644692,-105.54854167840085
30021,Dawson County,Montana,MT,4877,4314,40.5,9191,46.93722119464694,47.26638273499499,-104.8994978101652
30023,Deer Lodge County,Montana,MT,4835,4265,48.5,9100,46.86813186813187,46.060730871319436,-113.06792460857282
30025,Fallon County,Montana,MT,1472,1366,39.3,2838,48.132487667371386,46.334003796265286,-104.41738291506879
30027,Fergus County,Montana,MT,5682,5591,46,11273,49.596380732724214,47.263581000375545,-109.22446014242654
30029,Flathead County,Montana,MT,48823,49259,42.1,98082,50.222263004424875,48.2951464007917,-114.04966978729469
30031,Gallatin County,Montana,MT,54246,50483,33.5,104729,48.20345844990403,45.54040564152115,-111.17038621219818
30033,Garfield County,Montana,MT,605,536,43.2,1141,46.97633654688869,47.27762860023925,-106.99289788153959
30035,Glacier County,Montana,MT,6855,6844,31.4,13699,49.95985108402073,48.70513799788921,-112.99473631028899
30037,Golden Valley County,Montana,MT,355,369,56,724,50.966850828729285,46.38122291684518,-109.17515362846488
30039,Granite County,Montana,MT,1696,1573,54.3,3269,48.11869073111043,46.404486026434846,-113.44036224565738
30041,Hill County,Montana,MT,8292,8147,34.5,16439,49.558975606788735,48.628225285486685,-110.11118669879379
30043,Jefferson County,Montana,MT,5979,5799,47.9,11778,49.23586347427407,46.1484579599018,-112.09380445252086
30045,Judith Basin County,Montana,MT,1058,893,52.2,1951,45.771399282419274,47.045432127241085,-110.26602711485545
30047,Lake County,Montana,MT,14744,15030,42.3,29774,50.48028481225229,47.645905830038174,-114.08934168344373
30049,Lewis and Clark County,Montana,MT,33186,33891,41,67077,50.525515452390536,47.12244511237775,-112.3904450770783
30051,Liberty County,Montana,MT,1146,1134,49.1,2280,49.73684210526316,48.56171647196179,-111.02457123048896
30053,Lincoln County,Montana,MT,9678,9680,52.6,19358,50.005165822915586,48.54244724964376,-115.40507241112415
30055,McCone County,Montana,MT,828,802,50.1,1630,49.20245398773006,47.64521208510208,-105.79542537969031
30057,Madison County,Montana,MT,4261,3957,52.6,8218,48.150401557556584,45.300695726498695,-111.92027616307274
30059,Meagher County,Montana,MT,966,1002,45.9,1968,50.91463414634146,46.598199766756125,-110.88569072047314
30061,Mineral County,Montana,MT,2135,2076,52.6,4211,49.29945381144621,47.14721011288106,-114.99828298907799
30063,Missoula County,Montana,MT,58372,57611,35.6,115983,49.67193468008242,47.03651207348742,-113.92370398680254
30065,Musselshell County,Montana,MT,2399,2408,48,4807,50.09361348034117,46.49658446284418,-108.39810483962863
30067,Park County,Montana,MT,8164,8082,46.2,16246,49.747630185891914,45.48834444414526,-110.52666170614795
30069,Petroleum County,Montana,MT,229,203,52.1,432,46.99074074074074,47.11754267462963,-108.2501973752084
30071,Phillips County,Montana,MT,2101,2023,47.2,4124,49.05431619786615,48.25918629304327,-107.91325243445984
30073,Pondera County,Montana,MT,3003,3041,40.5,6044,50.31436135009927,48.22776508491452,-112.22634688501843
30075,Powder River County,Montana,MT,820,799,53,1619,49.351451513279805,45.39497963215925,-105.6301899594595
30077,Powell County,Montana,MT,4310,2551,45.3,6861,37.181168925812564,46.85635100234463,-112.93610944351883
30079,Prairie County,Montana,MT,673,669,51.8,1342,49.85096870342772,46.86050272557754,-105.37795750112299
30081,Ravalli County,Montana,MT,20822,21080,48.8,41902,50.30786119994273,46.08169212838797,-114.12074571880164
30083,Richland County,Montana,MT,5740,5620,38.9,11360,49.471830985915496,47.78788635724674,-104.5614135064545
30085,Roosevelt County,Montana,MT,5559,5669,30.3,11228,50.48984681154257,48.29450728233392,-105.0164075804916
30087,Rosebud County,Montana,MT,4608,4642,36.4,9250,50.18378378378379,46.22970146907111,-106.7307052974206
30089,Sanders County,Montana,MT,5935,5586,53.2,11521,48.485374533460636,47.67477959120402,-115.13330079723472
30091,Sheridan County,Montana,MT,1794,1780,44.9,3574,49.8041410184667,48.721233169177935,-104.5046732135951
30093,Silver Bow County,Montana,MT,17588,17226,39.8,34814,49.48009421497099,45.90240169302083,-112.65673573077997
30095,Stillwater County,Montana,MT,4693,4717,46.6,9410,50.12752391073326,45.66903900222792,-109.39521573669795
30097,Sweet Grass County,Montana,MT,1770,1883,51.5,3653,51.546673966602796,45.813885415624064,-109.94103788866497
30099,Teton County,Montana,MT,2994,3086,44.6,6080,50.756578947368425,47.83711403062901,-112.24083003895036
30101,Toole County,Montana,MT,2824,2152,41.2,4976,43.247588424437296,48.655398307933545,-111.69563925160223
30103,Treasure County,Montana,MT,384,393,52.1,777,50.57915057915058,46.211453485541,-107.27163081484724
30105,Valley County,Montana,MT,3730,3802,44.4,7532,50.477960701009025,48.365265073656296,-106.66746130014916
30107,Wheatland County,Montana,MT,1079,1070,40.4,2149,49.79060027919962,46.46629868903207,-109.84457085828994
30109,Wibaux County,Montana,MT,561,614,46,1175,52.255319148936174,46.965263071450984,-104.2489815304109
30111,Yellowstone County,Montana,MT,77773,80043,38.2,157816,50.719191970395904,45.93734437039294,-108.27441580045297
31001,Adams County,Nebraska,NE,15947,15636,37.4,31583,49.50764651869677,40.52447611392715,-98.50120921088981
31003,Antelope County,Nebraska,NE,3204,3168,45.3,6372,49.717514124293785,42.17690727862423,-98.0666857277061
31005,Arthur County,Nebraska,NE,205,213,47.1,418,50.95693779904307,41.56894337991416,-101.69580582451482
31007,Banner County,Nebraska,NE,346,350,48.5,696,50.287356321839084,41.54604323310969,-103.71051626109715
31009,Blaine County,Nebraska,NE,246,234,46.6,480,48.75,41.912779490812966,-99.9768259585208
31011,Boone County,Nebraska,NE,2641,2672,44.6,5313,50.29173724825898,41.706783918057546,-98.06723996235583
31013,Box Butte County,Nebraska,NE,5472,5617,40.7,11089,50.6538010641176,42.219773074089254,-103.08565828425857
31015,Boyd County,Nebraska,NE,1028,1014,52.3,2042,49.657198824681686,42.89969629230695,-98.76654088789627
31017,Brown County,Nebraska,NE,1430,1558,51.1,2988,52.141900937081665,42.429998218644485,-99.9295005050793
31019,Buffalo County,Nebraska,NE,24593,24437,33.3,49030,49.840913726290026,40.85515478859214,-99.07497831004139
31021,Burt County,Nebraska,NE,3209,3319,46.2,6528,50.84252450980392,41.851531511012425,-96.32861665594885
31023,Butler County,Nebraska,NE,4056,4011,43.9,8067,49.721085905541095,41.22607638175164,-97.13175614429237
31025,Cass County,Nebraska,NE,12929,12773,41.6,25702,49.696521671465256,40.909711487732395,-96.14087548318192
