fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long
8015,Chaffee County,Colorado,CO,10268,8896,49.1,19164,46.42037152995199,38.74701250608263,-106.19412663972602
8017,Cheyenne County,Colorado,CO,964,1075,35.9,2039,52.721922511034826,38.827951871795065,-102.60350795085606
8019,Clear Creek County,Colorado,CO,4816,4563,47.8,9379,48.651242136688346,39.6891797331411,-105.64440226875996
8021,Conejos County,Colorado,CO,4082,4060,39.4,8142,49.864898059444855,37.20071264341812,-106.19161031666879
8023,Costilla County,Colorado,CO,1941,1746,51.3,3687,47.35557363710334,37.27812432039779,-105.42823538375183
8025,Crowley County,Colorado,CO,3526,2104,35.6,5630,37.37122557726465,38.32658632505793,-103.7844708388175
8027,Custer County,Colorado,CO,2265,2375,58.4,4640,51.185344827586206,38.10869122641281,-105.36752805339286
8029,Delta County,Colorado,CO,15235,15111,47.6,30346,49.7956897119884,38.861359153761576,-107.8628891582186
8031,Denver County,Colorado,CO,347188,346229,34.4,693417,49.93084969073443,39.76213212154716,-104.87586982840838
8033,Dolores County,Colorado,CO,989,852,51.8,1841,46.27919608908202,37.75171175752354,-108.51740031607223
8035,Douglas County,Colorado,CO,163766,164848,38.4,328614,50.164630843482016,39.329708202699145,-104.92955933206845
8037,Eagle County,Colorado,CO,28804,25553,36.5,54357,47.00958478208878,39.62784556293205,-106.69536644502288
8039,Elbert County,Colorado,CO,12721,12441,46.1,25162,49.44360543676973,39.28658339787681,-104.13594296760509
8041,El Paso County,Colorado,CO,347478,340675,34.1,688153,49.505705853204155,38.832103441396725,-104.52546027890772
8043,Fremont County,Colorado,CO,27324,19678,44.9,47002,41.86630356155057,38.472958147130306,-105.43965821655789
8045,Garfield County,Colorado,CO,29779,28759,36.3,58538,49.12877105469951,39.599315365500594,-107.9040311803862
8047,Gilpin County,Colorado,CO,3169,2755,45.7,5924,46.50573936529372,39.85756210255269,-105.5225160966723
8049,Grand County,Colorado,CO,8129,6937,43.5,15066,46.044072746581705,40.10263076536024,-106.11833045965344
8051,Gunnison County,Colorado,CO,8983,7554,34.5,16537,45.67938562012457,38.666765447186044,-107.03162238964327
8053,Hinsdale County,Colorado,CO,406,472,57.5,878,53.75854214123007,37.82128480331484,-107.30030190882668
8055,Huerfano County,Colorado,CO,3305,3278,55.1,6583,49.794926325383564,37.684678509644954,-104.96061132482524
8057,Jackson County,Colorado,CO,631,665,50.9,1296,51.31172839506173,40.66644567596359,-106.3427900482807
8059,Jefferson County,Colorado,CO,283919,286508,40.4,570427,50.226935260778326,39.58643529411338,-105.2504690358315
8061,Kiowa County,Colorado,CO,750,699,40.4,1449,48.24016563146998,38.4326686727227,-102.7402902792028
8063,Kit Carson County,Colorado,CO,4158,3477,38.5,7635,45.54027504911591,39.30549435244091,-102.60294572338047
8065,Lake County,Colorado,CO,4176,3409,37.8,7585,44.943968358602504,39.202480132337485,-106.34478011552613
8067,La Plata County,Colorado,CO,27790,27311,39.9,55101,49.56534364167619,37.28655413856314,-107.84332957991037
8069,Larimer County,Colorado,CO,168615,169546,35.9,338161,50.137656323467226,40.66638617460316,-105.46114554482625
8071,Las Animas County,Colorado,CO,7452,6727,46.1,14179,47.44340221454264,37.31578855613157,-104.03864231253098
8073,Lincoln County,Colorado,CO,3471,2077,37.9,5548,37.43691420331651,38.98808784990935,-103.5139430533545
8075,Logan County,Colorado,CO,11708,9981,38.4,21689,46.018719166397716,40.724672780416576,-103.11012442888726
8077,Mesa County,Colorado,CO,74027,75971,39.1,149998,50.64800864011521,39.01830152379928,-108.46644236398792
8079,Mineral County,Colorado,CO,402,421,58.6,823,51.1543134872418,37.66894228649348,-106.92412193366985
8081,Moffat County,Colorado,CO,6698,6362,37.8,13060,48.71362940275651,40.61839473056184,-108.2074433763401
8083,Montezuma County,Colorado,CO,12760,13149,44.4,25909,50.75070438843645,37.33856249066213,-108.59657713130177
8085,Montrose County,Colorado,CO,20374,20894,45.1,41268,50.6300281089464,38.40218300038856,-108.26933795513878
8087,Morgan County,Colorado,CO,14112,14145,36.3,28257,50.058392610680535,40.26264077234999,-103.8097164777117
8089,Otero County,Colorado,CO,8872,9453,40.2,18325,51.58526603001364,37.90256806350273,-103.71651192152439
8091,Ouray County,Colorado,CO,2312,2410,53,4722,51.03769589157137,38.15546514326709,-107.76927130278033
8093,Park County,Colorado,CO,9172,8220,50.6,17392,47.26310947562097,39.11931309312425,-105.7171098074064
8095,Phillips County,Colorado,CO,2295,2023,39,4318,46.8503937007874,40.593973317232724,-102.35760124500776
8097,Pitkin County,Colorado,CO,9408,8501,42,17909,47.467753643419506,39.217085415540176,-106.91659862846625
8099,Prowers County,Colorado,CO,6035,6017,38,12052,49.925323597743116,37.95519536784376,-102.39335974662974
8101,Pueblo County,Colorado,CO,80962,83723,38.9,164685,50.83826699456539,38.17352288761175,-104.51273216338602
8103,Rio Blanco County,Colorado,CO,3291,3174,35.9,6465,49.09512761020881,39.979851278003515,-108.21705233028338
8105,Rio Grande County,Colorado,CO,5696,5655,41.5,11351,49.819399171879134,37.582519429839316,-106.38322986022477
8107,Routt County,Colorado,CO,12915,11959,39.8,24874,48.07831470611884,40.48514360967252,-106.99125344979767
8109,Saguache County,Colorado,CO,3182,3286,49.1,6468,50.80395794681509,38.080526607508375,-106.28150636095563
8111,San Juan County,Colorado,CO,283,261,52.1,544,47.97794117647059,37.76402849680549,-107.67615655284592
8113,San Miguel County,Colorado,CO,4215,3753,41.5,7968,47.10090361445783,38.003765232828215,-108.40572790845548
8115,Sedgwick County,Colorado,CO,1162,1188,49.1,2350,50.5531914893617,40.87591672040057,-102.3518248298754
8117,Summit County,Colorado,CO,16684,13745,39.1,30429,45.1707252949489,39.63418029894818,-106.11636795482261
8119,Teller County,Colorado,CO,12157,11956,49.9,24113,49.58321237506739,38.88215682972448,-105.16177889481384
8121,Washington County,Colorado,CO,2510,2330,41.6,4840,48.14049586776859,39.971017521558714,-103.2012456043598
8123,Weld County,Colorado,CO,148627,146496,34.3,295123,49.63896409293752,40.55483428651926,-104.39246146555715
8125,Yuma County,Colorado,CO,5019,5050,38.4,10069,50.153937828980034,40.00293654623667,-102.42424849126851
9001,Fairfield County,Connecticut,CT,459963,484385,40.3,944348,51.29306145615811,41.270795181142404,-73.38938077097022
9003,Hartford County,Connecticut,CT,434650,460080,40.4,894730,51.42109910252255,41.806405916901966,-72.73287268847098
9005,Litchfield County,Connecticut,CT,90447,92584,47.2,183031,50.58378088957608,41.79248072795551,-73.24533246375512
9007,Middlesex County,Connecticut,CT,79676,83692,45.4,163368,51.22912687919299,41.46318766657876,-72.53514427955896
9009,New Haven County,Connecticut,CT,414311,445028,40.1,859339,51.78724577844134,41.41047804821459,-72.93207761888479
9011,New London County,Connecticut,CT,134703,134178,41.4,268881,49.90237316879958,41.48661392494676,-72.10147371348693
9013,Tolland County,Connecticut,CT,75821,75448,37.5,151269,49.876709702582815,41.85504180401762,-72.33647701640963
9015,Windham County,Connecticut,CT,57560,58978,41.3,116538,50.60838524773036,41.830019602874,-71.9874389810461
10001,Kent County,Delaware,DE,84271,90551,37.6,174822,51.79611261740513,39.086168928232766,-75.56842231599367
10003,New Castle County,Delaware,DE,268870,286263,38.1,555133,51.56656152669721,39.57683343664609,-75.65269158568691
10005,Sussex County,Delaware,DE,106429,113111,49,219540,51.52181834745376,38.660552929902394,-75.39003806326262
11001,District of Columbia,District of Columbia,NA,324881,359617,33.9,684498,52.5373339293906,38.904733935498726,-77.01629383836658
12001,Alachua County,Florida,FL,127298,135850,31.3,263148,51.62494109778528,29.67474971890421,-82.3577136804271
12003,Baker County,Florida,FL,14753,13032,37.6,27785,46.90300521864315,30.331097919902273,-82.28462852125189
12005,Bay County,Florida,FL,90768,91714,39.4,182482,50.25920364748304,30.26521548612463,-85.62024281873268
12007,Bradford County,Florida,FL,14841,12138,40.1,26979,44.99054820415879,29.949948760193077,-82.16876766874358
12009,Brevard County,Florida,FL,282023,294785,47.2,576808,51.106260662126736,28.293721855653967,-80.73227050221601
12011,Broward County,Florida,FL,929712,979439,40.1,1909151,51.302332817048004,26.152322379181037,-80.48712563481989
12013,Calhoun County,Florida,FL,8048,6396,40.2,14444,44.281362503461644,30.406022544054494,-85.19719429272153
12015,Charlotte County,Florida,FL,86278,90676,58.6,176954,51.24269584185721,26.90548521747582,-81.91226117367738
12017,Citrus County,Florida,FL,69376,73711,56.2,143087,51.51481266641973,28.848910853746613,-82.47939451581993
12019,Clay County,Florida,FL,102225,105066,39.5,207291,50.685268535537,29.983063357912926,-81.85787749603033
12021,Collier County,Florida,FL,179336,184586,50.3,363922,50.72130841224218,26.110715650069544,-81.34757344148187
12023,Columbia County,Florida,FL,35683,33422,40.7,69105,48.364083640836405,30.22424804587699,-82.6215392879257
12027,DeSoto County,Florida,FL,20657,15742,40.6,36399,43.24844089123327,27.18636318151619,-81.8095044842232
12029,Dixie County,Florida,FL,9218,7219,47.3,16437,43.91920666788343,29.608191599772557,-83.1588003681835
12031,Duval County,Florida,FL,448163,476066,36.1,924229,51.509528482659604,30.33157316078935,-81.67084283244348
12033,Escambia County,Florida,FL,154520,157002,37.2,311522,50.39836672851356,30.66892673365146,-87.36278300432998
12035,Flagler County,Florida,FL,51187,55952,50.9,107139,52.22374672154865,29.461424845918263,-81.31356839145538
12037,Franklin County,Florida,FL,6714,5022,45,11736,42.79141104294479,29.876464717759767,-84.81402385488366
12039,Gadsden County,Florida,FL,21785,24232,40.7,46017,52.65880000869244,30.57947808300991,-84.61362454008068
12041,Gilchrist County,Florida,FL,9249,8366,42.5,17615,47.49361339767244,29.725832116937923,-82.80037637542132
12043,Glades County,Florida,FL,7303,6060,47.2,13363,45.349098256379555,26.95643070782842,-81.18907378189233
12045,Gulf County,Florida,FL,9586,6469,44.3,16055,40.29274369355341,29.95553379110409,-85.22659118243887
12047,Hamilton County,Florida,FL,8281,5988,41.5,14269,41.96509916602425,30.4963888195477,-82.9479328021684
12049,Hardee County,Florida,FL,14705,12523,35.1,27228,45.99309534302923,27.492702486754368,-81.80998297571232
12051,Hendry County,Florida,FL,21437,18690,33.9,40127,46.577117651456625,26.553483325686326,-81.1658511122754
12053,Hernando County,Florida,FL,87747,94949,48.9,182696,51.97103384857906,28.553631869514188,-82.4250382875201
12055,Highlands County,Florida,FL,49727,52374,53.4,102101,51.29626546263014,27.343294339378847,-81.34103830391945
12057,Hillsborough County,Florida,FL,673286,705597,36.9,1378883,51.1716367523568,27.929076653782886,-82.30919543087629
12059,Holmes County,Florida,FL,10484,8946,42.5,19430,46.04220277920741,30.867921065400104,-85.81401730838496
12061,Indian River County,Florida,FL,72290,78694,52.9,150984,52.12075451703492,27.694311706398107,-80.60624480956191
12063,Jackson County,Florida,FL,26784,21688,41.6,48472,44.74335698960225,30.795424733424305,-85.21549243778115
12065,Jefferson County,Florida,FL,7507,6598,47.2,14105,46.777738390641616,30.437489290653513,-83.8952923758476
12067,Lafayette County,Florida,FL,5066,3678,39.1,8744,42.06312900274474,29.985501634215126,-83.18109169194011
12069,Lake County,Florida,FL,162402,172960,46.8,335362,51.57411990625056,28.7615362975738,-81.71126372382379
12071,Lee County,Florida,FL,351918,366761,48.1,718679,51.03265853044265,26.577786089619813,-81.83374251869485
12073,Leon County,Florida,FL,136894,151208,30.7,288102,52.484189627284785,30.458040822393304,-84.27789669045393
12075,Levy County,Florida,FL,19364,20597,46.8,39961,51.54275418533069,29.318428933630333,-82.74355311874234
12077,Liberty County,Florida,FL,5110,3255,40.3,8365,38.912133891213394,30.241374485014326,-84.88289857705256
12079,Madison County,Florida,FL,9829,8645,42.9,18474,46.79549637328137,30.444118897538992,-83.47012097179798
12081,Manatee County,Florida,FL,180595,193258,48,373853,51.69358009698999,27.4719056774396,-82.31531846354605
12083,Marion County,Florida,FL,167211,181160,48.6,348371,52.00203231612276,29.21020747879416,-82.05665151069297
12085,Martin County,Florida,FL,78002,79579,51.9,157581,50.50037758359193,27.077522043942032,-80.43147131544296
12086,Miami-Dade County,Florida,FL,1318627,1396889,39.7,2715516,51.44101526192444,25.614959287482183,-80.56228896188752
12087,Monroe County,Florida,FL,39822,36503,47.3,76325,47.82574516868654,25.31561829914492,-81.11063629941314
12089,Nassau County,Florida,FL,39956,40622,45,80578,50.413264166397774,30.61059898992588,-81.80161575823566
12091,Okaloosa County,Florida,FL,101745,98992,36.8,200737,49.3142768896616,30.69128365967258,-86.59172167469083
12093,Okeechobee County,Florida,FL,21866,18706,41.1,40572,46.105688652272505,27.386442352560135,-80.88863138971482
12095,Orange County,Florida,FL,648446,672748,34.9,1321194,50.91969839402844,28.514424652065124,-81.32351241050317
12097,Osceola County,Florida,FL,166820,171799,35.8,338619,50.735192059512315,28.062685620772754,-81.14947487580018
12099,Palm Beach County,Florida,FL,701207,745070,44.6,1446277,51.516410756722266,26.647595844261048,-80.46551002338627
12101,Pasco County,Florida,FL,248572,262021,44.6,510593,51.316998078704565,28.309095478557378,-82.39319537627861
12103,Pinellas County,Florida,FL,459766,498109,47.8,957875,52.00146156857628,27.919601540135304,-82.7255990416769
12105,Polk County,Florida,FL,327706,340965,40.3,668671,50.99144422294371,27.948879800669562,-81.69757667431374
12107,Putnam County,Florida,FL,35841,36925,45,72766,50.744853365582834,29.608652485033243,-81.74430345444475
12109,St. Johns County,Florida,FL,114660,120843,43.4,235503,51.312722130928265,29.901641120442296,-81.44066458471889
12111,St. Lucie County,Florida,FL,149385,156206,44.8,305591,51.116034176399175,27.377256464055723,-80.47202647272215
12113,Santa Rosa County,Florida,FL,87175,83267,39.7,170442,48.853568956008495,30.700441588009046,-87.02197833777852
12115,Sarasota County,Florida,FL,196433,215711,55.5,412144,52.338745681121154,27.184467891882765,-82.33150444148295
12117,Seminole County,Florida,FL,219935,235151,39.2,455086,51.67177192882224,28.716972758150618,-81.23631749629911
12119,Sumter County,Florida,FL,60725,60274,67,120999,49.813634823428295,28.70475599819752,-82.0809733245132
12121,Suwannee County,Florida,FL,22230,21694,42.5,43924,49.38985520444404,30.1956050583855,-82.99149467549117
12123,Taylor County,Florida,FL,12414,9684,41.7,22098,43.8229704045615,30.04701274004669,-83.60352701355308
12125,Union County,Florida,FL,9919,5320,39.5,15239,34.91042719338539,30.043854965375022,-82.37143421304569
12127,Volusia County,Florida,FL,257275,270359,46.5,527634,51.23987461005166,29.05842069048299,-81.1819206464182
12129,Wakulla County,Florida,FL,17490,14387,40.7,31877,45.13285440913511,30.16731985949023,-84.40067670819596
12131,Walton County,Florida,FL,33317,32541,43.7,65858,49.410853654833126,30.643581658467333,-86.16965567860775
12133,Washington County,Florida,FL,13231,11335,41.8,24566,46.141007897093544,30.61060117393221,-85.6653326437579
13001,Appling County,Georgia,GA,9353,9101,39,18454,49.31722119865612,31.749223114753356,-82.28889645061686
13003,Atkinson County,Georgia,GA,4208,4057,35.5,8265,49.086509376890504,31.297133177431412,-82.88007086610327
13005,Bacon County,Georgia,GA,5564,5664,37,11228,50.445315283220516,31.553680087486093,-82.45269850637237
13007,Baker County,Georgia,GA,1521,1668,47,3189,52.304797742238954,31.32614478356452,-84.44471523235575
13009,Baldwin County,Georgia,GA,22759,22527,35.3,45286,49.743850196528726,33.06926620604074,-83.24955570280326
13011,Banks County,Georgia,GA,9281,9229,41.1,18510,49.859535386277685,34.354150509758256,-83.49737690472382
13013,Barrow County,Georgia,GA,37771,39116,35.4,76887,50.87466021564113,33.99318851194388,-83.71273176520245
13015,Bartow County,Georgia,GA,51332,52288,37.9,103620,50.461300907160776,34.23786492659281,-84.84049136346613
13017,Ben Hill County,Georgia,GA,8047,9107,39.7,17154,53.089658388714,31.75979096552452,-83.22050662751855
13019,Berrien County,Georgia,GA,9299,9726,39.7,19025,51.12220762155059,31.275953070099973,-83.2296386824687
13021,Bibb County,Georgia,GA,72065,81425,36.2,153490,53.04905857059092,32.80649503959659,-83.69740490521552
13023,Bleckley County,Georgia,GA,5937,6838,36.8,12775,53.526418786692766,32.43444533648342,-83.32781353408475
13025,Brantley County,Georgia,GA,9103,9458,40.9,18561,50.95630623350035,31.19687588159824,-81.98190369036095
13027,Brooks County,Georgia,GA,7608,8014,43,15622,51.299449494302905,30.841980890813737,-83.58020127816081
13029,Bryan County,Georgia,GA,17786,18099,34.6,35885,50.43611536853838,32.01447125496505,-81.44363800915423
13031,Bulloch County,Georgia,GA,36777,38005,28.5,74782,50.821053194619026,32.396807700709054,-81.74318109731512
13033,Burke County,Georgia,GA,10697,11853,37.5,22550,52.56319290465632,33.06108149647406,-82.00090102559142
13035,Butts County,Georgia,GA,12661,11089,38.5,23750,46.69052631578947,33.287881117452336,-83.95718512837009
