county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Aransas,TX,0.739,0.235,10467,7730,2458,0.752,0.237,12241,9210,2896,28.10556197,-96.9995047,351,18,24832,12448,12384,27,67.7,1.6,0,2,0,19441,44601,3698,29999,2914,17.8,26.8,28.2,23.3,22.1,16.5,9.8,81.4,8.4,0,2.8,0.5,6.8,20.8,10387,72.9,12.3,14.6,0.2,6.7
Arapahoe,CO,0.389,0.527,281658,109638,148365,0.364,0.61,346740,126124,211498,39.64977461,-104.3353617,13956,387,626612,309190,317422,18.9,61.3,10.2,0.3,5.6,0.2,426765,69553,846,36951,489,9.9,13.2,41.4,16.7,25,7.9,9,77.4,8.5,4.4,1.5,1.3,6.8,27.7,330548,83,11.3,5.5,0.2,5.2
Archer,TX,0.887,0.092,4269,3785,394,0.897,0.093,4796,4300,446,33.61569967,-98.68754589,165,1,8793,4335,4458,8.3,88.6,0.8,0.3,0.4,0,6712,63192,4765,31103,2291,8.8,10.1,34.2,13.4,25.3,12.9,14.2,86,6.9,0.3,1,1.1,4.7,20.4,4344,75.6,14.5,9.8,0,3
Archuleta,CO,0.581,0.341,7290,4234,2489,0.568,0.409,9030,5126,3693,37.19474156,-107.0476867,68,0,12592,6400,6192,18.3,76.7,1.1,2.1,0.7,0,9992,48016,5197,29344,2043,11.6,21.3,37.3,17,20,16.5,9.2,71,13.5,0.2,3.7,1.8,9.7,17.2,5696,68,15.4,15.9,0.8,5.4
Arenac,MI,0.631,0.3,7457,4704,2238,0.671,0.314,8830,5928,2773,44.0636262,-83.89277559,111,3,15238,7714,7524,2,94.9,0.5,1.3,0.4,0,12396,39947,1456,22622,784,18.5,29.2,25.6,21.1,22,11.6,19.7,83.6,8.2,0.7,3.1,1.5,3,27.2,5842,82.6,10.2,7,0.3,9.6
Arkansas,AR,0.616,0.312,6211,3825,1939,0.684,0.289,6284,4301,1813,34.29145151,-91.37277296,726,17,18352,8785,9567,3,70.2,26,0,0,0,13982,38532,2759,23766,1718,20.7,28.6,27.7,15.5,23.6,8.5,24.7,80.8,11.5,0,3.1,1.5,3.1,14.6,7920,75.7,15.5,8,0.9,8.5
Arlington,VA,0.169,0.77,119344,20155,91879,0.172,0.813,129498,22318,105344,38.8767675,-77.10139853,4764,154,229534,114403,115131,15.5,62.3,8.5,0.3,10.2,0.1,162937,112138,2139,67061,879,8.2,10,69,10.5,13.8,4.1,2.7,53.4,6.2,26,5,2.8,6.6,28.6,143798,70.8,24.9,4.2,0.2,3.2
Armstrong,PA,0.745,0.225,30446,22676,6849,0.756,0.233,36111,27284,8406,40.81665618,-79.46290811,786,21,66737,33176,33561,0.7,97.3,1,0,0.2,0,53561,47527,1677,25502,598,13,20.1,28.3,19,21.2,13.6,17.9,83.3,8.9,0.7,2.5,1.1,3.5,29.7,29713,85.5,9.5,5,0,6.9
Armstrong,TX,0.909,0.069,1017,924,70,0.931,0.067,1112,1035,75,34.96507426,-101.3574874,27,1,1929,974,955,10,86.6,1.2,1.3,0,0,1501,68750,10647,31219,2569,7.5,13.6,32.9,15.3,18,25,8.9,68.8,17.4,0,2.3,0.2,11.3,27.4,968,63.8,26.3,8.6,1.2,1.8
Aroostook,ME,0.555,0.383,34963,19419,13377,,,,,,46.65926321,-68.59841248,67,1,68840,34006,34834,1.1,94.5,0.9,1.7,0.4,0,54948,39021,1177,23631,650,17.5,22.1,31.6,18.6,22.3,12.9,14.8,80.1,9.8,0.1,4.2,1.6,4.3,17.6,30233,75,16.4,8.4,0.2,5.3
Arthur,NE,0.901,0.061,263,237,16,0.915,0.074,284,260,21,41.56896142,-101.6959559,5,0,421,204,217,0,97.6,0,0,0,0,289,41250,6988,21799,3647,10.9,8.3,46.9,9.6,11.3,20.3,11.9,64.5,14.2,0,7.7,0,13.6,20.8,177,60.5,16.9,21.5,1.1,0.6
Ascension,LA,0.661,0.301,54663,36135,16471,0.653,0.327,62325,40687,20399,30.20406249,-90.9132841,4299,100,119129,58718,60411,5.3,69.4,21.8,0,0.9,0,84202,74748,2416,31520,924,11.7,15.2,37.3,15,23.5,11,13.1,87.1,7.8,0.1,0.5,1,3.6,30,57496,80.7,14.1,5.2,0.1,6.3
Ashe,NC,0.711,0.264,13160,9353,3476,0.724,0.264,15691,11368,4149,36.43296207,-81.49862729,481,3,26833,13213,13620,5.2,92.5,0.8,0.4,0.4,0,21170,40293,2235,23650,1441,19.4,28,26.2,22.5,22.4,14,14.8,79.9,13.3,0,1.2,1.4,4.1,26.5,12174,76.8,13.4,9.7,0.1,6.3
Ashland,OH,0.713,0.235,24074,17169,5659,0.734,0.249,25883,19002,6448,40.84772277,-82.27280781,511,9,53299,26005,27294,1.3,96,0.8,0,0.6,0,40471,50893,1608,24612,725,14.2,21.5,29.2,16.9,20.7,10.6,22.5,84.9,6.5,0.3,3.9,1.1,3.3,24.4,25070,85.4,10.1,4.1,0.4,4.2
Ashland,WI,0.433,0.522,7926,3428,4136,0.439,0.548,8757,3841,4801,46.31956891,-90.67837132,301,3,15779,7954,7825,2.6,82.7,0.4,10.6,0.4,0,12169,41505,2162,22983,1091,14.6,20.4,31.2,23.5,20.4,10,14.9,74.2,10.5,1.2,8.4,1.3,4.4,16.5,7366,76.3,17.1,6.6,0,7.2
Ashley,AR,0.66,0.298,8083,5338,2408,0.7,0.268,7926,5548,2125,33.19153461,-91.7698471,573,11,20771,10126,10645,5.2,68,25.6,0.2,0,0,15544,36407,2317,20703,1350,21.3,32.4,27.5,16.8,18.9,13.7,23,85.1,7.8,0.2,2.3,3,1.6,20.4,7905,78.8,18.1,2.7,0.4,9.9
Ashtabula,OH,0.572,0.382,39809,22755,15191,0.606,0.375,43253,26225,16207,41.70860332,-80.74830218,890,48,98622,49509,49113,4,89.9,3.4,0.2,0.5,0,75838,43017,1597,21936,511,19.8,30.7,26.1,18.4,21.4,9.2,24.9,84.7,8.5,0.6,1.8,1.7,2.7,25.9,40003,83,11,5.9,0.2,7.4
Asotin,WA,0.59,0.322,9684,5712,3118,0.615,0.359,11795,7259,4233,46.18894415,-117.2022851,294,8,22259,10594,11665,3.6,91.2,0.4,0.9,0.9,0.1,17464,47483,4845,26878,1076,13.5,19.2,30,19.5,27.3,11.1,12.1,81.1,9,0.3,2.6,2.8,4.1,15.4,9824,78.6,16.1,5.2,0.1,6.7
Assumption,LA,0.616,0.361,10904,6714,3931,0.647,0.341,11235,7271,3833,29.89946234,-91.06461642,813,24,22881,11085,11796,2.8,65.8,29.7,0.6,0.3,0,17528,48656,4294,25765,1924,15.7,23.2,26.1,18.6,20.9,18.3,16.1,87.3,8.2,0.2,1,1.8,1.5,29.6,9375,81.4,13.9,4.1,0.7,6.9
Atascosa,TX,0.632,0.341,13605,8598,4635,0.665,0.324,18085,12020,5865,28.89333001,-98.52730485,1287,37,48139,24051,24088,63.5,34.2,0.7,0.1,0.4,0,33109,55194,4735,23973,1528,14.6,22.5,25.8,21.1,19.7,18.7,14.7,76.9,15,0.1,1.1,1,5.9,30.8,20208,78.3,14.7,6.9,0,6.1
Atchison,KS,0.622,0.304,6393,3977,1946,0.66,0.316,7312,4826,2314,39.53185661,-95.30870026,537,6,16466,7957,8509,2.9,88.4,3.1,0.4,0.3,0.1,12474,46640,4084,25494,3458,18.5,24.7,33,17.1,24.1,8,17.8,76.9,8.6,0,7.6,0.8,6.1,19.8,7669,79.4,14.8,5.5,0.3,6.3
Atchison,MO,0.756,0.199,2723,2059,541,0.781,0.2,2814,2199,564,40.43238737,-95.42970639,86,1,5335,2642,2693,1.2,96.6,0.4,0.4,0.6,0,4283,45259,3028,28209,1640,12.1,15.8,31.9,21.6,18.4,10.5,17.6,83.9,8.1,0.4,3.7,0.5,3.5,17.9,2666,75.1,17,7.7,0.2,4.1
Athens,OH,0.387,0.557,27941,10816,15552,0.418,0.565,24876,10386,14047,39.33425634,-82.04278644,1388,2,65563,32641,32922,1.8,89.7,2.5,0.2,2.8,0.1,53650,37191,2008,20062,899,30.2,30.1,36.5,23.5,22.8,7.8,9.4,71.7,7.7,0.7,13.7,1.9,4.5,20.2,27434,65.9,29.2,4.7,0.2,8.7
Atkinson,GA,0.719,0.267,2604,1873,696,0.729,0.261,3155,2300,825,31.29633502,-82.87545866,486,6,8313,4112,4201,24.6,56.6,17.8,0.7,0,0,5245,33063,1483,19904,3123,27.4,45.6,21.6,9.7,22.2,23,23.5,82.7,11.6,0,2.2,2.2,1.2,22.9,3289,82.8,11.6,5.6,0,8.4
Atlantic,NJ,0.453,0.515,105738,47882,54472,0.462,0.523,131980,60957,68978,39.47538693,-74.65848483,5341,267,272926,132171,140755,18.5,56.4,14.3,0.2,8.4,0,195390,57514,1710,29941,533,15.3,24.4,31,29.3,23.1,8.2,8.4,77.1,7.5,6.5,3.5,2.9,2.5,24.2,127737,79.6,15.7,4.7,0.1,10.9
Atoka,OK,0.813,0.159,5002,4068,795,0.846,0.142,5389,4557,765,34.37366573,-96.03802487,467,1,13899,7340,6559,3.4,71.8,3.7,11.4,0.7,0.1,10660,37106,1903,19439,1346,19.8,26.8,28.9,19.8,21.3,13,16.9,81.2,9.2,0.1,3.1,0.9,5.4,25.3,4664,68.3,22.2,9.2,0.4,6.6
Attala,MS,0.592,0.393,7242,4288,2847,0.586,0.401,8832,5178,3542,33.08658803,-89.57838564,819,27,18731,8860,9871,2,54,42.2,0.1,0.4,0,13839,33815,1867,20617,2186,22.6,29.4,26.1,18.5,19.6,13.7,22.2,80.1,13.7,0.4,1,3.9,0.9,28.3,6776,73.2,22.2,4.7,0,10.3
Audrain,MO,0.695,0.256,10043,6981,2567,0.725,0.254,10660,7727,2703,39.215877,-91.84242683,654,10,25763,11744,14019,2.9,87.1,6.1,0.2,0.2,0,19551,44056,2242,21226,1233,16.7,26.7,26.8,20.5,20.8,10.3,21.5,80.8,10,0,3.1,2,4.1,21,10622,77.7,15.5,6.6,0.2,7.4
Audubon,IA,0.632,0.319,3379,2135,1079,0.672,0.314,3416,2295,1071,41.6844628,-94.90581859,192,1,5711,2814,2897,0.4,97.1,0.4,0,0.5,0,4540,48750,2762,31523,2902,11.1,15.3,29.6,17.3,22,14.9,16.1,81.9,8.8,0.6,2.6,1,5.2,19.2,2882,73.1,13.6,13,0.3,2.7
Auglaize,OH,0.793,0.167,22860,18130,3825,0.805,0.18,25396,20451,4583,40.55998859,-84.2242143,1279,19,45778,22866,22912,1.6,96,0.4,0.2,0.5,0.1,34450,59516,1900,28340,885,9,12.4,29.8,14.5,20.6,8.2,26.8,87.6,6.8,0.1,1.7,1.1,2.7,19.6,23229,85.3,9.9,4.8,0.1,3.4
Augusta,VA,0.713,0.221,36661,26152,8108,0.728,0.257,42162,30714,10840,38.16404586,-79.12461614,718,9,74390,37695,36695,2.5,91.4,4,0.2,0.6,0.1,58894,59544,2220,30088,1211,8.8,11.9,32.8,16.7,22.9,9.3,18.3,85.7,7.1,0.4,1,0.9,5,23.7,34960,76.8,16.9,6,0.2,4.1
Aurora,SD,0.692,0.242,1407,974,340,0.749,0.226,1405,1052,317,43.71757685,-98.56050467,205,0,2739,1445,1294,6.7,88.8,1.6,2.3,0,0,1931,57257,3400,30872,2725,6.2,6.2,35.6,16.9,16.8,17.6,13.1,69.7,10.9,0,6.9,3,9.5,16.4,1462,67,16.2,16.6,0.3,1.4
Austin,TX,0.786,0.189,12255,9637,2319,0.785,0.204,14368,11282,2931,29.88548725,-96.27736949,521,10,29292,14474,14818,25.9,63.3,8.9,0,0.2,0,20449,62614,6451,30101,1810,13.4,23.5,30.9,15.7,23.6,12.5,17.4,81.6,10.6,0.1,1.9,1.3,4.6,31.1,13509,77.5,13.2,9.3,0,5.4
Autauga,AL,0.734,0.24,24661,18110,5908,0.715,0.27,27639,19764,7450,32.53952745,-86.64408227,2173,31,55036,26899,28137,2.7,75.4,18.9,0.3,0.9,0,41016,55317,2838,27824,2024,13.7,20.1,35.3,18,23.2,8.1,15.4,86,9.6,0.1,0.6,1.3,2.5,25.8,24112,74.1,20.2,5.6,0.1,5.2
Avery,NC,0.772,0.207,8060,6226,1670,0.759,0.232,9339,7092,2171,36.07569796,-81.92308483,647,1,17535,9573,7962,5.1,89,4.2,0.5,0.6,0,14331,37109,3320,21704,2169,14.7,17,29.8,25.7,20.7,14.1,9.7,78.6,12.4,0.6,4.1,0.9,3.4,22.5,6778,78.3,13.2,8.1,0.4,5.5
Avoyelles,LA,0.673,0.303,16581,11163,5032,0.696,0.288,17292,12028,4979,31.07796211,-92.00079449,1757,62,41095,20693,20402,1.8,65.3,30.1,1.2,0.1,0.1,31157,36763,2183,20199,987,23.7,31.7,31.6,24.4,17.4,12.6,14,85.2,9,0.2,2,2,1.6,30.2,14753,75.3,19.7,4.9,0.1,7.7
Baca,CO,0.814,0.132,2107,1716,278,0.839,0.143,2193,1840,313,37.31940883,-102.5603223,37,0,3581,1732,1849,10.5,85.7,1.5,1.1,0,0,2727,35898,2615,22853,1570,19.5,28.7,39.7,19.2,15.3,19,6.8,71.3,9.8,0,9.3,1.3,8.3,14.5,1655,55,25.3,16.9,2.8,4.5
Bacon,GA,0.837,0.151,4010,3356,607,0.861,0.134,4668,4018,625,31.55456473,-82.45936528,640,16,11279,5599,5680,8.5,73.6,14.6,0,0.9,0.2,7903,38824,3793,18856,1372,23.2,34.4,30.7,12,22.4,18.6,16.2,79.1,15.1,1.2,1.3,1.3,2.1,20.4,4345,77.7,16.1,6.2,0,3.1
Bailey,TX,0.753,0.223,1784,1343,397,0.771,0.22,1854,1430,407,34.06854817,-102.8299707,311,5,7098,3678,3420,62.7,34.6,1.5,0.1,0.9,0.2,3916,43523,7943,18662,3203,22.3,33.8,22.9,20.7,17.4,24,15,69.6,8.2,0,5.9,7.7,8.6,16.5,3157,77.1,11.8,10.4,0.8,2.2
Baker,FL,0.815,0.167,12634,10294,2112,0.846,0.145,14082,11911,2037,30.33060121,-82.28467476,1805,24,27537,14422,13115,2.4,81.9,13.8,0.4,0.7,0,20673,59506,4489,22440,1777,17.2,22,29.9,19,26.7,10.6,13.9,84.9,9.1,0,0.1,2.4,3.5,29.9,10567,69.1,26.7,4,0.2,5.8
Baker,GA,0.538,0.451,1440,775,650,0.577,0.419,1555,897,652,31.32669878,-84.44218806,92,6,3251,1547,1704,5.4,52.1,41.3,0.2,0.6,0.5,2512,43867,6318,22270,2612,19.5,19.4,28.5,11.4,27.8,19.9,12.4,88.8,8,0,1.1,0.6,1.5,27.4,1286,70.1,23.1,6.8,0,2.5
Baker,OR,0.727,0.21,8479,6160,1781,0.741,0.236,9878,7316,2332,44.70915557,-117.6749883,144,3,15980,8156,7824,3.9,91.1,0.9,1,0.8,0.4,12638,43765,3354,25820,1382,15.3,23.8,33.6,15.4,20.6,15.4,15,71.2,13.2,0,5.3,2.9,7.4,16,6354,70.7,18.6,10.4,0.3,7.3
Baldwin,AL,0.774,0.196,94090,72780,18409,0.762,0.223,108945,83055,24344,30.72774991,-87.72207058,6966,71,203360,99527,103833,4.4,83.1,9.5,0.8,0.7,0,155376,52562,1348,29364,735,11.8,16.1,35.7,18.2,25.6,9.7,10.8,84.7,7.6,0.1,0.8,1.1,5.6,27,89527,80.7,12.9,6.3,0.1,5.5
Baldwin,GA,0.478,0.495,16075,7691,7965,0.488,0.501,18251,8903,9140,33.06882326,-83.24701748,2337,65,45527,22893,22634,2.2,52.9,41.4,0.3,1.5,0.2,36104,37008,2546,20114,1154,27.8,37,30.3,26.9,20.2,9.8,12.8,85.2,8.8,0.4,2.5,1.4,1.7,21.7,17647,68.6,27.7,3.7,0,9
Ballard,KY,0.771,0.199,4101,3161,816,0.794,0.195,4225,3356,825,37.05842757,-88.99427697,81,1,8152,4077,4075,1.2,93,3.9,0.2,0.4,0,6321,42988,2753,25063,2287,18.2,29.1,27.7,17.3,23.8,9.9,21.3,89.3,3.8,2.2,0.4,0.8,3.6,23.6,3394,81.4,11.9,6.7,0,4.7
Baltimore,MD,0.391,0.565,335017,131009,189437,0.376,0.607,346035,130085,210155,39.45784712,-76.62911955,21194,675,828637,392930,435707,5.1,58.7,27.5,0.2,5.9,0,607614,71810,964,37270,448,9.1,11.5,43.4,16.6,24.4,7,8.6,79.2,8.7,4.8,1.8,1.5,4,29.5,420974,77.2,17.8,4.8,0.2,5.5
Baltimore city,MD,0.109,0.854,208980,22726,178562,0.108,0.877,220296,23872,193130,,,,,619796,291377,328419,5,27.6,62.3,0.2,2.6,0,462592,46641,774,28488,407,22.4,32.9,42.1,20.7,21.8,5.3,10,60,9.1,18.2,6.6,2.3,3.8,30.7,277954,76.6,19.5,3.8,0.1,10
Bamberg,SC,0.355,0.627,6195,2197,3886,0.373,0.619,6482,2417,4010,33.21927586,-81.05659969,699,34,14842,7218,7624,1.9,35.6,61.5,0.1,0.4,0,11687,32330,6355,19256,1474,24.5,40.7,32.1,19.4,17.3,11.6,19.5,81.3,11.1,1.2,3.8,0.9,1.7,24.4,5592,71.4,23.3,5.3,0,6.5
Bandera,TX,0.799,0.169,10213,8159,1726,0.791,0.197,12703,10050,2503,29.74619598,-99.24598147,190,8,21316,10570,10746,18,78.8,1,0.2,0.2,0,17097,56413,5522,29177,1824,16.5,31.2,35.7,17.4,22.7,17.5,6.7,80.2,9.8,0.1,1.9,0.4,7.6,37,8682,70.8,17.9,11,0.3,5.7
Banks,GA,0.883,0.098,6946,6130,684,0.886,0.106,8801,7795,932,34.35607081,-83.49644388,574,8,18363,9245,9118,6.4,88.4,2.5,0.2,1.2,0,13533,42182,3151,19451,977,14.3,17.9,24.8,17,22.4,16.4,19.5,80.6,12.5,0,2,0.6,4.4,30.2,7796,80.5,11.6,7,0.9,6.6
Banner,NE,0.91,0.046,390,355,18,0.883,0.105,410,362,43,41.54634427,-103.7114332,4,0,728,356,372,7.8,89.4,0.5,0,0,0,554,55000,8235,30736,7156,8.9,10.5,52,5.5,17.3,13.8,11.3,62.5,10.9,0,5.1,0,21.5,24.8,398,50.3,24.6,25.1,0,3.2
Bannock,ID,0.514,0.31,33405,17180,10342,0.59,0.371,39553,23331,14682,42.67002716,-112.2233311,2732,14,84113,41867,42246,8.3,84.5,0.6,2.7,1.2,0.2,59635,47390,1605,23872,901,17.6,20.4,35.5,18.2,25.2,9,12.2,76.2,11.1,1.5,4.2,2.6,4.3,17.6,36989,73.1,20.9,5.9,0.2,6.3
Baraga,MI,0.619,0.332,3486,2158,1156,0.622,0.366,4036,2512,1478,46.6720582,-88.36363591,125,4,8580,5112,3468,1.5,73.1,15.8,4.7,0.5,0,6953,42757,2418,18975,1634,14.4,22.9,25.8,22.5,24.1,10.1,17.5,83.2,8.5,0,3.5,0.9,4,19,2485,77.6,16.6,5.4,0.4,6
Barber,KS,0.825,0.127,2209,1822,281,0.861,0.123,2313,1992,284,37.2288586,-98.68460053,57,0,4905,2525,2380,3.2,92.4,0.7,1.5,0.7,0,3708,52075,4504,28840,2840,15.9,24.8,29.3,16,19.5,16.6,18.6,82.8,8.5,0,2.4,1.5,4.8,15.8,2391,69.6,16.8,13.2,0.5,2.5
Barbour,AL,0.523,0.467,10390,5431,4848,0.536,0.456,10457,5605,4772,31.868263,-85.3871286,1061,9,26201,13976,12225,4.2,45.7,47.8,0.2,0.6,0,20269,33368,2551,17561,798,27.2,44.9,25,16.8,22.6,11.5,24.1,83.4,11.1,0.3,2.2,1.7,1.3,23.4,8878,74.1,19.1,6.5,0.3,12.4
Barbour,WV,0.749,0.201,6024,4509,1213,0.766,0.218,6677,5116,1457,39.1307219,-80.00350858,187,1,16790,8165,8625,0.9,95.7,0.9,0.4,0.7,0,13382,37516,2726,20762,1663,22.5,32.5,26.3,21.7,23.7,15.9,12.5,78.3,11.9,0.3,4.5,1.4,3.8,29.2,6421,79.8,16,4.1,0.1,8.9
Barnes,ND,0.601,0.304,5253,3156,1597,0.641,0.327,5507,3532,1800,46.93579637,-98.06605978,410,1,10971,5397,5574,1.9,92.9,0.9,2,0.5,0,8690,56237,5027,32517,1860,10,11.1,35.1,20.8,15.8,14.6,13.7,77.7,10.2,1,5.5,1.3,4.3,17,5780,67.8,19.1,12.8,0.3,3.1
Barnstable,MA,0.406,0.54,132667,53842,71632,0.4,0.58,27051,10824,15685,41.72980578,-70.28854339,2051,185,213900,102152,111748,2.7,90.2,2.7,0.4,1.5,0.1,173782,68048,1279,40886,793,7.5,11.7,37.9,21.2,23.4,10.6,7,81.1,7.2,1.3,2.5,1.5,6.3,23.3,104246,75.1,12.6,12.1,0.2,5.5
Barnwell,SC,0.516,0.464,9479,4888,4395,0.532,0.457,10321,5492,4720,33.26679302,-81.43584352,887,25,21788,10369,11419,2.3,51.2,45.1,0.1,0.4,0,16286,34035,3260,20018,1824,27,42.8,23.9,20,23.5,12.6,20,87,8.4,0.3,1.5,1.1,1.7,27.6,8004,76.4,18.1,5.4,0.1,10.1
Barren,KY,0.729,0.231,18483,13483,4275,0.729,0.255,20079,14646,5115,36.96469836,-85.93338945,1358,13,43418,21123,22295,3,90.7,3.9,0.2,0.5,0,32469,39658,1505,20493,736,22.9,33.7,28.4,14.7,21.5,9.8,25.6,80.3,11.7,0.2,1.7,1,5.1,20.7,18377,79,13.6,7,0.4,7.6
Barron,WI,0.604,0.35,22514,13595,7881,0.623,0.363,25346,15803,9194,45.42372701,-91.84833627,1320,7,45358,22759,22599,2.4,93.8,1.2,0.8,0.7,0,35066,49257,1664,26935,981,11.5,16.2,28.9,16.2,19.2,12.1,23.5,80.2,7.5,0.2,4.1,1.5,6.3,19.6,22255,80,11.1,8.6,0.3,3.6
Barrow,GA,0.732,0.228,28828,21105,6580,0.705,0.275,38017,26804,10453,33.99148694,-83.71436292,2672,51,75099,37033,38066,10,73,11.1,0.1,3.6,0,51848,56119,2078,22978,689,13.2,18.1,28,13.8,29.1,12.5,16.6,85.1,9.9,0.3,0.5,0.8,3.3,33.2,34265,82.9,12.5,4.5,0.1,6.8
Barry,MI,0.634,0.301,30265,19197,9109,0.654,0.329,35914,23473,11804,42.59513984,-85.30834519,803,6,59607,29958,29649,2.7,94.6,0.4,0.2,0.5,0,45486,57312,1893,27166,966,9.3,12.4,29,16.4,22.6,12.5,19.5,84.8,7.6,0.2,2.5,0.8,4.2,28.4,27877,84.4,9.4,6.1,0.1,6.2
Barry,MO,0.782,0.186,14604,11427,2710,0.797,0.189,15598,12425,2948,36.70978521,-93.82919888,912,9,35398,17782,17616,9,86.5,0.3,0.6,1.5,0,25988,40638,2557,20840,1534,20.5,32.4,24.7,15.6,20.1,13.1,26.5,79.8,11.6,0.4,2.2,1.3,4.7,23.4,14330,80.4,10.5,9,0,8
Bartholomew,IN,0.637,0.304,32389,20637,9841,0.617,0.356,36299,22409,12934,39.20744865,-85.89558181,1597,59,81024,40688,40336,6.5,83.2,1.7,0.2,6.3,0.1,55538,57331,2560,29955,994,12.4,18.2,40.7,14.4,18.9,6.4,19.5,85.1,8.6,0.6,1.3,1.7,2.7,19.6,39722,88,7.6,4.3,0.1,5
Barton,KS,0.77,0.181,10088,7766,1823,0.774,0.21,10961,8480,2302,38.47889676,-98.75636726,803,7,27067,13445,13622,14.5,82,1.1,0.3,0.1,0.2,19342,46070,3301,26264,1526,15.7,21.7,29.1,17.7,23.4,14.2,15.6,82.2,10.9,0.7,1.8,0.9,3.5,17.9,13580,77.1,15.2,7.5,0.2,4.2
Barton,MO,0.836,0.134,5932,4958,795,0.85,0.139,6077,5168,844,37.50207671,-94.34757022,453,4,11942,5924,6018,2.5,92.7,0.2,1.9,0.6,0,8885,41184,2834,24628,1992,20.9,29.4,32.7,11.7,22.7,11.5,21.4,81.8,6.4,0.3,4,1.5,5.9,22.8,5304,73.7,14.6,11,0.7,5.4
Bartow,GA,0.761,0.209,39263,29879,8204,0.747,0.24,50465,37673,12091,34.23732119,-84.83887523,3714,96,102623,50888,51735,8.2,78.2,10.5,0.2,0.9,0,73506,52393,2222,24931,977,14.2,19.1,29.9,16.6,22.8,12.1,18.6,81.9,9.7,0.8,0.7,1.6,5.3,27.9,46890,81.4,13,5.4,0.2,6
Bastrop,TX,0.577,0.374,28250,16314,10555,0.558,0.421,36709,20486,15452,30.10370699,-97.31206354,2023,32,80306,40845,39461,36,53.7,7.7,0.4,0.9,0,53287,59185,2756,25172,926,13.3,18.9,33.3,16.3,21.6,16.2,12.6,80.7,12,0.2,1.4,1.8,3.9,34.4,33500,71.5,20.2,8.1,0.2,7.7
Bates,MO,0.748,0.202,8021,6000,1617,0.782,0.198,8435,6595,1672,38.25271289,-94.34113157,271,8,16405,8010,8395,2.1,94.5,1.2,0.4,0.2,0.1,12386,45605,2524,25873,3331,14.3,19.2,27.1,20.1,20.9,16.1,15.9,74.6,12.7,0.6,3,1,8.1,30.1,7261,74.5,13.6,11.6,0.3,5.2
Bath,KY,0.672,0.297,4583,3082,1361,0.708,0.28,5627,3986,1573,38.14735938,-83.74588932,138,1,12189,6012,6177,1.5,95.4,1,0.1,0.3,0,8988,38763,3975,20059,2250,24,31.7,26.3,17.9,17.5,9.2,29.2,82.3,12.4,0.2,1.3,0.4,3.4,25.5,4462,75.1,16.9,7.9,0.1,7.8
Bath,VA,0.69,0.269,2243,1548,603,0.726,0.268,2513,1824,674,38.05852573,-79.73912095,26,0,4458,2311,2147,5.7,85.3,2.7,0,0.3,0,3342,44483,3178,28195,6494,9.3,7.4,21.6,30.4,19.9,11,17,82.7,4.5,1.5,5,0,6.3,24.5,2073,81.5,17,1.5,0,9.1
Baxter,AR,0.743,0.211,19730,14655,4163,0.754,0.221,20968,15810,4625,36.28784385,-92.33782872,776,11,41093,19857,21236,2.1,95.1,0.2,0.5,0.4,0,33597,40072,1602,24737,1307,12.6,17.6,30.1,19,22.9,10.5,17.6,84.1,9.2,0.4,2.4,0.7,3.3,16.4,15926,79.5,11.7,8.6,0.2,5.8
Bay,FL,0.712,0.249,87151,62010,21689,0.709,0.275,93131,66063,25572,30.26548745,-85.62122584,6879,134,180117,89542,90575,6,77.3,10.7,0.7,2.3,0,137132,50283,1571,26742,677,15.4,22.1,32,22.2,25.1,10.2,10.5,81.7,10.5,1.2,1.3,2,3.3,22.8,80334,77.5,16,6.2,0.4,6.4
Bay,MI,0.535,0.409,52932,28327,21641,0.547,0.437,60985,33347,26653,43.70639106,-83.98731479,1602,65,105350,51875,53475,5.2,90.4,1.5,0.2,0.6,0,82835,45983,1430,25462,636,16.3,24.3,29.4,20.4,25,8.8,16.4,86.2,7.6,0.7,1.4,0.9,3.2,22.1,46195,83.8,10.6,5.5,0.1,7.4
Bayfield,WI,0.435,0.522,9491,4125,4953,0.424,0.565,10880,4617,6147,46.52868768,-91.19716729,280,2,15004,7642,7362,1.7,85,0.6,10,0.5,0,12246,50110,1435,28272,849,11,18.4,36,20.4,18.5,13.9,11.3,75.8,10.3,2.2,4,1.1,6.5,23.8,6994,67.5,21.5,10.6,0.5,5.5
Baylor,TX,0.849,0.128,1492,1267,191,0.88,0.107,1680,1478,179,33.61640794,-99.21352901,46,3,3602,1740,1862,10.1,83.8,3.2,0,0,0,2811,36157,3798,30820,8919,13.1,3.4,34.2,17.9,27.2,14.9,5.9,89.5,7,0,1.6,1.4,0.6,10.6,1434,70.9,17.2,11.9,0,2.3
