county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Fauquier,VA,0.596,0.349,37124,22110,12960,0.578,0.404,43448,25106,17565,38.73564842,-77.80647472,1122,27,68406,33858,34548,7.5,80.9,7.5,0.3,1.4,0,50064,94775,3957,43067,1524,6.2,8.1,42.8,16.6,20.8,12.4,7.4,79.9,8.9,1.2,1.5,1.2,7.3,39.8,34893,73.4,19.6,6.8,0.2,4
Fayette,AL,0.818,0.166,8196,6705,1358,0.833,0.159,8756,7295,1390,33.72076938,-87.73886638,608,14,16657,8191,8466,1.7,85,11.5,0,0.5,0,13044,36541,2175,21191,1541,18.1,25,29,17.9,18.9,10.8,23.5,84.2,11.6,0,1.3,0.5,2.4,27.9,6307,79.6,15.4,4.8,0.2,8.4
Fayette,GA,0.58,0.385,60387,35034,23255,0.525,0.461,69238,36372,31933,33.41357794,-84.49089434,2193,57,110306,53551,56755,7.1,64.1,21.1,0.3,4.4,0.1,79748,84861,3591,39936,1007,6.3,7.8,44.8,12.5,23.6,7.3,11.9,80.9,7.3,0.9,0.4,1.9,8.5,31.2,51750,78.8,15.4,5.7,0.1,5.5
Fayette,IA,0.57,0.374,9813,5591,3666,0.603,0.376,10184,6145,3834,42.86271799,-91.8441231,453,4,20139,10162,9977,2.3,94.1,1.2,0,0.9,0,15691,48412,2550,27020,1549,12.8,17.2,30.2,19.8,18.5,11.5,20.1,76.2,8,0.4,5.6,1.5,8.4,19.5,10036,78.8,11.4,9.3,0.4,3.5
Fayette,IL,0.774,0.191,9515,7363,1814,0.8,0.181,10033,8025,1815,39.00072038,-89.02452658,735,24,21980,11751,10229,1.7,91.8,5.1,0.3,0.5,0,17374,44541,2599,21844,1235,17.8,26.9,24.2,22.5,20.9,12.3,20.1,84.2,8.8,1,2.2,1.3,2.5,22.7,8807,77.2,15.1,7.3,0.3,7.4
Fayette,IN,0.718,0.236,9530,6839,2252,0.764,0.22,10146,7755,2237,39.63684962,-85.17797541,925,23,23426,11562,11864,1,95.8,2.5,0,0.1,0,18189,41476,2097,22428,1516,18.2,24.1,24.4,18.5,22.5,8.8,25.7,84.8,8.7,0.4,1.3,1.4,3.4,26.1,9696,85.6,9.1,5.1,0.2,7.5
Fayette,KY,0.418,0.512,136239,56890,69776,0.385,0.593,152664,58845,90566,38.0368225,-84.45576892,11369,93,315109,154530,160579,7,71.8,14.3,0.2,3.6,0,230651,53013,1131,31653,485,18.6,22.9,42.9,18.1,22.9,6,10.1,78.7,9.3,2,3.8,1.9,4.4,20.9,162280,79.3,15.5,5,0.1,6.1
Fayette,OH,0.718,0.247,10817,7763,2672,0.749,0.237,12305,9220,2911,39.56021306,-83.4562016,507,10,28659,14027,14632,2,92.9,2,0,0.8,0.1,21586,44289,2298,24013,1020,17.7,27.2,26.7,16.8,24.2,10.5,21.9,86.8,8.1,0.2,1,0.4,3.4,24,12510,80.1,13.8,5.8,0.3,6.3
Fayette,PA,0.644,0.334,53426,34388,17826,0.667,0.326,59941,39978,19518,39.92041012,-79.64291195,1074,15,133160,65640,67520,1.1,92.1,3.9,0,0.2,0.2,106492,41632,1212,24247,702,18.8,30.6,27.7,19.6,22.8,11.8,18.1,85.3,8.3,0.4,2.3,0.8,2.9,26.3,54222,85.1,10.4,4.3,0.1,7.5
Fayette,TN,0.676,0.304,19306,13046,5865,0.683,0.305,22928,15661,7000,35.19615831,-89.41399032,1788,27,39336,19329,20007,2.5,68.3,27.7,0.3,0.7,0,30999,57919,2472,30471,1380,14.4,22.1,33.9,13,24.9,12.7,15.5,86.4,7.3,0,0.5,1.4,4.3,33.1,17508,79.6,12.5,7.8,0.1,7.9
Fayette,TX,0.784,0.193,11029,8648,2127,0.786,0.205,12924,10163,2650,29.87788372,-96.92076062,683,22,24963,12188,12775,20.4,71.9,6,0.1,0.7,0,18780,56941,5047,30405,1931,9.1,10.1,22.3,18.7,26.2,16.2,16.6,85.3,8.4,0.2,1.9,1,3.1,22.8,11626,75.9,13.5,10.2,0.4,1.5
Fayette,WV,0.676,0.28,15187,10263,4246,0.687,0.3,16862,11580,5063,38.02974928,-81.08286634,796,24,44602,22404,22198,1.1,92.5,5.1,0.3,0.1,0,35083,39297,2432,20758,947,20,28.4,28.7,20.5,25.1,14.1,11.6,81.4,9.4,0.2,3.1,4,1.9,28.2,16147,74.8,21.5,3.5,0.1,8.4
Fentress,TN,0.825,0.15,7311,6032,1100,0.852,0.139,8687,7403,1210,36.38128818,-84.92870012,958,12,17940,8846,9094,1.4,96.7,0.2,0.1,0.4,0,13992,32616,2871,18171,1514,23,28.4,21.2,25.4,18.2,16,19.2,80.4,11.4,0.1,1.6,0.7,5.7,23.2,6577,68.9,17.4,13,0.7,7.3
Fergus,MT,0.731,0.206,5797,4235,1196,0.745,0.23,6487,4830,1491,47.26331584,-109.2245206,260,2,11327,5701,5626,2.2,94.4,0.1,1,0.8,0.7,8861,47110,4545,27491,1949,14.7,22.6,36.9,14.7,27.5,11.8,9.1,70,7.8,0.1,10.3,3.1,8.7,12.4,5593,68.5,18.9,12.4,0.2,2.6
Ferry,WA,0.617,0.307,3123,1927,960,0.637,0.341,4292,2735,1465,48.4711431,-118.5154041,35,0,7568,3911,3657,4.3,73.6,0.1,13.6,1,0.7,6107,41081,2040,21951,1541,21.2,24.8,37,16.7,20,15.4,11,65.1,15.7,0.2,8.8,1.5,8.7,22.2,2465,47.5,41.5,9.5,1.6,9.5
Fillmore,MN,0.571,0.353,10976,6271,3872,0.603,0.376,12104,7301,4551,43.67394126,-92.08980382,309,0,20825,10448,10377,1.4,96.8,0.5,0.1,0.5,0,15613,57093,1913,28441,766,11.3,17.9,34.8,16.7,19,14.9,14.6,72.5,12.1,2.1,4.4,1.2,7.7,26.5,10671,78.3,11,10.3,0.4,2.8
Fillmore,NE,0.729,0.212,2879,2100,610,0.753,0.221,3134,2359,693,40.52458567,-97.59646937,128,2,5603,2800,2803,3.9,94,0.6,0.4,0.2,0,4450,56750,2717,30874,1939,9.9,12,34.2,15.3,20.3,15.4,14.8,81.2,7.2,0.1,5.2,1.6,4.8,16.3,2893,72.5,16.5,10.6,0.4,2.5
Finney,KS,0.633,0.309,9731,6155,3006,0.617,0.362,11466,7079,4155,38.04340344,-100.7381938,3110,20,37097,18913,18184,49,42.6,2.1,0.4,3.9,0,20599,51703,1928,23074,1118,16.2,22,22.8,18.4,20.6,15.2,23,80.7,13.1,0.6,1.6,1.1,2.8,14.3,18653,81.4,13.3,5.1,0.3,4.7
Fisher,TX,0.735,0.234,1722,1265,403,0.793,0.193,1826,1448,352,32.74281316,-100.4019302,117,4,3875,1867,2008,29.8,66.5,2.9,0,0.5,0.1,2961,45294,3897,27750,3592,17.4,24.5,32.8,16.6,19.8,17.2,13.6,81.3,11,0,3.3,0.9,3.5,21.3,1728,68.3,18.2,13.1,0.4,5.6
Flagler,FL,0.589,0.383,57413,33804,21985,0.599,0.392,71846,43039,28148,29.45933576,-81.31508595,2181,39,105015,50436,54579,10,74.7,10,0.3,2.5,0,83353,51049,1256,25741,654,13.3,21.5,31.6,19.3,31.9,9.4,7.8,83.5,6.6,0.3,0.3,1.7,7.7,25.7,39278,81.5,11.8,6.6,0.1,6.5
Flathead,MT,0.65,0.286,46250,30079,13233,0.636,0.337,60132,38233,20238,48.29575866,-114.0520569,3615,27,96147,47965,48182,2.6,93.2,0.3,1.3,0.5,0,74055,51410,1582,28379,966,13.6,18.7,34,18.3,26.1,12,9.6,81.4,6.9,0.8,3.3,1.9,5.8,19.1,46250,79.4,13.4,6.9,0.3,4
Fleming,KY,0.755,0.215,6257,4722,1348,0.783,0.209,7066,5534,1474,38.36758311,-83.69657514,200,0,14515,7155,7360,1.2,96.1,1.7,0,0.1,0,10949,41095,3661,23351,2235,19.5,26.7,28.2,12,23.1,18,18.7,80.6,13.7,0.3,1.8,0.7,2.9,29.4,5824,73.8,17.1,9.1,0,9.5
Florence,SC,0.511,0.461,57770,29498,26630,0.506,0.483,64510,32615,31153,34.02361754,-79.70189312,5720,203,138537,64593,73944,2.5,52.6,42.2,0.2,1.3,0.1,103408,43310,1958,23797,741,19.6,27.8,34.7,19,24.2,7.8,14.4,83.8,9.9,0.3,1,1.5,3.4,23.1,59365,78.5,17.2,4.3,0.1,9.5
Florence,WI,0.716,0.251,2651,1897,666,0.726,0.266,2940,2133,781,45.84963535,-88.39804137,223,8,4354,2260,2094,0.9,98.5,0.3,0,0,0,3630,47827,4848,28211,2617,8.4,7.7,27.9,19,22.4,12.3,18.4,90.6,3.1,0.4,0.5,1.3,4.1,19.7,1949,77.7,15.1,6.9,0.4,6.4
Floyd,GA,0.702,0.266,34250,24045,9127,0.703,0.284,38588,27120,10972,34.26268279,-85.21577392,4114,61,96471,46770,49701,10.6,71.4,14.4,0.1,1.5,0,69367,46096,2012,23929,1019,18.1,24.9,29,20.3,22,10.4,18.3,82.3,8.1,0.5,2.7,1.6,4.8,22.3,41473,82.1,13.3,4.5,0.1,7.5
Floyd,IA,0.547,0.398,7985,4371,3177,0.589,0.395,8026,4730,3168,43.0600053,-92.78940097,485,11,15904,7830,8074,2.5,92.8,1.9,0.4,1.5,0.1,12115,48607,3763,28323,1721,15.6,27,34.1,13.7,24.4,9.8,17.9,78.2,7.8,0.4,3.9,1.7,8,19,8223,79.5,10.9,9.7,0,2.7
Floyd,IN,0.576,0.374,37225,21427,13939,0.56,0.419,41742,23385,17507,38.32117957,-85.90385377,2032,69,76481,37092,39389,3.1,88.3,5.2,0.4,1.1,0,58027,59451,1921,30663,1078,10.8,14.9,36.7,14.5,25.1,8.1,15.6,86.1,7.8,0.9,1,0.3,3.9,22.6,38137,85.9,9.9,4.1,0.1,5.1
Floyd,KY,0.725,0.243,16540,11993,4015,0.745,0.235,16381,12211,3855,37.56213922,-82.74750924,475,4,37447,18314,19133,0.7,97.3,0.9,0.1,0.3,0,29232,31196,1812,18366,1250,30.7,43,29.5,19.1,27.3,11,13.2,88.5,7.8,0.2,1,0.5,2.1,23,11130,70.4,22.4,7.1,0,11.6
Floyd,TX,0.752,0.222,1958,1473,435,0.777,0.215,2035,1581,437,34.07227468,-101.3031546,128,9,5953,2911,3042,57.8,37.9,2.5,0.2,0.3,0,4035,48767,4541,24347,2488,18.2,28.7,30,17.1,15.6,22.9,14.4,81,8.9,0.8,1.6,0.3,7.4,14.9,2444,75.3,15.1,9.6,0,6.4
Floyd,VA,0.663,0.289,7972,5289,2300,0.664,0.32,9376,6225,3004,36.9302126,-80.36738849,257,15,15594,7842,7752,2.8,93.7,2.5,0.2,0,0,12273,48396,4500,25446,1390,12,11.5,30.7,15.6,19.1,15.8,18.9,77.2,12.7,0.6,1.5,1.5,6.5,31.6,7210,76.3,14.6,8.6,0.5,5.5
Fluvanna,VA,0.52,0.426,13492,7018,5751,0.516,0.469,15795,8155,7414,37.84157909,-78.27715475,436,9,26109,11928,14181,3.3,78.7,13.5,0.1,0.7,0,20304,67964,4057,31952,1791,6.1,5.3,45,14.3,22.6,10.2,7.8,76.9,15.4,0.2,0.7,0.6,6.2,33.4,12127,72.4,21.3,6.1,0.2,4.8
Foard,TX,0.75,0.221,511,383,113,0.808,0.18,551,445,99,33.97308618,-99.7767797,22,1,1414,749,665,21.6,76.2,2.2,0,0,0,1096,50000,15300,26034,4635,5.7,5.3,22.2,22.7,23.5,15.1,16.6,84.3,10.9,0,2.4,0,2.4,20.8,591,60.9,27.1,11.2,0.8,11.3
Fond du Lac,WI,0.608,0.34,51094,31044,17391,0.625,0.36,57251,35754,20588,43.75354908,-88.48885325,5111,23,102082,49962,52120,5,90.3,1.2,0.5,1.4,0,77450,57798,1461,29431,705,8.5,11.2,30.2,16.6,21.1,11,21.1,82.9,8.1,0.3,3.4,1.2,4,20.3,53195,84.1,10.8,4.9,0.2,4
Ford,IL,0.711,0.224,6289,4474,1410,0.728,0.248,6809,4956,1691,40.59706922,-88.22350769,222,16,13470,6647,6823,3,94.3,0.9,0.4,0.5,0,10284,50851,3131,26611,1059,15.7,26.7,31.1,17.2,19.8,13.6,18.4,79.3,10.1,0.1,4.5,1.1,4.9,22.3,6177,78.2,11,10.7,0.2,6.6
Ford,KS,0.673,0.274,7425,4994,2032,0.651,0.331,8850,5763,2926,37.69200114,-99.88825298,3302,13,34658,17933,16725,53.9,40.8,2.3,0.4,1.4,0,17247,49890,3711,22053,1138,16.2,23.5,24.3,14.4,16.1,15.2,30,77.2,17,0.2,1.1,2.3,2.3,14.4,16655,81.5,10.8,7.3,0.4,6.3
Forest,PA,0.701,0.261,2398,1680,626,0.711,0.273,2621,1864,715,41.51095103,-79.23229292,19,1,7388,5972,1416,7,59.7,30.8,0.2,0.7,0,6643,37106,3313,14989,2689,14.1,38.3,24.5,22.6,24.8,11.1,17,80.2,5.2,0.1,9.6,1.5,3.3,26.9,751,66.4,22.4,10.7,0.5,5.4
Forest,WI,0.618,0.351,4507,2787,1583,0.651,0.341,5052,3287,1722,45.66678019,-88.77084892,505,11,9035,4574,4461,2.2,79.7,0.9,14.3,0.4,0.1,7137,43356,2127,23936,1076,17.5,24.4,27.8,20.1,20.6,13.8,17.7,77.3,12,0.1,3.9,1.1,5.6,20.3,3658,66.5,24.5,8.8,0.1,8.3
Forrest,MS,0.555,0.413,27284,15149,11271,0.577,0.4,26540,15326,10603,31.18961454,-89.25832496,3166,80,75835,36106,39729,3,57.1,36.8,0.2,0.9,0,57023,39555,2944,20783,1127,26.3,33.3,34,17.2,26.2,9.3,13.4,79.6,8.5,0.3,2.1,8.3,1.2,21.6,32089,77.9,18.8,3.2,0,11.9
Forsyth,GA,0.717,0.241,97314,69801,23427,0.658,0.326,129305,85122,42203,34.22604035,-84.1231513,4906,54,211300,104886,106414,9.5,74.9,2.9,0.2,10.5,0,133643,96445,2452,39896,657,6.5,7.7,51.1,11.3,24.8,6.1,6.7,77.6,9.1,0.5,0.7,1.3,10.9,32.7,103649,84.9,9.1,5.9,0.1,4.2
Forsyth,NC,0.434,0.536,172509,74793,92488,0.424,0.563,198469,84176,111769,36.12859861,-80.25459052,9221,121,368362,174966,193396,12.6,57.3,25.7,0.2,2.2,0.1,262874,48369,954,28640,531,18.7,28.6,39.5,17.8,23,7,12.6,83.9,7.4,1,1.6,1.1,5,21.4,167780,83.7,11,5.2,0.1,6.9
Fort Bend,TX,0.45,0.516,260367,117212,134475,0.44,0.545,357833,157595,195191,29.52704478,-95.77219463,17735,310,711421,349697,361724,24.2,34.4,20.2,0.2,19.2,0,434611,93645,1349,38382,621,8.1,10.7,50.4,12,23.1,6.4,8.1,82,9.7,1.6,0.5,1.3,4.9,33,339159,82.3,11.8,5.7,0.2,5.3
Foster,ND,0.728,0.204,1699,1237,346,0.766,0.21,1778,1362,373,47.4571084,-98.88279923,205,2,3318,1645,1673,1.3,95.9,0.2,0.8,0.2,0,2592,59500,6142,32665,2211,7.1,6.3,37.4,13.6,21.7,12.7,14.8,81.1,6.9,0,5.2,1.1,5.7,12.9,1769,66.2,14.5,17.9,1.4,1.1
Fountain,IN,0.757,0.197,7474,5661,1476,0.771,0.204,7978,6151,1627,40.12361933,-87.24217689,402,3,16620,8272,8348,2.4,95.6,0.4,0.2,0.1,0,12781,46669,2741,25383,1593,12.6,13.1,26.4,13.5,17.5,12,30.6,82.5,9.6,0.5,2.9,1.1,3.3,25.4,7335,82.3,10.8,6.6,0.3,6.3
Franklin,AL,0.792,0.184,11955,9466,2197,0.825,0.166,12564,10364,2085,34.44235334,-87.84289505,2185,32,31507,15818,15689,16.3,77.7,4.7,0.2,0.4,0.1,21935,39501,2912,19314,1021,23,42,24.4,13.9,21.1,11.9,28.7,84.9,10.1,0.2,0.2,2.7,1.9,28.4,12534,78.5,15.6,6,0,8.2
Franklin,AR,0.744,0.203,6764,5034,1376,0.796,0.182,7125,5675,1299,35.51202821,-93.89299569,575,2,17803,8674,9129,2.9,92.4,1,1.6,0.5,0.1,13611,39472,2697,19988,1169,21.9,31.9,27.5,15.8,23.8,11.5,21.4,81.3,9.7,0.9,2.4,0.6,5.1,26.8,6598,74.1,20,5.6,0.3,6.6
Franklin,FL,0.686,0.29,6003,4119,1738,0.682,0.309,6857,4675,2118,29.83791238,-84.82731662,784,4,11675,6727,4948,5.2,78.2,13.6,0.1,0.4,0.7,9559,41267,3706,23524,2028,20.1,32.1,29.8,23.6,17.9,19.5,9.2,79.8,8.8,0.5,2.6,3.4,4.9,19.3,4305,63.8,23,13.2,0,7.9
Franklin,GA,0.832,0.147,8474,7054,1243,0.841,0.148,10786,9069,1593,34.37525597,-83.23159927,962,18,22328,10852,11476,4.4,83.9,9.8,0.1,0.7,0,16865,39246,4427,19663,1539,25.4,32.2,29.8,15.6,18.3,14.4,21.9,84.8,7.1,0.4,2.2,1.2,4.3,25.8,8353,77.4,14.9,7.5,0.2,6.3
Franklin,IA,0.642,0.303,4915,3153,1490,0.668,0.318,5119,3422,1626,42.73270384,-93.26256925,412,18,10326,5235,5091,12.1,85.9,1.4,0,0.1,0,7689,48172,3111,25248,1723,15.6,26.1,31.1,16.1,17.3,15.4,20.1,77.9,9.7,0.7,5.4,0.6,5.8,16.8,4801,69.7,15.7,14.5,0.2,4.6
Franklin,ID,0.709,0.07,5499,3901,385,0.877,0.099,6664,5845,657,42.18332217,-111.8149666,384,2,13120,6686,6434,6.7,91.3,0.3,0.6,0,0.1,8334,51583,5632,20454,1184,12.2,16.8,27.1,12.2,23.7,16.7,20.3,77.6,12.7,0.6,3.2,1,4.9,25,5679,85.1,10.5,4.1,0.2,2.4
Franklin,IL,0.707,0.254,18533,13101,4711,0.731,0.254,18488,13514,4690,37.99189086,-88.92567818,1110,10,39302,19302,20000,1.6,96,0.6,0.2,0.5,0.1,30423,39454,1722,22346,920,19.9,27,25.8,20.9,22.2,13.5,17.7,82.9,11.1,0.3,1.1,1.6,2.9,24.8,15466,77.9,15.7,6.2,0.3,8.9
Franklin,IN,0.788,0.179,10990,8665,1967,0.806,0.178,12018,9691,2137,39.4142482,-85.06062647,406,26,22835,11415,11420,1.1,98.4,0.2,0,0.3,0,17231,55588,2557,26267,1297,9.9,10.6,31.6,15.6,18.8,12.9,21.1,88.9,5.7,0.1,0.6,0.7,4,30.1,11012,82.5,10,7.4,0.1,5.3
Franklin,KS,0.659,0.265,10658,7025,2829,0.68,0.296,12247,8326,3623,38.56443815,-95.28644341,576,5,25599,12505,13094,4.1,91,1.5,0.3,0.3,0,19119,53167,2539,25701,1287,12.5,18,29.9,17.1,21.7,12.5,18.7,82,8.4,0.6,2.6,2,4.3,23.7,12784,78.8,14.6,6.4,0.2,5.4
Franklin,KY,0.495,0.449,23860,11819,10717,0.495,0.485,26059,12900,12650,38.2379395,-84.87962551,906,14,49969,24502,25467,3,81.9,9.8,0.3,1.8,0,38362,53539,1867,28001,933,13.1,19.4,37.4,14.8,25.4,8.2,14.2,84.2,10.7,0.3,1.9,0.3,2.6,19,23685,63.8,31,5,0.1,7.2
Franklin,MA,0.272,0.642,37987,10327,24369,0.36,0.613,19667,7073,12053,42.58119713,-72.58602547,483,73,70926,34663,36263,3.8,91.2,1.2,0.2,1.5,0.1,56595,57307,2221,33010,1170,10.9,14.9,41.5,18.6,20.2,8.9,10.7,76.8,9.5,1.8,4.2,1.1,6.6,24.2,36953,71.9,17.6,10.2,0.3,5.8
Franklin,ME,0.482,0.427,16382,7900,7001,0.533,0.443,861,459,381,44.97330019,-70.44381045,86,1,30177,14739,15438,1.3,95.8,0.3,0.4,0.5,0.1,24418,45541,2739,24162,824,12.4,13.5,32,20.4,22.3,12.7,12.5,76,10.4,0.4,6.1,1.2,6,23.7,14426,74.3,15.5,10,0.2,6.1
Franklin,MO,0.708,0.247,50045,35420,12339,0.708,0.271,53750,38034,14561,38.41127108,-91.07522826,2941,48,102413,51044,51369,1.7,95.3,0.8,0.2,0.6,0,77861,53849,1753,27209,787,10.6,15.7,30.2,15.5,22.7,12.3,19.3,85.3,8.9,0.6,1.7,0.7,2.9,28.3,49855,84.9,9.3,5.6,0.2,4.9
Franklin,MS,0.636,0.349,4219,2685,1471,0.653,0.333,4431,2894,1476,31.47786634,-90.89672989,258,3,7772,3752,4020,0.8,63.2,36,0,0,0,5877,42388,6189,24864,2799,17.9,24,28.2,13.1,19.1,22.6,16.9,85.1,8.1,0,2,2.9,1.9,31.4,2883,72.4,17.9,9.8,0,7.4
Franklin,NC,0.546,0.428,29902,16320,12811,0.56,0.425,37079,20748,15776,36.081519,-78.28708884,1497,32,63866,31817,32049,8.1,63.5,25.4,0.4,0.5,0,47123,48344,1664,23862,833,16.4,22,31.5,16.7,24.1,14.2,13.5,82.3,9.3,0.3,1.8,1,5.2,31.7,28158,77.3,16,6.3,0.4,7.3
Franklin,NE,0.812,0.151,1656,1345,250,0.833,0.16,1721,1434,276,40.17636348,-98.95299073,94,0,3019,1514,1505,2.1,96.2,0.5,0,0.2,0,2424,49453,2456,28635,2012,13.3,18.8,34.8,15,18.8,15,16.4,82.5,6.2,0.3,4.5,1,5.4,18.2,1496,67.3,19.7,12.8,0.3,2.6
Franklin,NY,0.504,0.43,15148,7636,6517,0.554,0.428,15397,8530,6586,44.59040891,-74.29926032,87,0,51054,27928,23126,3.4,81.7,5.8,6.9,0.4,0.2,40289,50733,1529,24294,937,19.4,27,31.6,27.3,19.5,10.1,11.5,76.1,11.3,0.8,4.3,1.8,5.8,20.9,19960,61.1,29.2,9.3,0.4,8.2
Franklin,OH,0.347,0.606,554711,192328,335961,0.336,0.648,604058,203154,391584,39.96995815,-83.01115755,34517,643,1253507,611086,642421,5.2,64.5,21.7,0.1,4.8,0,894661,56319,509,31199,288,16.7,24.2,42.4,16.9,24.1,5.1,11.5,81.3,7.8,2.4,2.5,1.5,4.4,21.8,650022,81.7,14,4.3,0.1,5.7
Franklin,PA,0.715,0.25,69345,49554,17322,0.708,0.278,80896,57308,22468,39.92956518,-77.72157791,2329,55,153003,75535,77468,5.3,88.6,3.8,0.2,1,0,115719,58267,1638,28985,715,10.4,15.6,30.8,17.1,23.1,10.4,18.5,83.8,9.1,0.2,2.3,0.8,3.7,24.4,72456,81.2,12.7,5.9,0.2,5.7
Franklin,TN,0.704,0.267,16363,11526,4372,0.73,0.254,19146,13977,4863,35.15634626,-86.09201039,1357,25,41397,20224,21173,3.2,88.8,4.9,0.2,0.6,0,32345,46882,2380,25637,1393,15,17.4,29.5,16,21.7,11,21.8,82.1,10.9,0,3.7,0.8,2.4,22.4,17632,77.9,16.4,5.6,0.1,6.9
Franklin,TX,0.823,0.153,4356,3583,665,0.831,0.161,5000,4153,803,33.17653242,-95.21917243,223,7,10639,5409,5230,13.9,79.6,4.5,0.5,0,0.1,7429,43967,4356,23642,2098,15,22.8,24.3,14.6,26.8,16.9,17.4,82.5,8.9,0.4,1.5,1.2,5.5,23.9,4397,74,11.1,14.1,0.8,7.6
Franklin,VA,0.692,0.271,26805,18560,7254,0.705,0.283,29630,20895,8381,36.99536167,-79.88023649,945,6,56277,27631,28646,2.7,87.1,7.9,0.2,0.4,0,44696,51208,3353,27282,1082,14.8,22.5,32.8,15.3,24.1,11.5,16.2,79.4,10.1,0.5,2.1,1.5,6.4,30.2,25460,80.6,13.1,6.2,0.1,5.4
Franklin,VT,0.452,0.483,19373,8752,9351,0.54,0.422,754,407,318,44.85627605,-72.91249563,143,7,48816,24251,24565,1.4,94.2,0.6,0.5,0.3,0,37192,62214,2360,30624,1628,8,9.1,36.2,16.1,21.9,11.7,14.2,81.2,9.3,0.5,3.2,0.8,4.9,25.3,25865,74.8,17.5,7.6,0.1,4.4
Franklin,WA,0.561,0.381,14693,8242,5594,0.561,0.413,31833,17849,13148,46.53351425,-118.9018212,4948,68,89124,46383,42741,52.5,41.1,2,0.4,2.1,0.1,45396,60275,1817,22125,694,15.9,23.7,25.6,17.6,18,22.1,16.7,81.2,13.3,0.6,0.9,0.7,3.4,21.5,38844,81.5,13.5,4.8,0.1,5.8
Franklin,LA,0.711,0.274,9162,6514,2506,0.717,0.273,9720,6970,2658,32.13675181,-91.67589857,1359,47,20388,9991,10397,0.2,65.3,33.4,0,0,0,15137,34722,2998,18786,1244,28.8,43,25.5,15.2,28.5,17.9,12.9,86.7,5.6,0.2,1.9,2.6,3,21.8,7285,75.8,14.1,10,0.1,8.8
Franklin city,VA,0.352,0.623,4040,1421,2516,0.367,0.624,4047,1487,2525,,,,,8334,3663,4671,0.7,37.3,58.9,0,0.3,0,6279,38760,4679,24820,2405,16.6,23.1,30.6,26.2,19.8,10.7,12.6,87.8,6.4,0.3,1.6,0.5,3.4,26.2,3488,71.8,24.5,2.4,1.3,14.8
Frederick,MD,0.491,0.451,114962,56472,51891,0.444,0.534,139768,62057,74622,39.47296601,-77.39999394,4909,139,246105,121305,124800,8.8,74.8,8.8,0.2,4.5,0.1,176511,88502,1557,39566,564,7.2,9.1,46.1,15.5,22.3,8.8,7.4,78.1,9.6,2.9,2.1,1.2,6.1,35,130387,73.9,20.6,5.3,0.2,5.1
Frederick,VA,0.65,0.297,40133,26069,11920,0.631,0.353,48736,30755,17200,39.20172582,-78.25974949,1215,13,83784,41634,42150,7.8,84.5,4,0.3,1.4,0.1,61331,71037,1954,32554,902,5.6,5.6,37.3,13.3,24.2,11.5,13.7,83,10.5,0.2,0.9,0.8,4.6,31.1,42721,78.1,16.5,5.3,0,4.1
Fredericksburg city,VA,0.335,0.601,11135,3731,6690,0.316,0.666,12794,4037,8517,,,,,28135,12890,15245,10.7,60,21.3,0,2.4,0.1,21157,57258,3631,32359,1647,16.3,20,45.4,23.1,20.9,5.1,5.5,71.5,9.1,4.4,6.1,1.3,7.6,27.7,14674,72.5,24.5,2.8,0.1,5.6
Freeborn,MN,0.553,0.379,15929,8808,6041,0.57,0.41,16791,9578,6889,43.67385583,-93.34884422,758,5,30619,15312,15307,9.5,86.3,1.2,0.1,1.8,0,22927,51174,1600,27603,926,11.8,16.6,27.5,19.5,19.9,11.8,21.2,81.5,10.5,0.7,2.4,2.3,2.5,18.7,15278,84,9,6.8,0.1,4.1
Freestone,TX,0.788,0.192,7608,5995,1461,0.803,0.188,8678,6966,1629,31.70422788,-96.15072516,463,4,19646,10224,9422,14.7,67.5,16.1,0.2,0.4,0,14290,45890,4462,24060,1797,17.3,26.4,26.4,24.9,19.3,14.1,15.3,82.9,12,0.1,1.6,0.7,2.7,25.7,7422,73.3,19.6,7.1,0,4.2
Fremont,CO,0.689,0.241,21880,15066,5275,0.688,0.286,25058,17231,7170,38.47362326,-105.4399667,839,2,46601,27073,19528,13,79.5,4.5,1,0.7,0.1,38393,44712,1951,20919,1113,15.8,24.7,30.8,25.7,23.7,12.7,7.2,81.9,8.8,0.3,2.3,2.5,4.3,22.7,14406,64.7,27.6,7.7,0.1,6.2
Fremont,IA,0.676,0.27,3554,2401,959,0.703,0.28,3855,2711,1078,40.7454272,-95.60129045,224,2,6985,3453,3532,2.5,95.3,0.5,0.5,0,0,5378,54430,3310,29813,1888,11,16.2,34.8,17.2,17.9,11.7,18.3,82.8,8.3,0,3.4,1.8,3.6,24.5,3363,74,17,9,0.1,3.1
