county,state_code,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,state,cases,deaths,dem_16_margin,dem_20_margin,dem_margin_shift,cases_rate,deaths_rate,men_percent,women_percent
Anderson,KS,72.81049741,20.29295087,3277,2386,665,77.25806452,20.56451613,3720,2874,765,38.21413251,-95.29272815,7840,3849,3991,0.7,95.2,0.2,3.5,0,0,5849,40986,4317,21887,1627,13.6,21.9,28.4,23.1,17.1,15,16.3,77.6,11.8,0,2.5,1.4,6.7,24.2,3502,72.3,12,14.7,1,4.2,Kansas,241,0,-52.51754654,-56.69354839,-4.176001851,3.073979592,0,49.09438776,50.90561224
Anderson,KY,72.17162872,23.0647986,11420,8242,2634,72.77731694,25.1790966,13261,9651,3339,38.00671029,-84.99171713,22017,10639,11378,1.7,94.2,2.4,0,0.7,0,16456,51681,3353,24991,1272,12,15.2,31.8,14.7,27.6,9.4,16.6,86.4,10.7,0,0.5,0.2,2.1,26.6,10357,69.3,24.1,6.5,0.1,6.3,Kentucky,287,1,-49.10683012,-47.59822035,1.508609777,1.303538175,0.004541945,48.32175137,51.67824863
Anderson,SC,69.8777025,26.20304872,80296,56109,21040,70.31209349,28.27365157,96093,67565,27169,34.51828081,-82.63959517,194174,93474,100700,3.5,77.6,16,0.2,0.9,0,146429,45551,877,24485,549,15.6,22.5,32.3,16.6,23.7,9.9,17.5,86.1,8.4,0.2,1.2,1.2,2.8,22.9,85591,80.7,13.4,5.8,0.2,6.7,South Carolina,6150,209,-43.67465378,-42.03844193,1.636211855,3.167262352,0.10763542,48.13929774,51.86070226
Anderson,TN,64.59980486,30.31322545,29723,19201,9010,65.19829988,33.02558617,35527,23163,11733,36.12684348,-84.19965764,75538,36803,38735,2.7,89.6,3.4,0.1,1.4,0.1,58291,47206,2109,26972,1169,16.3,24.8,33.6,19,23.6,10.1,13.7,86.8,8.4,0.1,0.8,0.9,3,23.3,32213,76.1,17,6.8,0.1,6.9,Tennessee,1909,16,-34.28657942,-32.17271371,2.113865706,2.527204851,0.021181392,48.72117345,51.27882655
Anderson,TX,77.95937704,19.88511873,16887,13165,3358,78.63221091,20.53771861,19155,15062,3934,31.81534745,-95.65354823,57747,35292,22455,17.3,59.7,20.9,0.3,0.5,0,44095,42313,2337,17466,894,15.7,23,24.4,23.5,23.4,12.9,15.9,85.1,9.9,0.2,0.5,0.7,3.6,23.7,19102,73.2,20.4,6.2,0.2,4.3,Texas,2987,39,-58.07425831,-58.0944923,-0.020233994,5.172563077,0.067535976,61.11486311,38.88513689
Andrew,MO,72.92122538,22.37417943,9140,6665,2045,74.23017903,24.0511509,9775,7256,2351,39.98492163,-94.80163024,17358,8622,8736,2.3,94.9,1.3,0.1,0.1,0,13329,56658,5755,28003,1772,9,8.3,35.4,14.9,22.6,10.6,16.5,86.8,6.6,0,2.2,0.5,3.8,22.5,8504,78.3,16.1,5.4,0.1,4.2,Missouri,489,8,-50.54704595,-50.17902813,0.368017819,2.817144832,0.046088259,49.67162115,50.32837885
Andrews,TX,79.67925294,16.97117337,4926,3925,836,84.30669399,14.49795082,5856,4937,849,32.30468633,-102.6376548,17577,8980,8597,55.4,41.1,1.5,0.1,0.2,0.1,10695,70753,6115,29903,3147,11.9,15.5,21.3,13,24.2,22.7,18.8,79.8,16.8,0,0,0.8,2.5,19.8,8054,85.3,8.7,5.7,0.3,4.5,Texas,667,10,-62.70807958,-69.80874317,-7.100663592,3.794731752,0.05689253,51.08949195,48.91050805
Angelina,TX,72.53431537,25.23602277,29870,21666,7538,72.39805937,26.38327365,34628,25070,9136,31.25457347,-94.60901487,87700,42707,44993,21.5,61.2,14.7,0.1,1.1,0,60533,46472,1452,21974,758,19.1,27.1,28.2,20.9,24,12.3,14.6,82.9,11.9,0.4,1.7,0.9,2.2,18.7,36164,77.2,16.7,6,0.1,7.6,Texas,2326,93,-47.2982926,-46.01478572,1.283506879,2.652223489,0.10604333,48.69669327,51.30330673
Anne Arundel,MD,47.13487748,47.77907211,242939,114509,116074,42.0110906,55.94859358,293582,123337,164255,39.00670238,-76.60329337,564600,279581,285019,7.3,69.6,15.9,0.1,3.6,0.1,418118,94502,1251,43258,544,6.1,7.4,47,15.4,23,7.5,7.1,80.1,7.5,3.6,2.3,1.4,5.1,30.2,290628,72.2,23.3,4.4,0.1,5.2,Maryland,12448,282,0.644194633,13.93750298,13.29330835,2.204746723,0.049946865,49.51842012,50.48157988
Anoka,MN,50.70565611,41.01334174,184084,93341,75499,49.8372852,47.93174055,210491,104903,100892,45.27476015,-93.24604565,344861,172482,172379,4.2,82.7,5.5,0.5,4.2,0,251328,76796,917,34321,453,6.6,9.3,36.6,15.9,24.2,9,14.2,82.2,7.8,3.4,1,1,4.5,28.1,187986,84.5,11,4.3,0.1,4.2,Minnesota,10514,161,-9.692314378,-1.905544655,7.786769723,3.048764575,0.046685476,50.01493355,49.98506645
Anson,NC,43.10178949,55.65710987,10394,4480,5785,47.58114996,51.75713136,11183,5321,5788,34.97403241,-80.09953279,25531,13361,12170,3.8,44.9,48.6,0.3,1.2,0,19852,38123,3690,19105,1456,22.7,29.8,23.4,20.7,15.9,12.1,27.9,85.9,10.6,0,1.6,0.5,1.4,27.8,10153,73.3,22,4.5,0.2,13.4,North Carolina,742,11,12.55532038,4.1759814,-8.379338977,2.906270808,0.043084877,52.33245858,47.66754142
Antelope,NE,84.37888199,11.83229814,3220,2717,381,86.32430924,12.61512699,3583,3093,452,42.17695516,-98.0666283,6406,3213,3193,3.2,95.3,0.2,0.3,0.4,0,4851,46949,2107,28091,2085,11.5,14.6,36.2,15,18.9,17.2,12.7,76.7,7.4,0,4.9,1.2,9.8,16,3203,72,13.1,14.8,0.1,1.9,Nebraska,187,1,-72.54658385,-73.70918225,-1.162598399,2.919138308,0.015610365,50.15610365,49.84389635
Antrim,MI,62.4005305,32.77335691,13572,8469,4448,56.3959186,42.01879287,17347,9783,7289,44.99690221,-85.15503082,23133,11479,11654,2.1,95,0.3,0.8,0.3,0,18589,50988,1365,29307,1193,12.6,20.5,27.5,21.6,22.5,10.8,17.7,74.7,14.5,0.7,1.9,1,7.3,25,9771,79.6,9.9,10.3,0.2,6.1,Michigan,155,0,-29.62717359,-14.37712573,15.25004786,0.670038473,0,49.62175247,50.37824753
Apache,AZ,28.48491345,65.36255962,18659,5315,12196,32.67726837,66.0813443,34397,11240,22730,35.39465006,-109.4892383,71602,35355,36247,6.1,18.5,0.5,72.8,0.3,0.1,50359,32360,1213,13865,370,35.9,45.3,29.7,25.4,20.6,11.5,12.8,78,8.9,1.2,4.6,1.2,6.2,26.7,18197,52.7,42.7,4.4,0.1,14.1,Arizona,4042,174,36.87764618,33.40407594,-3.473570239,5.645093712,0.243009972,49.37711237,50.62288763
Appanoose,IA,66.12532808,29.74081365,6096,4031,1813,69.35136797,29.06547802,6506,4512,1891,40.74324454,-92.86865906,12547,6206,6341,1.8,95.7,0.6,0.1,0.5,0,9739,40377,2415,25543,2560,17.1,26.3,28.7,14,25.6,9.1,22.6,80.8,11.1,0.3,2,1,4.7,19.6,5502,77.2,13,9.6,0.2,6.3,Iowa,297,3,-36.38451444,-40.28588995,-3.901375512,2.367099705,0.023910098,49.46202279,50.53797721
Appling,GA,78.42353277,20.47693845,7003,5492,1434,78.24001918,21.32837789,8341,6526,1779,31.74847232,-82.28909114,18471,9090,9381,9.7,69.6,17.9,0.6,0.8,0,13387,37089,3056,19936,1548,24.7,31.8,26,13.9,18.7,22.8,18.6,82.9,11.3,0.2,2.4,0.6,2.6,22,6951,78.8,16.2,4.9,0.2,7.7,Georgia,1265,38,-57.94659432,-56.91164129,1.034953027,6.848573439,0.205727898,49.21227871,50.78772129
Appomattox,VA,71.8380689,25.43374403,7954,5714,2023,72.54031822,26.1716636,9239,6702,2418,37.37569884,-78.81340003,15462,7507,7955,1.3,76.7,20.1,0.1,0.2,0,12017,54875,5421,26347,1585,14.4,22.2,33.2,16.8,23.3,12.9,13.9,80.1,10.1,0.5,1.8,2.4,5.1,31.9,6890,79.1,18,2.8,0.1,3.5,Virginia,317,6,-46.40432487,-46.36865462,0.035670252,2.050187557,0.038804812,48.55128703,51.44871297
Aransas,TX,73.85115124,23.48332856,10467,7730,2458,75.23895107,23.65819786,12241,9210,2896,28.10556197,-96.9995047,24832,12448,12384,27,67.7,1.6,0,2,0,19441,44601,3698,29999,2914,17.8,26.8,28.2,23.3,22.1,16.5,9.8,81.4,8.4,0,2.8,0.5,6.8,20.8,10387,72.9,12.3,14.6,0.2,6.7,Texas,351,18,-50.36782268,-51.58075321,-1.212930526,1.413498711,0.072487113,50.12886598,49.87113402
Arapahoe,CO,38.92593145,52.67558528,281658,109638,148365,36.37422853,60.99613543,346740,126124,211498,39.64977461,-104.3353617,626612,309190,317422,18.9,61.3,10.2,0.3,5.6,0.2,426765,69553,846,36951,489,9.9,13.2,41.4,16.7,25,7.9,9,77.4,8.5,4.4,1.5,1.3,6.8,27.7,330548,83,11.3,5.5,0.2,5.2,Colorado,14502,389,13.74965384,24.6219069,10.87225307,2.314350826,0.062079884,49.34313419,50.65686581
Archer,TX,88.66245022,9.229327711,4269,3785,394,89.65804837,9.29941618,4796,4300,446,33.61569967,-98.68754589,8793,4335,4458,8.3,88.6,0.8,0.3,0.4,0,6712,63192,4765,31103,2291,8.8,10.1,34.2,13.4,25.3,12.9,14.2,86,6.9,0.3,1,1.1,4.7,20.4,4344,75.6,14.5,9.8,0,3,Texas,170,1,-79.43312251,-80.35863219,-0.925509682,1.933356079,0.011372683,49.30058001,50.69941999
Archuleta,CO,58.07956104,34.14266118,7290,4234,2489,56.76633444,40.89700997,9030,5126,3693,37.19474156,-107.0476867,12592,6400,6192,18.3,76.7,1.1,2.1,0.7,0,9992,48016,5197,29344,2043,11.6,21.3,37.3,17,20,16.5,9.2,71,13.5,0.2,3.7,1.8,9.7,17.2,5696,68,15.4,15.9,0.8,5.4,Colorado,69,0,-23.93689986,-15.86932447,8.067575389,0.547966963,0,50.82592122,49.17407878
Arenac,MI,63.08166823,30.0120692,7457,4704,2238,67.13476784,31.40430351,8830,5928,2773,44.0636262,-83.89277559,15238,7714,7524,2,94.9,0.5,1.3,0.4,0,12396,39947,1456,22622,784,18.5,29.2,25.6,21.1,22,11.6,19.7,83.6,8.2,0.7,3.1,1.5,3,27.2,5842,82.6,10.2,7,0.3,9.6,Michigan,121,3,-33.06959903,-35.73046433,-2.660865292,0.794067463,0.019687623,50.6234414,49.3765586
Arkansas,AR,61.58428594,31.21880535,6211,3825,1939,68.44366645,28.85105029,6284,4301,1813,34.29145151,-91.37277296,18352,8785,9567,3,70.2,26,0,0,0,13982,38532,2759,23766,1718,20.7,28.6,27.7,15.5,23.6,8.5,24.7,80.8,11.5,0,3.1,1.5,3.1,14.6,7920,75.7,15.5,8,0.9,8.5,Arkansas,734,20,-30.3654806,-39.59261617,-9.227135569,3.99956408,0.108979948,47.86944202,52.13055798
Arlington,VA,16.88815525,76.98669393,119344,20155,91879,17.234243,81.34797449,129498,22318,105344,38.8767675,-77.10139853,229534,114403,115131,15.5,62.3,8.5,0.3,10.2,0.1,162937,112138,2139,67061,879,8.2,10,69,10.5,13.8,4.1,2.7,53.4,6.2,26,5,2.8,6.6,28.6,143798,70.8,24.9,4.2,0.2,3.2,Virginia,4813,154,60.09853868,64.11373149,4.015192808,2.09685711,0.067092457,49.84141783,50.15858217
Armstrong,PA,74.47940616,22.49556592,30446,22676,6849,75.55592479,23.27822547,36111,27284,8406,40.81665618,-79.46290811,66737,33176,33561,0.7,97.3,1,0,0.2,0,53561,47527,1677,25502,598,13,20.1,28.3,19,21.2,13.6,17.9,83.3,8.9,0.7,2.5,1.1,3.5,29.7,29713,85.5,9.5,5,0,6.9,Pennsylvania,827,22,-51.98384024,-52.27769932,-0.293859074,1.239192652,0.032965222,49.71155431,50.28844569
Armstrong,TX,90.85545723,6.882989184,1017,924,70,93.07553957,6.744604317,1112,1035,75,34.96507426,-101.3574874,1929,974,955,10,86.6,1.2,1.3,0,0,1501,68750,10647,31219,2569,7.5,13.6,32.9,15.3,18,25,8.9,68.8,17.4,0,2.3,0.2,11.3,27.4,968,63.8,26.3,8.6,1.2,1.8,Texas,28,1,-83.97246804,-86.33093525,-2.358467209,1.45152929,0.051840332,50.49248315,49.50751685
Arthur,NE,90.11406844,6.08365019,263,237,16,91.54929577,7.394366197,284,260,21,41.56896142,-101.6959559,421,204,217,0,97.6,0,0,0,0,289,41250,6988,21799,3647,10.9,8.3,46.9,9.6,11.3,20.3,11.9,64.5,14.2,0,7.7,0,13.6,20.8,177,60.5,16.9,21.5,1.1,0.6,Nebraska,5,0,-84.03041825,-84.15492958,-0.124511327,1.187648456,0,48.45605701,51.54394299
Ascension,LA,66.10504363,30.13189909,54663,36135,16471,65.28198957,32.73004412,62325,40687,20399,30.20406249,-90.9132841,119129,58718,60411,5.3,69.4,21.8,0,0.9,0,84202,74748,2416,31520,924,11.7,15.2,37.3,15,23.5,11,13.1,87.1,7.8,0.1,0.5,1,3.6,30,57496,80.7,14.1,5.2,0.1,6.3,Louisiana,4338,100,-35.97314454,-32.55194545,3.421199093,3.641430718,0.083942617,49.28942575,50.71057425
Ashe,NC,71.07142857,26.41337386,13160,9353,3476,72.44917469,26.44190937,15691,11368,4149,36.43296207,-81.49862729,26833,13213,13620,5.2,92.5,0.8,0.4,0.4,0,21170,40293,2235,23650,1441,19.4,28,26.2,22.5,22.4,14,14.8,79.9,13.3,0,1.2,1.4,4.1,26.5,12174,76.8,13.4,9.7,0.1,6.3,North Carolina,507,3,-44.65805471,-46.00726531,-1.3492106,1.889464465,0.011180263,49.24160549,50.75839451
Ashland,OH,71.31760405,23.50668771,24074,17169,5659,73.41498281,24.91210447,25883,19002,6448,40.84772277,-82.27280781,53299,26005,27294,1.3,96,0.8,0,0.6,0,40471,50893,1608,24612,725,14.2,21.5,29.2,16.9,20.7,10.6,22.5,84.9,6.5,0.3,3.9,1.1,3.3,24.4,25070,85.4,10.1,4.1,0.4,4.2,Ohio,529,19,-47.81091634,-48.50287834,-0.691961996,0.992513931,0.035647948,48.79078407,51.20921593
Ashland,WI,43.25006308,52.18268988,7926,3428,4136,43.86205321,54.82471166,8757,3841,4801,46.31956891,-90.67837132,15779,7954,7825,2.6,82.7,0.4,10.6,0.4,0,12169,41505,2162,22983,1091,14.6,20.4,31.2,23.5,20.4,10,14.9,74.2,10.5,1.2,8.4,1.3,4.4,16.5,7366,76.3,17.1,6.6,0,7.2,Wisconsin,334,4,8.932626798,10.96265844,2.030031647,2.116737436,0.025350149,50.40877115,49.59122885
Ashley,AR,66.03983669,29.79091921,8083,5338,2408,69.99747666,26.8104971,7926,5548,2125,33.19153461,-91.7698471,20771,10126,10645,5.2,68,25.6,0.2,0,0,15544,36407,2317,20703,1350,21.3,32.4,27.5,16.8,18.9,13.7,23,85.1,7.8,0.2,2.3,3,1.6,20.4,7905,78.8,18.1,2.7,0.4,9.9,Arkansas,580,13,-36.24891748,-43.18697956,-6.93806208,2.792354725,0.062587261,48.75066198,51.24933802
Ashtabula,OH,57.16044111,38.15971263,39809,22755,15191,60.63163249,37.47023328,43253,26225,16207,41.70860332,-80.74830218,98622,49509,49113,4,89.9,3.4,0.2,0.5,0,75838,43017,1597,21936,511,19.8,30.7,26.1,18.4,21.4,9.2,24.9,84.7,8.5,0.6,1.8,1.7,2.7,25.9,40003,83,11,5.9,0.2,7.4,Ohio,927,48,-19.00072848,-23.16139921,-4.160670731,0.939952546,0.048670682,50.20076656,49.79923344
Asotin,WA,58.98389095,32.19743907,9684,5712,3118,61.54302671,35.88808817,11795,7259,4233,46.18894415,-117.2022851,22259,10594,11665,3.6,91.2,0.4,0.9,0.9,0.1,17464,47483,4845,26878,1076,13.5,19.2,30,19.5,27.3,11.1,12.1,81.1,9,0.3,2.6,2.8,4.1,15.4,9824,78.6,16.1,5.2,0.1,6.7,Washington,308,8,-26.78645188,-25.65493853,1.131513346,1.38370996,0.035940518,47.59423155,52.40576845
Assumption,LA,61.57373441,36.05099046,10904,6714,3931,64.71740098,34.11659991,11235,7271,3833,29.89946234,-91.06461642,22881,11085,11796,2.8,65.8,29.7,0.6,0.3,0,17528,48656,4294,25765,1924,15.7,23.2,26.1,18.6,20.9,18.3,16.1,87.3,8.2,0.2,1,1.8,1.5,29.6,9375,81.4,13.9,4.1,0.7,6.9,Louisiana,814,24,-25.52274395,-30.60080107,-5.078057121,3.557536821,0.104890521,48.44630916,51.55369084
Atascosa,TX,63.19735391,34.06835722,13605,8598,4635,66.46392038,32.43019077,18085,12020,5865,28.89333001,-98.52730485,48139,24051,24088,63.5,34.2,0.7,0.1,0.4,0,33109,55194,4735,23973,1528,14.6,22.5,25.8,21.1,19.7,18.7,14.7,76.9,15,0.1,1.1,1,5.9,30.8,20208,78.3,14.7,6.9,0,6.1,Texas,1291,37,-29.12899669,-34.03372961,-4.904732918,2.681817238,0.076860757,49.96156962,50.03843038
Atchison,KS,62.20866573,30.43954325,6393,3977,1946,66.00109409,31.64660832,7312,4826,2314,39.53185661,-95.30870026,16466,7957,8509,2.9,88.4,3.1,0.4,0.3,0.1,12474,46640,4084,25494,3458,18.5,24.7,33,17.1,24.1,8,17.8,76.9,8.6,0,7.6,0.8,6.1,19.8,7669,79.4,14.8,5.5,0.3,6.3,Kansas,537,6,-31.76912248,-34.35448578,-2.585363299,3.261265638,0.036438722,48.32381878,51.67618122
Atchison,MO,75.61513037,19.86779288,2723,2059,541,78.14498934,20.04264392,2814,2199,564,40.43238737,-95.42970639,5335,2642,2693,1.2,96.6,0.4,0.4,0.6,0,4283,45259,3028,28209,1640,12.1,15.8,31.9,21.6,18.4,10.5,17.6,83.9,8.1,0.4,3.7,0.5,3.5,17.9,2666,75.1,17,7.7,0.2,4.1,Missouri,91,1,-55.7473375,-58.10234542,-2.35500792,1.705716963,0.018744142,49.52202437,50.47797563
Athens,OH,38.71013922,55.66014101,27941,10816,15552,41.75108538,56.46808169,24876,10386,14047,39.33425634,-82.04278644,65563,32641,32922,1.8,89.7,2.5,0.2,2.8,0.1,53650,37191,2008,20062,899,30.2,30.1,36.5,23.5,22.8,7.8,9.4,71.7,7.7,0.7,13.7,1.9,4.5,20.2,27434,65.9,29.2,4.7,0.2,8.7,Ohio,1402,2,16.95000179,14.7169963,-2.233005488,2.138401232,0.003050501,49.7857023,50.2142977
Atkinson,GA,71.92780338,26.7281106,2604,1873,696,72.90015848,26.14896989,3155,2300,825,31.29633502,-82.87545866,8313,4112,4201,24.6,56.6,17.8,0.7,0,0,5245,33063,1483,19904,3123,27.4,45.6,21.6,9.7,22.2,23,23.5,82.7,11.6,0,2.2,2.2,1.2,22.9,3289,82.8,11.6,5.6,0,8.4,Georgia,543,7,-45.19969278,-46.75118859,-1.551495809,6.531937929,0.084205461,49.46469385,50.53530615
Atlantic,NJ,45.28362557,51.51601127,105738,47882,54472,46.18654342,52.26397939,131980,60957,68978,39.47538693,-74.65848483,272926,132171,140755,18.5,56.4,14.3,0.2,8.4,0,195390,57514,1710,29941,533,15.3,24.4,31,29.3,23.1,8.2,8.4,77.1,7.5,6.5,3.5,2.9,2.5,24.2,127737,79.6,15.7,4.7,0.1,10.9,New Jersey,5454,266,6.232385708,6.077435975,-0.154949733,1.998343873,0.097462316,48.42741256,51.57258744
Atoka,OK,81.32746901,15.89364254,5002,4068,795,84.56114307,14.1955836,5389,4557,765,34.37366573,-96.03802487,13899,7340,6559,3.4,71.8,3.7,11.4,0.7,0.1,10660,37106,1903,19439,1346,19.8,26.8,28.9,19.8,21.3,13,16.9,81.2,9.2,0.1,3.1,0.9,5.4,25.3,4664,68.3,22.2,9.2,0.4,6.6,Oklahoma,481,1,-65.43382647,-70.36555947,-4.931733004,3.460680625,0.007194762,52.80955464,47.19044536
Attala,MS,59.21016294,39.31234466,7242,4288,2847,58.62771739,40.10416667,8832,5178,3542,33.08658803,-89.57838564,18731,8860,9871,2,54,42.2,0.1,0.4,0,13839,33815,1867,20617,2186,22.6,29.4,26.1,18.5,19.6,13.7,22.2,80.1,13.7,0.4,1,3.9,0.9,28.3,6776,73.2,22.2,4.7,0,10.3,Mississippi,823,27,-19.89781828,-18.52355072,1.374267558,4.393785703,0.144146068,47.30126528,52.69873472
Audrain,MO,69.51110226,25.56009161,10043,6981,2567,72.48592871,25.3564728,10660,7727,2703,39.215877,-91.84242683,25763,11744,14019,2.9,87.1,6.1,0.2,0.2,0,19551,44056,2242,21226,1233,16.7,26.7,26.8,20.5,20.8,10.3,21.5,80.8,10,0,3.1,2,4.1,21,10622,77.7,15.5,6.6,0.2,7.4,Missouri,680,11,-43.95101065,-47.12945591,-3.178445256,2.639444164,0.042696891,45.58475333,54.41524667
Audubon,IA,63.18437408,31.93252442,3379,2135,1079,67.18384075,31.35245902,3416,2295,1071,41.6844628,-94.90581859,5711,2814,2897,0.4,97.1,0.4,0,0.5,0,4540,48750,2762,31523,2902,11.1,15.3,29.6,17.3,22,14.9,16.1,81.9,8.8,0.6,2.6,1,5.2,19.2,2882,73.1,13.6,13,0.3,2.7,Iowa,206,1,-31.25184966,-35.83138173,-4.579532073,3.607074068,0.017510068,49.27333217,50.72666783
Auglaize,OH,79.3088364,16.73228346,22860,18130,3825,80.52842967,18.046149,25396,20451,4583,40.55998859,-84.2242143,45778,22866,22912,1.6,96,0.4,0.2,0.5,0.1,34450,59516,1900,28340,885,9,12.4,29.8,14.5,20.6,8.2,26.8,87.6,6.8,0.1,1.7,1.1,2.7,19.6,23229,85.3,9.9,4.8,0.1,3.4,Ohio,1341,19,-62.57655293,-62.48228067,0.094272257,2.929354712,0.041504653,49.94975753,50.05024247
Augusta,VA,71.33466081,22.11614522,36661,26152,8108,72.84758788,25.7103553,42162,30714,10840,38.16404586,-79.12461614,74390,37695,36695,2.5,91.4,4,0.2,0.6,0.1,58894,59544,2220,30088,1211,8.8,11.9,32.8,16.7,22.9,9.3,18.3,85.7,7.1,0.4,1,0.9,5,23.7,34960,76.8,16.9,6,0.2,4.1,Virginia,732,9,-49.21851559,-47.13723258,2.08128301,0.984003226,0.0120984,50.67213335,49.32786665
Aurora,SD,69.22530206,24.16488984,1407,974,340,74.87544484,22.56227758,1405,1052,317,43.71757685,-98.56050467,2739,1445,1294,6.7,88.8,1.6,2.3,0,0,1931,57257,3400,30872,2725,6.2,6.2,35.6,16.9,16.8,17.6,13.1,69.7,10.9,0,6.9,3,9.5,16.4,1462,67,16.2,16.6,0.3,1.4,South Dakota,215,0,-45.06041222,-52.31316726,-7.252755035,7.849580139,0,52.75648047,47.24351953
Austin,TX,78.6372909,18.92288862,12255,9637,2319,78.52171492,20.39949889,14368,11282,2931,29.88548725,-96.27736949,29292,14474,14818,25.9,63.3,8.9,0,0.2,0,20449,62614,6451,30101,1810,13.4,23.5,30.9,15.7,23.6,12.5,17.4,81.6,10.6,0.1,1.9,1.3,4.6,31.1,13509,77.5,13.2,9.3,0,5.4,Texas,522,10,-59.71440228,-58.12221604,1.592186249,1.782056534,0.034139014,49.41280896,50.58719104
Autauga,AL,73.4357893,23.95685495,24661,18110,5908,71.50765223,26.95466551,27639,19764,7450,32.53952745,-86.64408227,55036,26899,28137,2.7,75.4,18.9,0.3,0.9,0,41016,55317,2838,27824,2024,13.7,20.1,35.3,18,23.2,8.1,15.4,86,9.6,0.1,0.6,1.3,2.5,25.8,24112,74.1,20.2,5.6,0.1,5.2,Alabama,2210,31,-49.47893435,-44.55298672,4.925947628,4.015553456,0.056326768,48.87528163,51.12471837
Avery,NC,77.24565757,20.71960298,8060,6226,1670,75.9396081,23.24660028,9339,7092,2171,36.07569796,-81.92308483,17535,9573,7962,5.1,89,4.2,0.5,0.6,0,14331,37109,3320,21704,2169,14.7,17,29.8,25.7,20.7,14.1,9.7,78.6,12.4,0.6,4.1,0.9,3.4,22.5,6778,78.3,13.2,8.1,0.4,5.5,North Carolina,666,2,-56.52605459,-52.69300782,3.833046774,3.79811805,0.01140576,54.5936698,45.4063302
Avoyelles,LA,67.32404559,30.34798866,16581,11163,5032,69.55817719,28.79366181,17292,12028,4979,31.07796211,-92.00079449,41095,20693,20402,1.8,65.3,30.1,1.2,0.1,0.1,31157,36763,2183,20199,987,23.7,31.7,31.6,24.4,17.4,12.6,14,85.2,9,0.2,2,2,1.6,30.2,14753,75.3,19.7,4.9,0.1,7.7,Louisiana,1774,62,-36.97605693,-40.76451538,-3.78845845,4.316826865,0.150869936,50.35405767,49.64594233
Baca,CO,81.44280968,13.19411486,2107,1716,278,83.90332877,14.27268582,2193,1840,313,37.31940883,-102.5603223,3581,1732,1849,10.5,85.7,1.5,1.1,0,0,2727,35898,2615,22853,1570,19.5,28.7,39.7,19.2,15.3,19,6.8,71.3,9.8,0,9.3,1.3,8.3,14.5,1655,55,25.3,16.9,2.8,4.5,Colorado,38,0,-68.24869483,-69.63064295,-1.381948128,1.061156102,0,48.36637811,51.63362189
Bacon,GA,83.69077307,15.13715711,4010,3356,607,86.07540703,13.38903171,4668,4018,625,31.55456473,-82.45936528,11279,5599,5680,8.5,73.6,14.6,0,0.9,0.2,7903,38824,3793,18856,1372,23.2,34.4,30.7,12,22.4,18.6,16.2,79.1,15.1,1.2,1.3,1.3,2.1,20.4,4345,77.7,16.1,6.2,0,3.1,Georgia,712,18,-68.55361596,-72.68637532,-4.132759361,6.312616367,0.159588616,49.64092561,50.35907439
Bailey,TX,75.28026906,22.25336323,1784,1343,397,77.13052859,21.95253506,1854,1430,407,34.06854817,-102.8299707,7098,3678,3420,62.7,34.6,1.5,0.1,0.9,0.2,3916,43523,7943,18662,3203,22.3,33.8,22.9,20.7,17.4,24,15,69.6,8.2,0,5.9,7.7,8.6,16.5,3157,77.1,11.8,10.4,0.8,2.2,Texas,314,5,-53.02690583,-55.17799353,-2.151087698,4.423781347,0.070442378,51.81741336,48.18258664
Baker,FL,81.47854994,16.71679595,12634,10294,2112,84.5831558,14.46527482,14082,11911,2037,30.33060121,-82.28467476,27537,14422,13115,2.4,81.9,13.8,0.4,0.7,0,20673,59506,4489,22440,1777,17.2,22,29.9,19,26.7,10.6,13.9,84.9,9.1,0,0.1,2.4,3.5,29.9,10567,69.1,26.7,4,0.2,5.8,Florida,1819,24,-64.761754,-70.11788098,-5.356126986,6.605657842,0.087155464,52.37317064,47.62682936
Baker,GA,53.81944444,45.13888889,1440,775,650,57.68488746,41.92926045,1555,897,652,31.32669878,-84.44218806,3251,1547,1704,5.4,52.1,41.3,0.2,0.6,0.5,2512,43867,6318,22270,2612,19.5,19.4,28.5,11.4,27.8,19.9,12.4,88.8,8,0,1.1,0.6,1.5,27.4,1286,70.1,23.1,6.8,0,2.5,Georgia,108,6,-8.680555556,-15.75562701,-7.075071454,3.322054752,0.184558597,47.58535835,52.41464165
Baker,OR,72.65007666,21.00483548,8479,6160,1781,74.06357562,23.60801782,9878,7316,2332,44.70915557,-117.6749883,15980,8156,7824,3.9,91.1,0.9,1,0.8,0.4,12638,43765,3354,25820,1382,15.3,23.8,33.6,15.4,20.6,15.4,15,71.2,13.2,0,5.3,2.9,7.4,16,6354,70.7,18.6,10.4,0.3,7.3,Oregon,152,3,-51.64524118,-50.45555781,1.189683379,0.951188986,0.018773467,51.0387985,48.9612015
