,Neighborhood,Topic,Frequency
1003,Beacon Hill,Crime,0
1004,Downtown,Crime,0
1005,Roxbury,Crime,0
1006,Fenway,Crime,0
1007,Back Bay,Crime,0
1008,South End,Crime,0
1009,Dorchester,Crime,5
1010,South Boston,Crime,0
1011,North End,Crime,0
1012,Downtown,Crime,0
1013,Brighton,Crime,0
1014,Beacon Hill,Crime,0
1015,Roxbury,Crime,5
1016,Roxbury,Crime,0
1017,West Roxbury,Crime,0
1018,Roxbury,Crime,5
1019,Roslindale,Crime,2
1020,Jamaica Plain,Crime,0
1021,Jamaica Plain,Crime,0
1022,Dorchester,Crime,0
1023,North End,Crime,6
1024,Charlestown,Crime,6
1025,Beacon Hill,Crime,1
1026,Dorchester,Crime,1
1027,Downtown,Crime,0
1028,South Boston,Crime,0
1029,Brighton,Crime,9
1030,Roxbury,Crime,9
1031,Jamaica Plain,Crime,9
1032,Dorchester,Crime,9
1033,Beacon Hill,Crime,0
1034,Brighton,Crime,0
1035,Downtown,Crime,1
1036,South End,Crime,2
1037,Fenway,Crime,2
1038,Back Bay,Crime,2
1039,East Boston,Crime,0
1040,Downtown,Crime,1
1041,Roxbury,Crime,1
1042,Dorchester,Crime,1
1043,Mattapan,Crime,1
1044,Beacon Hill,Crime,0
1045,Beacon Hill,Crime,0
1046,South Boston,Crime,0
1047,Beacon Hill,Crime,0
1048,Charlestown,Crime,0
1049,North End,Crime,1
1050,Back Bay,Crime,0
1051,Fenway,Crime,0
1052,Downtown,Crime,0
1053,Brighton,Crime,0
1054,Dorchester,Crime,0
1055,Hyde Park,Crime,0
1056,Brighton,Crime,0
1057,South Boston,Crime,3
1058,Dorchester,Crime,1
1059,Downtown,Crime,0
1060,South End,Crime,0
1061,Roxbury,Crime,0
1062,Dorchester,Crime,0
1063,Mattapan,Crime,0
1064,Dorchester,Crime,1
1065,Brighton,Crime,0
1066,Beacon Hill,Crime,0
1067,Downtown,Crime,0
1068,Back Bay,Crime,0
1069,Jamaica Plain,Crime,0
1070,Brighton,Crime,0
1071,Dorchester,Crime,0
1072,Beacon Hill,Crime,0
1073,Fenway,Crime,0
1074,Brighton,Crime,1
1075,Downtown,Crime,0
1076,Mattapan,Crime,3
1077,Back Bay,Crime,1
1078,Jamaica Plain,Crime,0
1079,Dorchester,Crime,0
1080,Mattapan,Crime,0
1081,Hyde Park,Crime,0
1082,North End,Crime,0
1083,Dorchester,Crime,4
1084,Mattapan,Crime,4
1085,North End,Crime,0
1086,Roslindale,Crime,0
1087,Back Bay,Crime,0
1088,Beacon Hill,Crime,0
1089,Downtown,Crime,0
1090,Charlestown,Crime,0
1091,South End,Crime,0
1092,Allston,Crime,0
1093,Allston,Crime,0
1094,Beacon Hill,Crime,0
1095,East Boston,Crime,0
1096,Fenway,Crime,0
1097,Dorchester,Crime,0
1098,Downtown,Crime,1
1099,Dorchester,Crime,1
1100,Charlestown,Crime,0
1101,South Boston,Crime,1
1102,Dorchester,Crime,1
1103,South Boston,Crime,0
1104,South Boston Waterfront,Crime,0
1105,Fenway,Crime,1
1106,Roxbury,Crime,76
1107,Dorchester,Crime,76
1108,Mattapan,Crime,76
1109,South Boston,Crime,0
1110,South Boston,Crime,0
1111,Fenway,Crime,0
1112,Beacon Hill,Crime,0
1113,Mission Hill,Crime,0
1114,Fenway,Crime,0
1115,South Boston,Crime,0
1116,Brighton,Crime,0
1117,Downtown,Crime,1
1118,Beacon Hill,Crime,0
1119,Charlestown,Crime,0
1120,Dorchester,Crime,0
1121,Fenway,Crime,0
1122,Downtown,Crime,0
1123,Beacon Hill,Crime,0
1124,Fenway,Crime,0
1125,Brighton,Crime,0
1126,Beacon Hill,Crime,0
1127,North End,Crime,0
1128,South End,Crime,0
1129,Roxbury,Crime,0
1130,Mission Hill,Crime,0
1131,Hyde Park,Crime,0
1132,Roxbury,Crime,0
1133,Dorchester,Crime,0
1134,Dorchester,Crime,7
1135,Dorchester,Crime,0
1136,Fenway,Crime,0
1137,Roxbury,Crime,0
1138,Dorchester,Crime,0
1139,Roxbury,Crime,0
1140,Downtown,Crime,0
1141,Roslindale,Crime,0
1142,Downtown,Crime,5
1143,Fenway,Crime,0
1144,Back Bay,Crime,0
1145,Downtown,Crime,0
1146,Jamaica Plain,Crime,0
1147,Dorchester,Crime,0
1148,South Boston,Crime,0
1149,Fenway,Crime,0
1150,South Boston,Crime,0
1151,South End,Crime,0
1152,Roxbury,Crime,0
1153,Dorchester,Crime,0
1154,Dorchester,Crime,7
1155,Beacon Hill,Crime,0
1156,Beacon Hill,Crime,0
1157,Brighton,Crime,0
1158,South End,Crime,0
1159,Dorchester,Crime,0
1160,Dorchester,Crime,0
1161,Beacon Hill,Crime,0
1162,Beacon Hill,Crime,0
1163,Beacon Hill,Crime,0
1164,Downtown,Crime,1
1165,Roslindale,Crime,1
1166,Back Bay,Crime,0
1167,Downtown,Crime,18
1168,Jamaica Plain,Crime,3
1169,Dorchester,Crime,3
1170,Dorchester,Crime,2
1171,Dorchester,Crime,0
1172,Dorchester,Crime,0
1173,Dorchester,Crime,0
1174,Dorchester,Crime,4
1175,Dorchester,Crime,0
1176,Downtown,Crime,0
1177,Dorchester,Crime,10
1178,Dorchester,Crime,11
1179,Dorchester,Crime,5
1180,Roxbury,Crime,3
1181,Roslindale,Crime,3
1182,Dorchester,Crime,18
1183,Roslindale,Crime,4
1184,Dorchester,Crime,0
1185,Dorchester,Crime,6
1186,Roslindale,Crime,11
1187,Dorchester,Crime,0
1188,Dorchester,Crime,0
1189,Fenway,Crime,0
1190,South Boston,Crime,1
1191,South Boston Waterfront,Crime,1
1192,Roxbury,Crime,0
1193,West Roxbury,Crime,0
1194,Roslindale,Crime,4
1195,Roslindale,Crime,3
1196,Roslindale,Crime,5
1197,South Boston,Crime,1
1198,Roslindale,Crime,5
1199,Beacon Hill,Crime,1
1200,Mattapan,Crime,1
1201,Fenway,Crime,0
1202,Roxbury,Crime,5
1203,Roxbury,Crime,9
1204,Roslindale,Crime,9
1205,Dorchester,Crime,0
1206,Jamaica Plain,Crime,0
1207,Dorchester,Crime,0
1208,South Boston,Crime,0
1209,Roslindale,Crime,2
1210,Roslindale,Crime,3
1211,Allston,Crime,0
1212,Roslindale,Crime,29
1213,Beacon Hill,Crime,0
1214,Roslindale,Crime,13
1215,Dorchester,Crime,14
1216,Beacon Hill,Crime,1
1217,Dorchester,Crime,1
1218,Beacon Hill,Crime,0
1219,Dorchester,Crime,0
1220,Dorchester,Crime,2
1221,Brighton,Crime,0
1222,Dorchester,Crime,3
1223,Back Bay,Crime,4
1224,Dorchester,Crime,2
1225,Hyde Park,Crime,2
1226,Charlestown,Crime,1
1227,Dorchester,Crime,0
1228,Mattapan,Crime,0
1229,Hyde Park,Crime,0
1230,Roxbury,Crime,1
1231,Dorchester,Crime,1
1232,Mattapan,Crime,1
1233,Downtown,Crime,0
1234,Roxbury,Crime,1
1235,Beacon Hill,Crime,0
1236,Roxbury,Crime,2
1237,South Boston,Crime,0
1238,South Boston,Crime,0
1239,West End,Crime,0
1240,Allston,Crime,0
1241,Jamaica Plain,Crime,0
1242,Fenway,Crime,1
1243,Fenway,Crime,3
1244,Back Bay,Crime,3
1245,Roxbury,Crime,3
1246,West Roxbury,Crime,3
1247,North End,Crime,1
1248,Roxbury,Crime,16
1249,Fenway,Crime,1
1250,Fenway,Crime,0
1251,Beacon Hill,Crime,6
1252,Roxbury,Crime,2
1253,Charlestown,Crime,1
1254,Roxbury,Crime,1
1255,Jamaica Plain,Crime,1
1256,Dorchester,Crime,1
1257,Roslindale,Crime,1
1258,West Roxbury,Crime,1
1259,Dorchester,Crime,0
1260,Dorchester,Crime,19
1261,South Boston,Crime,0
1262,Hyde Park,Crime,0
1263,Dorchester,Crime,23
1264,Beacon Hill,Crime,0
1265,Allston,Crime,0
1266,Roxbury,Crime,2
1267,Roxbury,Crime,2
1268,Dorchester,Crime,0
1269,Roxbury,Crime,9
1270,Dorchester,Crime,9
1271,Dorchester,Crime,1
1272,Roxbury,Crime,27
1273,Dorchester,Crime,27
1274,Hyde Park,Crime,27
1275,South Boston,Crime,0
1276,Brighton,Crime,0
1277,Back Bay,Crime,1
1278,Beacon Hill,Crime,0
1279,North End,Crime,1
1280,South Boston,Crime,1
1281,South End,Crime,1
1282,Fenway,Crime,0
1283,South Boston,Crime,20
1284,South Boston,Crime,0
1285,South Boston,Crime,0
1286,Back Bay,Crime,1
1287,Dorchester,Crime,1
1288,Dorchester,Crime,0
1289,Beacon Hill,Crime,0
1290,Brighton,Crime,5
1291,Roxbury,Crime,1
1292,Beacon Hill,Crime,0
1293,South End,Crime,0
1294,Roxbury,Crime,3
1295,South Boston,Crime,0
1296,Back Bay,Crime,0
1297,South Boston,Crime,0
1298,Roxbury,Crime,0
1299,South End,Crime,0
1300,Fenway,Crime,1
1301,Downtown,Crime,0
1302,South End,Crime,0
1303,South Boston,Crime,1
1304,South End,Crime,1
1305,Downtown,Crime,0
1306,Mattapan,Crime,0
1307,South Boston,Crime,0
1308,South Boston,Crime,5
1309,Jamaica Plain,Crime,5
1310,Jamaica Plain,Crime,0
1311,Mattapan,Crime,0
1312,South Boston,Crime,0
1313,South End,Crime,0
1314,Brighton,Crime,1
1315,Beacon Hill,Crime,0
1316,Roxbury,Crime,0
1317,Mattapan,Crime,0
1318,South Boston,Crime,0
1319,Brighton,Crime,0
1320,Roslindale,Crime,0
1321,Fenway,Crime,2
1322,South End,Crime,2
1323,Roxbury,Crime,2
1324,Mission Hill,Crime,2
1325,Jamaica Plain,Crime,2
1326,Dorchester,Crime,2
1327,Mattapan,Crime,2
1328,Roxbury,Crime,0
1329,Beacon Hill,Crime,0
1330,Allston,Crime,0
1331,North End,Crime,0
1332,Downtown,Crime,0
1333,East Boston,Crime,0
1334,Brighton,Crime,0
1335,Longwood Medical Area,Crime,0
1336,Downtown,Crime,0
1337,Roxbury,Crime,0
1338,Downtown,Crime,0
1339,Allston,Crime,0
1340,Downtown,Crime,0
1341,Mission Hill,Crime,1
1342,Downtown,Crime,0
1343,Charlestown,Crime,0
1344,Downtown,Crime,1
1345,Roslindale,Crime,0
1346,Beacon Hill,Crime,0
1347,Downtown,Crime,0
1348,Downtown,Crime,0
1349,East Boston,Crime,0
1350,South Boston,Crime,0
1351,Dorchester,Crime,0
1352,Brighton,Crime,0
1353,Back Bay,Crime,0
1354,Beacon Hill,Crime,0
1355,South Boston,Crime,0
1356,Roslindale,Crime,0
1357,South End,Crime,0
1358,Mattapan,Crime,0
1359,Brighton,Crime,0
1360,Back Bay,Crime,0
1361,Beacon Hill,Crime,0
1362,Charlestown,Crime,0
1363,South Boston,Crime,0
1364,South End,Crime,0
1365,Roxbury,Crime,0
1366,West Roxbury,Crime,0
1367,Hyde Park,Crime,0
1368,Downtown,Crime,0
1369,Charlestown,Crime,0
1370,Jamaica Plain,Crime,7
1371,Jamaica Plain,Crime,1
1372,Dorchester,Crime,1
1373,South End,Crime,1
1374,Downtown,Crime,0
1375,Roxbury,Crime,1
1376,Roxbury,Crime,0
1377,Dorchester,Crime,0
1378,Beacon Hill,Crime,0
1379,North End,Crime,7
1380,South End,Crime,0
1381,Back Bay,Crime,0
1382,Roxbury,Crime,0
1383,Mattapan,Crime,0
1384,Roxbury,Crime,0
1385,Beacon Hill,Crime,0
1386,Brighton,Crime,7
1387,Allston,Crime,7
1388,Fenway,Crime,7
1389,Beacon Hill,Crime,7
1390,North End,Crime,7
1391,Charlestown,Crime,7
1392,East Boston,Crime,7
1393,South Boston,Crime,7
1394,Roxbury,Crime,7
1395,Mission Hill,Crime,7
1396,Jamaica Plain,Crime,7
1397,Dorchester,Crime,7
1398,Mattapan,Crime,7
1399,Roslindale,Crime,7
1400,West Roxbury,Crime,7
1401,Hyde Park,Crime,7
