Impacted T,Proportion,Route Ids,Stop Id,Stop Name,Town,Town Id,Tract Id,Geometry,Impacted P,Income,Income Lev
417801,0.52,216,3260,Sea St @ Wall St,QUINCY,243,417801,Point,208,107139,2
"417601,417502,417501,417200,417100,417602","0.75,0.03,0.20,0.12,0.17,0.27","202,210",3052,Hancock St @ Willet St,QUINCY,243,417601,Point,1667,74455,2
"416400,416300,100800,100900","0.06,0.29,0.26,0.35",217,3478,Adams St @ Canton Ave,MILTON,189,416300,Point,785,103392,2
"417601,417501,417200,417100,417602","0.83,0.06,0.02,0.08,0.47","211,212",3203,Elm Ave @ Marlboro St,QUINCY,243,417602,Point,1476,71252,2
"417601,417502,417501,417200,417100,417602","0.75,0.04,0.20,0.13,0.17,0.26","201,202,217,210",3025,Hancock St @ Woodbine St,QUINCY,243,417601,Point,1689,74499,2
"416400,417200","0.08,0.67","215,217,211",3119,W Squantum St @ Bowdoin St,QUINCY,243,417200,Point,1352,79160,2
"416300,416200,140400,101102,101002,101001,100900","0.08,0.03,0.16,0.14,0.29,0.72,0.01","27,30",86434,Cummins Hwy @ Rosewood St,BOSTON,35,101001,Point,1621,53720,2
"417601,417501,417200,417100,417602","0.85,0.07,0.02,0.07,0.46","211,212",3234,Elm Ave @ Marlboro St,QUINCY,243,417602,Point,1487,71061,2
"140400,140106,140107,140105,980700,110403","0.01,0.69,0.01,0.64,0.32,0.22",50,2810,Poplar St @ West St - George Wright GC,BOSTON,35,140105,Point,849,56770,2
"416300,416200,140400,101102,101002,101001,100900","0.07,0.03,0.16,0.17,0.29,0.75,0.01","27,30",16459,Cummins Hwy @ Regis Rd,BOSTON,35,101001,Point,1677,52784,2
417801,0.46,216,3261,Sea St @ Bell St,QUINCY,243,417801,Point,184,107139,2
417801,0.45,216,3268,Sea St opp Macy St,QUINCY,243,417801,Point,180,107139,2
"130300,110501,140106,130404,130406,980700","0.25,0.00,0.06,0.36,0.17,0.30","40,34E,70A,34",611,Washington St @ Maplewood St,BOSTON,35,130300,Point,409,57982,2
"130402,130404","0.46,0.61",35,826,Centre St @ Glenhaven Rd,BOSTON,35,130404,Point,543,72837,2
"130300,110501,140106,130404,130406,980700","0.25,0.00,0.08,0.34,0.16,0.31","40,34E,70A,34",626,Washington St opp Maplewood St,BOSTON,35,130300,Point,400,56911,2
"130402,130404","0.46,0.60",35,769,Centre St opp Glenhaven Rd,BOSTON,35,130404,Point,539,72831,2
"416300,416200,101102,101002,101001,100900","0.20,0.02,0.20,0.60,0.34,0.15","27,24",580,River St @ Fremont St,BOSTON,35,101002,Point,1551,62211,2
"417601,417502,417501,417200,417100,417602","0.73,0.14,0.25,0.17,0.13,0.18","201,202,217,210",3024,Hancock St @ Chester St,QUINCY,243,417601,Point,1802,74812,2
"416300,416200,101102,101002,101001,100900","0.20,0.01,0.21,0.61,0.34,0.15","27,24",10582,River St opp Fremont St,BOSTON,35,101002,Point,1565,61701,2
"417601,416400,417502,417200","0.01,0.03,0.10,0.73","215,217,211",3172,W Squantum St @ Montclair Ave,QUINCY,243,417200,Point,1578,76354,2
"416300,416200,140400,101102,101101,101002,101001,100900","0.12,0.02,0.02,0.28,0.00,0.44,0.64,0.06","28,31,29",11719,Blue Hill Ave opp Babson St,BOSTON,35,101001,Point,1688,54716,2
"416400,416300,100800,101002,100900","0.02,0.32,0.08,0.11,0.73",240,4134,Central Ave @ Central Ave Station,MILTON,189,416300,Point,977,93117,2
"416300,416200,101102,101002,101001,100900","0.24,0.01,0.16,0.71,0.19,0.19","27,24",579,River St @ Gladeside Ave,BOSTON,35,100900,Point,1523,65467,2
"416400,416300,100800,101002,100900","0.02,0.32,0.08,0.11,0.73",240,14211,Central Ave @ Central Ave Station,MILTON,189,416300,Point,977,93117,2
"416300,416200,140400,101102,101002,101001,100900,981100","0.02,0.02,0.25,0.16,0.21,0.87,0.00,0.00","27,30",76434,Cummins Hwy @ Bismark St,BOSTON,35,101001,Point,1796,49635,2
"416300,416200,101102,101002,101001,100900","0.24,0.01,0.15,0.73,0.16,0.20","27,24",583,River St opp Gladeside Ave,BOSTON,35,100900,Point,1512,65837,2
"416300,416200,140400,101102,101002,101001,100900,981100","0.01,0.02,0.24,0.16,0.21,0.87,0.00,0.00","27,30",26459,Cummins Hwy @ Brockton St,BOSTON,35,101001,Point,1775,48934,2
"140400,140300,140105,110403,110201","0.43,0.11,0.80,0.23,0.07","33,32",16498,Hyde Park Ave @ Metropolitan Ave,BOSTON,35,140400,Point,1489,80771,2
"140400,140300,140105,110403,110201","0.44,0.11,0.78,0.23,0.08","33,32",6473,Hyde Park Ave @ Collins Street,BOSTON,35,140400,Point,1494,80220,2
"417601,416400,417502,417501,417200","0.02,0.02,0.14,0.00,0.73","215,217,211",3121,W Squantum St opp Harriet Ave,QUINCY,243,417200,Point,1632,75962,2
"416300,416200,140400,101102,101101,101002,101001,100900","0.12,0.02,0.01,0.31,0.00,0.46,0.63,0.07","28,31,29",1723,Blue Hill Ave @ Babson St,BOSTON,35,101002,Point,1721,54617,2
"417601,417501,417200,417100,417602","0.93,0.13,0.01,0.02,0.45","211,212",3204,Elm Ave @ Willow St,QUINCY,243,417602,Point,1550,70400,2
"416300,416200,140400,140300,101102,101002,101001,981100","0.00,0.01,0.35,0.00,0.07,0.08,0.93,0.01","27,30",66434,Cummins Hwy @ Harmon St,BOSTON,35,101001,Point,1753,49126,2
417801,0.40,216,3262,Sea St @ Thomas St,QUINCY,243,417801,Point,160,107139,2
"416400,416300,100800,100900","0.04,0.23,0.31,0.54",217,3477,Adams St @ Eliot St,MILTON,189,416300,Point,944,95961,2
"416400,416300,100800,100900","0.04,0.22,0.31,0.54",217,3474,Adams St @ Eliot St,MILTON,189,416300,Point,938,95540,2
"416300,416200,140400,140300,101102,101002,101001,981100","0.00,0.00,0.34,0.00,0.08,0.08,0.93,0.01","27,30",36459,Cummins Hwy @ Hallowell St,BOSTON,35,101001,Point,1740,48613,2
"417601,417501,417200,417100,417602","0.94,0.14,0.01,0.02,0.44","211,212",3233,Elm Ave @ Willow St,QUINCY,243,417601,Point,1561,70442,2
"417601,417502,417501,417200,417100,417602","0.69,0.23,0.29,0.20,0.09,0.13","201,202,217,210",3023,Hancock St @ Linden St,QUINCY,243,417601,Point,1879,75115,2
"417601,417502,417501,417200,417100,417602","0.69,0.24,0.29,0.21,0.09,0.12","202,210",3054,Hancock St opp Linden St,QUINCY,243,417601,Point,1902,75152,2
"416300,416200,140400,101102,101002,101001,100900","0.25,0.09,0.11,0.00,0.22,0.40,0.03",245,4352,Blue Hills Pkwy @ Curtis Rd,MILTON,189,416200,Point,1124,74675,2
"130300,130404,130406,980700","0.04,0.59,0.54,0.15","34E,70A,34",624,Washington St @ Woodley Ave,BOSTON,35,130404,Point,658,55657,2
"416300,416101,101002,100900","0.60,0.00,0.04,0.30",240,4208,Central Ave @ Valley Rd,MILTON,189,416300,Point,630,117995,2
"140400,140300,140107,140105,980700","0.21,0.39,0.19,0.79,0.04","33,32",6504,Hyde Park Ave @ Greenwood Ave,BOSTON,35,140105,Point,1306,74841,2
"500103,500104,501101","0.60,0.02,0.00",,111224,Wash Blvd from Med Ctr to Rockland House Rd (FLAG),HULL,142,500103,Point,66,71641,2
"500103,500104,501101","0.60,0.02,0.00",,111222,Wash Blvd from Rockland House Rd to Med Ctr (FLAG),HULL,142,500103,Point,66,71641,2
"140400,140300,140107,140105,980700","0.21,0.39,0.19,0.79,0.03","33,32",6471,Hyde Park Ave @ Thatcher St,BOSTON,35,140105,Point,1306,75306,2
"417701,417601,417200,417100,417602","0.01,0.43,0.02,0.25,0.55","202,211,210,212",3049,Hancock St @ Merrymount Ave,QUINCY,243,417602,Point,1259,76312,2
"402101,130402,130404,130406","0.04,0.38,0.57,0.04",35,767,Centre St @ Linden Rd,BOSTON,35,130402,Point,513,72598,2
"417701,417601,417200,417100,417602","0.01,0.44,0.03,0.25,0.55","217,211,212,202,210,000",3028,757 Hancock St,QUINCY,243,417602,Point,1289,76206,2
"416400,417200,417100","0.11,0.54,0.13","217,211",3114,Wilson Ave @ Harvard St,QUINCY,243,417200,Point,1240,85172,2
"416300,416101,101002,100900","0.59,0.00,0.04,0.32",240,4138,Central Ave @ Valley Rd,MILTON,189,416300,Point,639,116897,2
"416400,417200,417100","0.11,0.54,0.13","217,211",3178,Harvard St @ Wilson Ave,QUINCY,243,417200,Point,1240,85172,2
"130300,130404,130406,980700","0.05,0.59,0.51,0.15","34E,70A,34",613,Washington St @ Weymouth Ave,BOSTON,35,130404,Point,641,56334,2
"416400,416300,416101,100800,100900","0.10,0.37,0.01,0.15,0.08",217,3472,Opp 191 Adams St,MILTON,189,416300,Point,516,121552,2
"416400,416300,416101,100800,100900","0.10,0.37,0.01,0.15,0.08",217,3479,191 Adams St,MILTON,189,416300,Point,516,121552,2
"417802,417801","0.09,0.59",216,3257,Sea St @ Rockland St,QUINCY,243,417801,Point,254,96475,2
"417802,417801","0.08,0.59",216,3271,Sea St @ Winthrop St,QUINCY,243,417801,Point,252,97518,2
"417802,417801","0.07,0.59",216,3258,Sea St @ Darrow St,QUINCY,243,417801,Point,250,98593,2
"417601,416400,417502,417501,417200,417100,417602","0.23,0.00,0.04,0.01,0.47,0.44,0.01","217,211",3107,Highland Ave @ N Central Ave,QUINCY,243,417200,Point,1671,81862,2
"417802,417801","0.06,0.60",216,3270,Sea St opp Darrow St,QUINCY,243,417801,Point,252,99814,2
"417802,417801","0.12,0.56",216,3272,Sea St @ Malvern St,QUINCY,243,417801,Point,248,92921,2
"417802,417801","0.12,0.55",216,3256,Sea St opp Malvern St,QUINCY,243,417801,Point,244,92708,2
"416400,417200","0.34,0.16",215,3365,Granite Ave @ Hope Ave,MILTON,189,416400,Point,465,108554,2
"417601,416400,417502,417501,417200,417100,417602","0.23,0.00,0.04,0.02,0.48,0.42,0.01","217,211",3185,Highland Ave @ N Central Ave,QUINCY,243,417200,Point,1680,81540,2
"417802,417801","0.26,0.33",216,3276,Sea St opp Peterson Rd,QUINCY,243,417801,Point,184,71634,2
"416300,416200,140400,101102,101002,101001,100900","0.12,0.09,0.25,0.00,0.18,0.53,0.00","33,24",16365,River St @ Tesla St,BOSTON,35,101001,Point,1331,63158,2
"416400,417200,417100","0.12,0.55,0.10","217,211",3115,Harvard St @ Hamilton Ave,QUINCY,243,417200,Point,1234,84993,2
"416300,416200,140400,101102,101002,101001,100900","0.13,0.09,0.25,0.00,0.18,0.53,0.00","33,24",16369,River St @ Violante St,BOSTON,35,101001,Point,1337,63832,2
"416400,417200","0.34,0.16",215,3384,Granite Ave opp Hope Ave,MILTON,189,416400,Point,465,108554,2
"417802,417801","0.16,0.48",216,3273,Sea St @ Newton St,QUINCY,243,417801,Point,224,86997,2
"417802,417801","0.17,0.47",216,3255,Sea St opp Newton St,QUINCY,243,417801,Point,222,85738,2
"416400,417200,417100","0.12,0.56,0.09","217,211",3177,Harvard St @ Hamilton Ave,QUINCY,243,417200,Point,1244,84662,2
"417601,417200,417100,417602","0.55,0.03,0.23,0.51","217,211,212,202,210,000",3027,Hancock St @ Wentworth Rd,QUINCY,243,417602,Point,1332,75106,2
"416300,416200,140400,101102,101002,101001,100900","0.23,0.07,0.09,0.01,0.27,0.46,0.04","28,31,24,33,29,27,245,30",1721,Blue Hills Pkwy @ River St,MILTON,189,416200,Point,1215,70129,2
"416400,417200,417100","0.07,0.62,0.14","217,211",3179,Wilson Ave @ Bowdoin St,QUINCY,243,417200,Point,1390,82316,2
"423100,500103,501101","0.00,0.58,0.00",,111830,Atlantic Ave - School St to Nantasket Ave (FLAG),HULL,142,500103,Point,56,71193,2
"423100,500103,501101","0.00,0.58,0.00",,111232,Atlantic Ave - Nantasket Ave to School St (FLAG),HULL,142,500103,Point,56,71193,2
"416400,417200","0.26,0.31",215,33634,Squantum St @ Amsterdam Ave,MILTON,189,416400,Point,724,97077,2
"417802,417801","0.20,0.39",216,3274,Sea St @ Manet Ave,QUINCY,243,417801,Point,196,79827,2
"418102,418101,418200,416400,417200,417100","0.16,0.02,0.05,0.11,0.03,0.45","217,215",3395,Robertson St @ Adams St,QUINCY,243,418200,Point,712,93129,2
"417701,417702,418101,417100,417602","0.45,0.05,0.44,0.03,0.21","217,211,245",3093,Adams St @ Alleyne St,QUINCY,243,417701,Point,1297,70588,2
"418102,418101,418200,416400,417200,417100","0.16,0.02,0.05,0.11,0.03,0.46","217,215",3354,Robertson St @ Adams St,QUINCY,243,418200,Point,722,93202,2
"402102,402400,402101,130402,130404,130406","0.24,0.10,0.11,0.05,0.15,0.24","35,70A,34E,34",71618,38 Washington St opp Sumner St,DEDHAM,73,402101,Point,487,71925,2
"416300,416200,416101","0.40,0.04,0.08",245,4406,Brook Rd @ Canton Ave,MILTON,189,416300,Point,300,140729,3
"416300,416200,416101","0.40,0.04,0.08",245,4403,Brook Rd @ Canton Ave,MILTON,189,416300,Point,300,140729,3
"417701,417702,417801,417602","0.22,0.85,0.00,0.06","216,214",3241,Sea St opp Overlook Rd,QUINCY,243,417702,Point,783,75350,2
"402102,402400,402101,130402,130404,130406","0.20,0.00,0.05,0.08,0.37,0.57",35,763,Stimson St @ Washington St,BOSTON,35,130404,Point,743,62996,2
"402102,402400,402101,130402,130404,130406","0.20,0.00,0.05,0.08,0.37,0.57",35,832,Stimson St @ Washington St,BOSTON,35,130404,Point,743,62996,2
"416300,416200,416101","0.42,0.22,0.01",245,4346,Brook Rd @ Standish Rd,MILTON,189,416300,Point,407,130822,3
"416400,416300,416101","0.04,0.34,0.09",245,4407,Brook Rd @ Randolph Ave,MILTON,189,416300,Point,259,142116,3
"416400,416300,416101","0.04,0.33,0.09",245,4402,Brook Rd @ Randolph Ave,MILTON,189,416300,Point,253,142103,3
"416300,416200,416101","0.44,0.13,0.04",240,4205,324 Central Ave,MILTON,189,416300,Point,369,135494,3
"417701,417702,417801,417602","0.20,0.86,0.00,0.06","216,214",3287,Sea St @ Overlook Rd,QUINCY,243,417702,Point,760,75596,2
"416400,417200","0.43,0.00",217,3487,Adams St @ Governors Rd,MILTON,189,416400,Point,190,124960,2
"416200,140400,140300,140202,140107,140105","0.07,0.05,0.73,0.17,0.09,0.20","33,24",6360,River St @ Metropolitan Ave,BOSTON,35,140300,Point,1160,64342,2
"417702,417901,417802,417801","0.18,0.01,0.30,0.24","216,214",3322,Palmer St opp Utica St,QUINCY,243,417801,Point,257,66245,2
"416400,417200","0.43,0.00",217,3464,Adams St @ Libby Rd,MILTON,189,416400,Point,190,124960,2
"416300,416200,416101","0.45,0.12,0.04",240,4141,Central Ave @ Allerton Rd,MILTON,189,416300,Point,368,136075,3
"417701,418101,417601,417100,417602","0.15,0.23,0.00,0.39,0.41","217,211",3096,Newport Ave opp Willow Ave,QUINCY,243,417602,Point,1196,81073,2
"416200,140400,140300,140202,140107,140105","0.07,0.06,0.72,0.16,0.08,0.20","33,24",6376,River St @ Metropolitan Ave,BOSTON,35,140300,Point,1153,64270,2
416400,0.43,217,3486,Adams St @ Rowe St,MILTON,189,416400,Point,190,124960,2
416400,0.43,217,3465,Adams St @ Squantum St,MILTON,189,416400,Point,190,124960,2
"416400,416300,416101","0.43,0.00,0.00",217,3485,Adams St @ Centre St,MILTON,189,416400,Point,190,124960,2
"416400,416300","0.43,0.00",217,3466,Adams St @ Cary Ave,MILTON,189,416400,Point,190,124960,2
"140400,140300,140202,140107,140105,980700","0.00,0.59,0.02,0.71,0.42,0.06","33,32",6467,Hyde Park Ave @ Harvard Ave,BOSTON,35,140300,Point,1143,66164,2
"402102,402400,402101,130402,130404,130406","0.14,0.00,0.07,0.12,0.40,0.51",35,831,80 Stimson St,BOSTON,35,130404,Point,706,64030,2
"402102,402400,402101,130402,130404,130406","0.14,0.00,0.07,0.12,0.40,0.50",35,764,85 Stimson St,BOSTON,35,130404,Point,699,64168,2
"416300,416200,416101,101002","0.45,0.21,0.01,0.01",245,4347,Brook Rd @ Windsor Rd,MILTON,189,416300,Point,430,130435,3
"416400,416300,416101","0.39,0.04,0.01",217,3467,352 Adams St,MILTON,189,416400,Point,201,127086,3
"416400,416300,416101","0.39,0.04,0.01",217,3484,349 Adams St,MILTON,189,416400,Point,201,127086,3
"417701,418101,417601,417100,417602","0.12,0.20,0.02,0.43,0.42","217,211",3097,Newport Ave opp Oakland Ave,QUINCY,243,417602,Point,1195,82013,2
"416300,416200,416101,101002","0.45,0.21,0.01,0.01",245,4360,Brook Rd opp Windsor Rd,MILTON,189,416300,Point,430,130435,3
"402102,140102,130404,130406,980700","0.10,0.04,0.06,0.83,0.27",40,1613,W Boundary Rd @ Ohrenberger School,BOSTON,35,130406,Point,705,42058,2
"402102,402101,130402,130404,130406","0.15,0.03,0.07,0.43,0.71","34E,70A,34",621,Washington St @ Grove St,BOSTON,35,130406,Point,830,60820,2
"418101,418200,416400,417200,417100","0.01,0.01,0.05,0.22,0.85","217,245",3491,Beale St @ Pine St,QUINCY,243,417100,Point,1325,95105,2
"418101,418200,416400,417200,417100","0.01,0.01,0.04,0.23,0.87",217,3460,Beale St @ Pine St,QUINCY,243,417100,Point,1360,94734,2
"417701,418101,417601,417100,417602","0.11,0.19,0.03,0.44,0.42","217,211",3195,Newport Ave @ Oakland Ave,QUINCY,243,417100,Point,1192,82249,2
"402102,402101,130402,130404,130406","0.14,0.03,0.07,0.44,0.70","35,70A,34E,34",616,Washington St @ Grove St,BOSTON,35,130404,Point,821,60884,2
"416400,416300,416101","0.35,0.07,0.02",217,3468,320 Adams St,MILTON,189,416400,Point,205,128809,3
"416400,416300,416101","0.35,0.07,0.02",217,3483,321 Adams St,MILTON,189,416400,Point,205,128809,3
"418200,416400,417200,417100","0.00,0.38,0.10,0.00",215,3361,Granite Ave @ Wood St,MILTON,189,416400,Point,365,114279,2
"416200,140400,140300,140202,140105","0.10,0.17,0.64,0.13,0.14","33,24",6375,River St @ Huntington Ave,BOSTON,35,140300,Point,1162,63862,2
"416200,140400,140300,140202,140105","0.10,0.17,0.63,0.13,0.14","33,24",16360,River St @ Maida Terr,BOSTON,35,140300,Point,1152,64016,2
"417702,417802,417801","0.19,0.27,0.25","216,214",3292,Palmer St @ Sea St,QUINCY,243,417801,Point,247,68847,2
"140300,140107,140105,980700","0.35,0.78,0.50,0.16",50,2815,Austin St @ Myopia Rd,BOSTON,35,140107,Point,967,66526,2
"417702,417802,417801","0.12,0.35,0.26",216,3279,576 Sea St,QUINCY,243,417801,Point,233,63809,2
"417702,417802,417801","0.19,0.27,0.25","216,214",3323,Palmer St @ Sea St,QUINCY,243,417801,Point,247,68847,2
"418200,416400,417200,417100","0.00,0.38,0.10,0.00",215,3388,Granite Ave opp Wood St,MILTON,189,416400,Point,365,114279,2
"417702,417802,417801","0.15,0.31,0.26",216,3249,565 Sea St,QUINCY,243,417801,Point,240,66492,2
"417702,417802,417801","0.19,0.27,0.25",216,3248,Sea St @ Palmer St,QUINCY,243,417801,Point,247,68847,2
"417702,417802,417801","0.19,0.27,0.25",216,3280,Sea St @ Gannett Rd,QUINCY,243,417801,Point,247,68847,2
"417701,417702,418101,417100,417602","0.21,0.02,0.13,0.21,0.53","202,211,210,212",3046,Hancock St opp Saint Anns Rd,QUINCY,243,417602,Point,1127,77099,2
"416200,140400,140300,140202,140107,140105,980700","0.00,0.01,0.59,0.01,0.62,0.50,0.06","33,32",6507,Hyde Park Ave @ West St,BOSTON,35,140300,Point,1172,67267,2
"416200,140400,140300,140202,140105","0.12,0.28,0.53,0.11,0.07","33,24",6374,River St @ Reddy Ave,BOSTON,35,140300,Point,1164,63786,2
"417701,417702,418101,417100,417602","0.20,0.02,0.12,0.22,0.54","217,211,212,202,210,000,000",3031,Hancock St @ Saint Anns Rd,QUINCY,243,417602,Point,1123,77439,2
"416200,140400,140300,140202,140105","0.12,0.28,0.52,0.10,0.06","33,24",6361,920 River St opp Reddy Ave,BOSTON,35,140300,Point,1139,63443,2
"416200,140400,140300,140202,140107,140105,980700","0.00,0.02,0.59,0.01,0.59,0.52,0.05","33,32",6468,Hyde Park Ave @ West St,BOSTON,35,140300,Point,1190,67919,2
"417702,417802,417801","0.23,0.22,0.24","216,214",3281,Sea St @ Albatross Rd,QUINCY,243,417801,Point,253,71918,2
"417701,417702,417801,417602","0.03,0.89,0.03,0.04","216,214",3286,Sea St @ Samoset Ave,QUINCY,243,417702,Point,527,78789,2
"417701,417702,417801,417602","0.02,0.89,0.03,0.04","216,214",3242,Sea St opp Samoset Ave,QUINCY,243,417702,Point,513,78948,2
"416400,417200,417100","0.37,0.11,0.00",215,3362,Granite Ave @ Emerson Rd,MILTON,189,416400,Point,380,113211,2
"416300,416200,416101,140400,101002,101001","0.43,0.21,0.00,0.00,0.05,0.03",245,4348,250 Brook Rd,MILTON,189,416300,Point,497,121527,2
"416300,416200,416101,140400,101002,101001","0.43,0.21,0.00,0.00,0.05,0.03",245,4359,Opp 250 Brook Rd,MILTON,189,416300,Point,497,121527,2
"417702,417802,417801","0.26,0.20,0.24","216,214",3247,Sea St @ Braintree Ave,QUINCY,243,417801,Point,263,73497,2
"416400,417200,417100","0.37,0.11,0.00",215,3387,Granite Ave opp Emerson Rd,MILTON,189,416400,Point,380,113211,2
"500103,501101","0.34,0.08",,114886,Wash Blvd from Rockland St to Hull Med Ctr (FLAG),HULL,142,500103,Point,55,84561,2
"418101,417601,416400,417200,417100,417602","0.02,0.05,0.01,0.23,0.94,0.04","217,245",3493,Beale St @ S Central Ave,QUINCY,243,417100,Point,1506,92377,2
"500103,501101","0.34,0.08",,114896,Wash Blvd from Hull Med Ctr to Rockland St (FLAG),HULL,142,500103,Point,55,84561,2
"418101,417601,416400,417200,417100,417602","0.01,0.06,0.01,0.23,0.93,0.05","217,211",3458,Beale St @ N Central Ave,QUINCY,243,417100,Point,1506,92126,2
"416400,416300,416101,100800","0.27,0.14,0.03,0.01",217,3469,Adams St @ Fontbonne Academy,MILTON,189,416400,Point,228,131174,3
"416400,416300,416101,100800","0.27,0.14,0.03,0.01",217,3482,Adams St @ Fontbonne Academy,MILTON,189,416400,Point,228,131174,3
"402102,140102,130404,130406,980700","0.05,0.02,0.09,0.75,0.32",40,1612,W Boundary Rd @ Cedarcrest Ln,BOSTON,35,980700,Point,620,38635,1
"418101,417601,416400,417200,417100,417602","0.01,0.06,0.01,0.24,0.93,0.04","217,211",31861,N Central @ Beale St,QUINCY,243,417100,Point,1516,92118,2
"402102,402101,130402,130404,130406","0.06,0.02,0.11,0.53,0.69",35,993,Grove St @ Overlook Rd,BOSTON,35,130404,Point,829,60895,2
"416300,416200,416101,100900","0.57,0.05,0.03,0.02",240,4206,Central Ave opp Hinckley Rd,MILTON,189,416300,Point,402,138373,3
"417702,417802,417801","0.38,0.10,0.22","216,214",3246,455 Sea St,QUINCY,243,417702,Point,294,80105,2
"416300,416200,140400,101002,101001","0.40,0.20,0.01,0.08,0.09",245,4349,Brook Rd @ Brandon Rd,MILTON,189,416300,Point,593,111245,2
"416200,140400,140300,140202,101001,140105","0.15,0.41,0.40,0.05,0.01,0.00","33,24",6362,River St opp Wood Ave,BOSTON,35,140300,Point,1160,63423,2
"416400,416300,416101,100800","0.23,0.18,0.03,0.02",217,3481,Adams St @ Dudley Lane,MILTON,189,416400,Point,247,131790,3
"417702,417801,417602","0.80,0.08,0.01","216,214",3243,227 Sea St,QUINCY,243,417702,Point,433,81069,2
"402102,140102,130404,130406,980700","0.03,0.01,0.11,0.73,0.34",40,1623,W Boundary Rd @ Cedarcrest Rd,BOSTON,35,130406,Point,596,37413,1
"140400,140300,140107,140105,980700","0.01,0.37,0.65,0.65,0.12","40,50",2786,Summer St @ West St,BOSTON,35,140107,Point,1058,70114,2
"416300,416200,416101,100900","0.58,0.05,0.03,0.02",240,4140,Central Ave @ Hinckley Rd,MILTON,189,416300,Point,408,138437,3
"416300,416200,140400,101002,101001","0.29,0.21,0.08,0.09,0.19",245,4351,Brook Rd @ Blue Hills Pkwy,MILTON,189,416300,Point,764,94619,2
"417702,417802,417801","0.62,0.01,0.17","216,214",13245,Sea St @ Moffat St,QUINCY,243,417702,Point,373,83969,2
"416300,416200,140400,101002,101001,100900","0.39,0.19,0.01,0.09,0.11,0.00",245,4358,Brook Rd @ Saint Marys Rd,MILTON,189,416300,Point,615,108360,2
"402102,402101,130402,130404,130406,980700","0.05,0.00,0.05,0.55,0.79,0.03","34E,70A,34",622,Washington St @ Desoto Rd,BOSTON,35,130404,Point,863,57893,2
"417702,417802,417801","0.03,0.46,0.30",216,3250,Sea St @ Lee St,QUINCY,243,417801,Point,227,59140,2
"402102,402400,402101,130402,130404,130406","0.02,0.00,0.12,0.24,0.42,0.23",35,830,Stimson St @ Centre St,BOSTON,35,130404,Point,527,69424,2
"417702,417802,417801","0.03,0.46,0.30",216,3278,Sea St @ Post Island Rd,QUINCY,243,417801,Point,227,59140,2
"417702,417801,417602","0.71,0.13,0.00","216,214",3244,Sea St @ Barbour Terr,QUINCY,243,417702,Point,399,82967,2
"416300,416200,140400,101002,101001","0.19,0.21,0.18,0.08,0.24",,111729,Blue Hill Ave - Tucker St to Brush Hill Rd (FLAG),MILTON,189,416200,Point,897,83433,2
"417702,417801,417602","0.74,0.11,0.00","216,214",3284,Sea St @ Algonquin Rd,QUINCY,243,417702,Point,406,82242,2
"416400,416300,416101,100800","0.22,0.19,0.03,0.03",217,3470,Adams St @ Forbes Rd,MILTON,189,416300,Point,261,131246,3
"417702,417802,417801","0.56,0.01,0.19","216,214",32831,Sea St @ Norton Rd,QUINCY,243,417801,Point,352,85007,2
"417701,418101,417601,417200,417100,417602","0.02,0.08,0.14,0.04,0.52,0.44","217,211",3098,Newport Ave opp Warren Ave,QUINCY,243,417100,Point,1254,83631,2
"417702,417802,417801","0.47,0.04,0.21","216,214",3283,410 Sea St,QUINCY,243,417801,Point,322,83995,2
"423100,500103,501101","0.02,0.45,0.03",,111236,Nantasket Ave from School St to Rockland St (FLAG),HULL,142,500103,Point,69,77844,2
"423100,500103,501101","0.02,0.45,0.03",,111826,Nantasket Ave from Rockland St to School St (FLAG),HULL,142,500103,Point,69,77844,2
"417702,417802,417801","0.52,0.02,0.20","216,214",3245,405 Sea St,QUINCY,243,417702,Point,338,84866,2
"416300,416200,140400,101002,101001,100900","0.36,0.19,0.03,0.10,0.15,0.00",245,4350,Brook Rd @ Briarfield Rd,MILTON,189,416300,Point,685,102152,2
"402102,402101,130402,130404,130406,980700","0.04,0.00,0.05,0.57,0.78,0.03","34E,70A,34",615,Washington St opp Desoto Rd,BOSTON,35,130404,Point,858,58039,2
"402102,402400,402101,130402,130404,130406","0.02,0.00,0.12,0.26,0.43,0.20",35,765,2550 Centre St,BOSTON,35,130402,Point,522,70164,2
"417701,418101,417601,417200,417100,417602","0.02,0.07,0.15,0.05,0.52,0.44","217,211",3194,Newport Ave @ Warren Ave,QUINCY,243,417100,Point,1274,83488,2
"416300,416200,140400,101002,101001","0.20,0.21,0.18,0.08,0.25",,111738,Blue Hill Ave - Brush Hill Rd to Tucker St (FLAG),MILTON,189,416200,Point,915,83650,2
"416200,140400,140300,140202,101001","0.15,0.44,0.35,0.03,0.07","33,24",6373,River St @ George St,BOSTON,35,140400,Point,1207,62709,2
"416300,416200,140400,101002,101001","0.26,0.19,0.11,0.10,0.23",245,43551,Blue Hills Pkwy @ Austin St,MILTON,189,416200,Point,835,88799,2
"417701,417702,418101,417601,417200,417100,417602","0.12,0.00,0.05,0.07,0.00,0.26,0.61","202,211,210,212",3047,Hancock St opp Standish Ave,QUINCY,243,417602,Point,1112,78564,2
"140400,140300,140107,140105,980700","0.01,0.29,0.62,0.71,0.15","40,50",2787,West St @ Austin St,BOSTON,35,140107,Point,1009,70960,2
