name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type
Delfino Restaurant,42.2870194,-71.1295,"754 South Street, Roslindale",OPERATIONAL,False,4.7,319,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pleasant Cafe,42.27871039999999,-71.13673849999999,"4515 Washington Street, Roslindale",OPERATIONAL,False,4.5,594,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Domino's Pizza,42.2750127,-71.14004919999999,"4640 Washington Street, Roslindale",OPERATIONAL,False,2.7,145,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Birch Street Bistro,42.28686939999999,-71.12995,"14 Birch Street, Roslindale",OPERATIONAL,False,4.5,192,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Himalayan Bistro,42.28743120000001,-71.1497486,"1735 Centre Street, West Roxbury",OPERATIONAL,False,4.2,256,GOOGLE,"restaurant,food,point_of_interest,establishment"
Village Sushi & Grill,42.2864926,-71.130048,"14 Corinth Street, Roslindale",OPERATIONAL,False,4.4,137,GOOGLE,"restaurant,food,point_of_interest,establishment"
Sophia's Grotto,42.2866713,-71.1301665,"22 Birch Street, Roslindale",OPERATIONAL,False,4.5,324,GOOGLE,"restaurant,food,point_of_interest,establishment"
Porter Cafe,42.287384,-71.149222,"1723 Centre Street, West Roxbury",OPERATIONAL,False,4.6,208,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
"Real Deal, LLC",42.2856569,-71.1555497,"1882 Centre Street, West Roxbury",OPERATIONAL,False,4.2,319,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Corrib Pub & Restaurant,42.2808105,-71.1579412,"2030 Centre Street, West Roxbury",OPERATIONAL,False,4.3,331,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Rox Diner,42.2860648,-71.15577929999999,"1881 Centre Street, West Roxbury",OPERATIONAL,False,4.6,411,GOOGLE,"restaurant,food,point_of_interest,establishment"
I Love Nick's,42.276264,-71.1389001,"4590 Washington Street, Roslindale",OPERATIONAL,False,3.7,131,GOOGLE,"restaurant,food,point_of_interest,establishment"
Stash's Pizza,42.285871,-71.145228,"330 Belgrade Avenue, Roslindale",OPERATIONAL,False,4.0,223,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Phu-Ket Thai Restaurant,42.28608729999999,-71.1545179,"1856 Centre Street #1901, West Roxbury",OPERATIONAL,False,4.4,110,GOOGLE,"restaurant,food,point_of_interest,establishment"
Comella's Restaurants,42.286156,-71.15393159999999,"1844 Centre Street, Boston",OPERATIONAL,False,4.2,144,GOOGLE,"restaurant,food,point_of_interest,establishment"
Blue Star,42.286434,-71.130365,"11 Corinth Street, Roslindale",OPERATIONAL,False,4.3,215,GOOGLE,"restaurant,food,point_of_interest,establishment"
bp,42.2870823,-71.150483,"1744 Centre Street, Boston",OPERATIONAL,False,3.3,22,GOOGLE,"gas_station,atm,car_wash,convenience_store,finance,restaurant,food,point_of_interest,store,establishment"
Hong Kong 888 Cafe,42.288581,-71.13436899999999,"888 South Street, Roslindale",OPERATIONAL,False,4.2,109,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Somtum Modern Thai Cuisine,42.2853807,-71.1558482,"1894 Centre Street, West Roxbury",OPERATIONAL,False,4.5,82,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.287273,-71.152667,"1810 Centre Street, West Roxbury",OPERATIONAL,False,4.3,204,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
DeNo's Pizza & Subs,42.280246,-71.158057,"2040 Centre Street, West Roxbury",OPERATIONAL,False,3.9,159,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Imperial Kitchen Inc,42.2858476,-71.1290789,"50 Corinth Street, Roslindale",OPERATIONAL,False,3.7,130,GOOGLE,"restaurant,food,point_of_interest,establishment"
Westbury Restaurant,42.28628399999999,-71.15383,"1836 Centre Street, West Roxbury",OPERATIONAL,False,4.0,72,GOOGLE,"restaurant,food,point_of_interest,establishment"
Christo's Pizza,42.28752980000001,-71.1507118,"1761 Centre Street, West Roxbury",OPERATIONAL,False,4.0,60,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Burger King,42.2759781,-71.1391555,"4594 Washington Street, Roslindale",OPERATIONAL,False,3.3,599,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pu Pu Restaurant,42.27987549999999,-71.1582991,"3328, 2060 Centre Street, West Roxbury",OPERATIONAL,False,4.5,168,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Mi Finca Mexican Food & Pizzeria - UNDER NEW MANAGEMENT,42.28572140000001,-71.1292568,"4249 Washington Street, Roslindale",OPERATIONAL,False,4.1,157,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Dunkin',42.2752109,-71.1395608,"4610 Washington Street, Roslindale",OPERATIONAL,False,3.4,141,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Golden House Chinese Restaurant in Roslindale,42.2816293,-71.1335939,"4403 Washington Street, Roslindale",OPERATIONAL,False,4.5,127,GOOGLE,"restaurant,food,point_of_interest,establishment"
Checkmate Cafe,42.2884556,-71.1349111,"902 South Street, Roslindale",OPERATIONAL,False,4.3,139,GOOGLE,"cafe,meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Tony's Market,42.28217599999999,-71.13295049999999,"4381 Washington Street, Roslindale",OPERATIONAL,False,4.7,62,GOOGLE,"grocery_or_supermarket,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Shanti Restaurant - Roslindale,42.2871961,-71.1276206,"4197 Washington Street, Roslindale",OPERATIONAL,False,4.3,197,GOOGLE,"restaurant,food,point_of_interest,establishment"
Thai Spice,42.28745019999999,-71.1502849,"1745 Centre Street, West Roxbury",OPERATIONAL,False,3.9,62,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Bani Restaurant,42.278353,-71.13723499999999,"4541 Washington Street, Roslindale",OPERATIONAL,False,4.3,152,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
J.J. Brannelly's,42.280242,-71.13436779999999,"4432 Washington Street, Roslindale",OPERATIONAL,False,4.3,73,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Dunkin',42.2879119,-71.12699119999999,"4175 Washington Street, Roslindale",OPERATIONAL,False,4.2,306,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Las Palmas Restaurant & Catering,42.283413,-71.13163399999999,"4337 Washington Street, Roslindale",OPERATIONAL,False,4.1,55,GOOGLE,"restaurant,food,point_of_interest,establishment"
Roslindale House of Pizza,42.2878547,-71.12647179999999,"4168 Washington Street, Roslindale",OPERATIONAL,False,4.2,187,GOOGLE,"restaurant,food,point_of_interest,establishment"
Obosa Restaurant,42.2860974,-71.1367909,"146 Belgrade Avenue, Roslindale",OPERATIONAL,False,4.7,57,GOOGLE,"restaurant,food,point_of_interest,establishment"
Subway,42.2857982,-71.12849659999999,"4238-4244 Washington Street, Roslindale",OPERATIONAL,False,4.3,59,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Los Amigos Taqueria,42.2874124,-71.15023029999999,"1743 Centre Street, West Roxbury",OPERATIONAL,False,4.4,289,GOOGLE,"restaurant,food,point_of_interest,establishment"
Exodus Bagels,42.2862193,-71.1451197,"2 McCraw Street, Roslindale",OPERATIONAL,False,5.0,7,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment"
Exodus Bagels,42.2862193,-71.1451197,"2 McCraw Street, Boston",OPERATIONAL,False,4.7,246,GOOGLE,"restaurant,food,point_of_interest,establishment"
West Garden,42.2854742,-71.15573640000001,"1890 Centre Street, West Roxbury",OPERATIONAL,False,3.6,67,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Effie's Kitchen,42.28609399999999,-71.1289568,"37 Poplar Street, Boston",OPERATIONAL,False,4.6,140,GOOGLE,"restaurant,food,point_of_interest,establishment"
Taco Bell,42.2667672,-71.16860439999999,"1560 VFW Parkway, West Roxbury",OPERATIONAL,False,3.5,722,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Al Wadi,42.2771528,-71.1726326,"1249 VFW Parkway, West Roxbury",OPERATIONAL,False,4.3,426,GOOGLE,"restaurant,food,point_of_interest,establishment"
Brickhouse Cafe,42.2679319,-71.17624459999999,"107 Bridge Street, Dedham",OPERATIONAL,False,4.5,312,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment"
Five Guys,42.2578755,-71.1677318,"170 Providence Highway, Dedham",OPERATIONAL,False,4.4,273,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
McDonald's,42.2644514,-71.1677764,"1650 VFW Parkway, West Roxbury",OPERATIONAL,False,3.4,587,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.2708062,-71.1726343,"1435-1445 VFW Parkway, West Roxbury",OPERATIONAL,False,3.9,223,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
KFC,42.2578874,-71.1607987,"5318 Washington Street, West Roxbury",OPERATIONAL,False,3.5,258,GOOGLE,"restaurant,food,point_of_interest,establishment"
Sofia Italian Steakhouse,42.2708983,-71.17183949999999,"1430 VFW Parkway, West Roxbury",OPERATIONAL,False,4.3,411,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Waterford's Restaurant & Pub,42.2705302,-71.1733975,"2 Bridge Street, Dedham",OPERATIONAL,False,4.3,214,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Riverside Pizza,42.270419,-71.174269,"7 Needham Street, Dedham",OPERATIONAL,False,4.4,124,GOOGLE,"restaurant,food,point_of_interest,establishment"
YellowBird Chicken,42.2615616,-71.1573464,"239 Grove Street, West Roxbury",OPERATIONAL,False,4.4,118,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Chick-fil-A,42.2599684,-71.1683328,"140 Providence Highway, Dedham",OPERATIONAL,False,4.4,2060,GOOGLE,"restaurant,food,point_of_interest,establishment"
Fairouz,42.259328,-71.158847,"5268 Washington Street, West Roxbury",OPERATIONAL,False,4.3,135,GOOGLE,"restaurant,food,point_of_interest,establishment"
Panda Express,42.25801879999999,-71.1677868,"166 Providence Highway, Dedham",OPERATIONAL,False,3.9,149,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Target Pizza,42.261129,-71.156808,"5200 Washington Street, Boston",OPERATIONAL,False,4.1,93,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.2764646,-71.1667642,"155 Spring Street, West Roxbury",OPERATIONAL,False,4.0,203,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Tony's Place Italian Restaurant and Pizza,42.2760112,-71.1672375,"188 Baker Street, West Roxbury",OPERATIONAL,False,4.1,238,GOOGLE,"restaurant,food,point_of_interest,establishment"
Burger King,42.2659124,-71.1678893,"1610 VFW Parkway, West Roxbury",OPERATIONAL,False,3.4,296,GOOGLE,"restaurant,food,point_of_interest,establishment"
Santoro's Sicilian Trattoria,42.2643988,-71.1774638,"211 Bridge Street, Dedham",OPERATIONAL,False,4.6,72,GOOGLE,"restaurant,food,point_of_interest,establishment"
West Napoli Cafe,42.2836136,-71.15681,"1946 Centre Street, West Roxbury",OPERATIONAL,False,4.5,69,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Chipotle Mexican Grill,42.2576406,-71.167616,"176 Providence Highway, Dedham",OPERATIONAL,False,4.1,292,GOOGLE,"restaurant,food,point_of_interest,establishment"
7 Chinese Restaurant,42.2617932,-71.1573726,"225 Grove Street A, Boston",OPERATIONAL,False,3.9,94,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Viva Mi Arepa,42.26144,-71.157251,"5197 Washington Street, West Roxbury",OPERATIONAL,False,4.5,417,GOOGLE,"restaurant,food,point_of_interest,establishment"
Johnny's Takeaway,42.275732,-71.166949,"168 Spring Street, West Roxbury",OPERATIONAL,False,4.9,32,GOOGLE,"restaurant,food,point_of_interest,establishment"
BONAPITA,42.2775722,-71.1639196,"75 Spring Street Space 500, West Roxbury",OPERATIONAL,False,4.7,134,GOOGLE,"restaurant,food,point_of_interest,establishment"
Star's at West Roxbury,42.2787535,-71.1632757,"75-77 Spring Street, West Roxbury",OPERATIONAL,False,4.1,395,GOOGLE,"shopping_mall,grocery_or_supermarket,restaurant,food,point_of_interest,store,establishment"
Joe's 320 Cafe,42.2717158,-71.1721711,"320 Spring Street, Boston",OPERATIONAL,False,4.7,206,GOOGLE,"restaurant,food,point_of_interest,establishment"
Long John Silver's,42.2668348,-71.1685912,"1560 VFW Parkway, West Roxbury",OPERATIONAL,False,3.0,2,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Popeyes Louisiana Kitchen,42.2650381,-71.1676653,"1630 VFW Parkway, West Roxbury",OPERATIONAL,False,3.9,98,GOOGLE,"restaurant,food,point_of_interest,establishment"
Johnny's Pockets,42.2844023,-71.1695683,"419 Baker Street, West Roxbury",CLOSED_TEMPORARILY,True,4.8,16,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Subway,42.2858069,-71.1548875,"1866 Centre Street, West Roxbury",OPERATIONAL,False,4.1,40,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Mary Ann's Breakfast & Lunch,42.2619211,-71.1574177,"223 Grove Street A, West Roxbury",OPERATIONAL,False,4.4,25,GOOGLE,"restaurant,food,point_of_interest,establishment"
Los Antojitos Restaurant,42.2591873,-71.1592575,"5272 Washington Street, West Roxbury",OPERATIONAL,False,4.4,146,GOOGLE,"restaurant,food,point_of_interest,establishment"
Maria's Kitchen,42.2869908,-71.15377529999999,"1829 Centre Street, Boston",OPERATIONAL,False,4.9,23,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.258602,-71.160663,"5305 Washington Street, West Roxbury",OPERATIONAL,False,4.3,107,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
BANH MI OI,42.2874794,-71.15064530000001,"1759 Centre Street, West Roxbury",OPERATIONAL,False,4.6,101,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.2586726,-71.16801819999999,"In Stop & Shop, 160 Providence Highway, Dedham",OPERATIONAL,False,4.0,4,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Stardust: Inspired Mediterranean,42.2874865,-71.15045649999999,"1753 Centre Street, West Roxbury",OPERATIONAL,False,4.8,37,GOOGLE,"restaurant,food,point_of_interest,establishment"
Local 338 Bagels & Coffee,42.28734399999999,-71.1493772,"1727 Centre Street, West Roxbury",OPERATIONAL,False,4.5,91,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment"
Oak Hill Pizza,42.291641,-71.186023,"665 Saw Mill Brook Parkway, Newton",OPERATIONAL,False,4.4,80,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.2762523,-71.21510099999999,"399 Great Plain Avenue, Needham",OPERATIONAL,False,3.3,58,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Sweet Basil,42.28015,-71.23534099999999,"942 Great Plain Avenue, Needham",OPERATIONAL,False,4.6,393,GOOGLE,"restaurant,food,point_of_interest,establishment"
Masala Art,42.28010769999999,-71.2365133,"990 Great Plain Avenue, Needham",OPERATIONAL,False,3.9,387,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Fuji Steak House Needham,42.281843,-71.23588099999999,"1430 Highland Avenue, Needham",OPERATIONAL,False,4.3,213,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.2757409,-71.23726979999999,"260 Chestnut Street, Needham",OPERATIONAL,False,3.7,75,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
The Rice Barn,42.280374,-71.237645,"1037 Great Plain Avenue, Needham",OPERATIONAL,False,3.9,149,GOOGLE,"restaurant,food,point_of_interest,establishment"
The Farmhouse,42.2801015,-71.23605409999999,"970 Great Plain Avenue, Needham",OPERATIONAL,False,4.6,154,GOOGLE,"restaurant,food,point_of_interest,establishment"
Bertucci's Italian Restaurant,42.2848195,-71.2361449,"1257 Highland Avenue, Needham",OPERATIONAL,False,4.0,220,GOOGLE,"restaurant,food,point_of_interest,establishment"
Hearth Pizzeria,42.28005199999999,-71.23613,"974 Great Plain Avenue, Needham",OPERATIONAL,False,4.3,151,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Cook Needham,42.281025,-71.23702209999999,"109 Chapel Street, Needham",OPERATIONAL,False,4.3,195,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ray's New Garden,42.2756445,-71.2386842,"40 Chestnut Place, Needham",OPERATIONAL,False,4.3,192,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Sweet Tomatoes Neapolitan Pizza,42.2745805,-71.2375594,"320 Chestnut Street, Needham",OPERATIONAL,False,4.5,76,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Gari Japanese Fusion Bistro,42.280403,-71.23723199999999,"1019 Great Plain Avenue, Needham",OPERATIONAL,False,4.2,114,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Comella's Restaurants,42.2803933,-71.2389804,"1095 Great Plain Avenue, Needham",OPERATIONAL,False,4.2,96,GOOGLE,"restaurant,food,point_of_interest,establishment"
Needham House of Pizza,42.28009900000001,-71.2347357,"914 Great Plain Avenue, Needham",OPERATIONAL,False,4.0,113,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Subway,42.2859865,-71.2356392,"1187 Highland Avenue, Needham",OPERATIONAL,False,3.7,64,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Domino's Pizza,42.27614200000001,-71.2372864,"240 Chestnut Street, Needham",OPERATIONAL,False,3.8,57,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
McDonald's,42.2742893,-71.2375009,"340 Chestnut Street, Needham",OPERATIONAL,False,4.0,271,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Dragon Chef,42.2745133,-71.23764779999999,"332 Chestnut Street, Needham",OPERATIONAL,False,4.5,79,GOOGLE,"restaurant,food,point_of_interest,establishment"
Kostas Pizza & Seafood,42.27480630000001,-71.2379452,"315 Chestnut Street, Needham",OPERATIONAL,False,4.4,95,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Nicholas' Pizzeria,42.2821989,-71.236842,"33 Chapel Street, Needham",OPERATIONAL,False,3.8,65,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Latina Kitchen & Bar,42.27999239999999,-71.2354022,"30 Dedham Avenue, Needham",OPERATIONAL,False,4.5,32,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Fresco,42.2821504,-71.2368667,"35 Chapel Street, Needham",OPERATIONAL,False,4.2,98,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.2856828,-71.235856,"1203 Highland Avenue, Needham",OPERATIONAL,False,3.9,113,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.297195,-71.0157033,"751 East Squantum Street, North Quincy",OPERATIONAL,False,4.0,9,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Carmine's Cafe,42.2970017,-71.0113223,"69 Huckins Avenue, Quincy",OPERATIONAL,False,4.6,71,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.2877814,-71.0238229,"388 East Squantum Street, North Quincy",OPERATIONAL,False,3.9,252,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
