name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type
Maggiano's Little Italy,42.35103730000001,-71.0684935,"4 Columbus Avenue, Boston",OPERATIONAL,False,4.4,2475,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Silvertone Bar & Grill,42.35708810000001,-71.0608766,"69 Bromfield Street, Boston",CLOSED_TEMPORARILY,True,4.3,730,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Marliave,42.356858,-71.060276,"10 Bosworth Street, Boston",OPERATIONAL,False,4.3,825,GOOGLE,"cafe,bar,restaurant,food,point_of_interest,store,establishment"
Mooo Restaurant,42.35828300000001,-71.061989,"15 Beacon Street, Boston",OPERATIONAL,False,4.4,616,GOOGLE,"restaurant,food,point_of_interest,establishment"
Sip Wine Bar and Kitchen,42.3534526,-71.0626226,"581 Washington Street, Boston",OPERATIONAL,False,4.2,370,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
The Paramount,42.35725499999999,-71.070274,"44 Charles Street, Boston",OPERATIONAL,False,4.3,1339,GOOGLE,"restaurant,food,point_of_interest,establishment"
Tico Boston,42.35050880000001,-71.0728929,"222 Berkeley Street, Boston",CLOSED_TEMPORARILY,True,4.0,472,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Union Oyster House,42.361288,-71.05690799999999,"41 Union Street, Boston",OPERATIONAL,False,4.4,5456,GOOGLE,"restaurant,food,point_of_interest,establishment"
Cheers,42.35592339999999,-71.0712784,"84 Beacon Street, Boston",OPERATIONAL,False,4.4,4868,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Siam Bistro,42.354604,-71.0536149,"151 Pearl Street, Boston",OPERATIONAL,False,4.3,208,GOOGLE,"restaurant,food,point_of_interest,establishment"
Scholars American Bistro and Cocktail Lounge,42.3576796,-71.0590625,"25 School Street, Boston",CLOSED_TEMPORARILY,True,4.1,771,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
China Pearl Restaurant,42.35107599999999,-71.060828,"9 Tyler Street, Boston",OPERATIONAL,False,4.1,755,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Davio's Northern Italian Steakhouse,42.3502301,-71.0702402,"75 Arlington Street, Boston",OPERATIONAL,False,4.6,794,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Post 390,42.34890910000001,-71.0740192,"406 Stuart Street, Boston",CLOSED_TEMPORARILY,True,4.2,704,GOOGLE,"restaurant,food,point_of_interest,establishment"
Red Lantern Restaurant & Lounge,42.34841220000001,-71.07342659999999,"39 Stanhope Street, Boston",CLOSED_TEMPORARILY,True,4.2,646,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Good Life,42.35343229999999,-71.0590338,"28 Kingston Street, Boston",OPERATIONAL,False,4.1,594,GOOGLE,"bar,night_club,restaurant,food,point_of_interest,establishment"
Mistral,42.3481589,-71.0727441,"223 Columbus Avenue, Boston",OPERATIONAL,False,4.6,634,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Howl at the Moon Boston,42.3565639,-71.0528111,"184 High Street, Boston",CLOSED_TEMPORARILY,True,4.1,993,GOOGLE,"bar,night_club,restaurant,food,point_of_interest,establishment"
Stoddard's Fine Food & Ale,42.35513,-71.0617086,"48 Temple Place, Boston",CLOSED_TEMPORARILY,True,4.2,915,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
The Palm - Boston,42.35549779999999,-71.052216,"1 International Place, Boston",OPERATIONAL,False,4.4,445,GOOGLE,"restaurant,food,point_of_interest,establishment"
P.F. Chang's,42.3519916,-71.0671335,"8 Park Plaza Spc D-6, Boston",OPERATIONAL,False,4.2,1152,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
The Oceanaire Seafood Room,42.35907229999999,-71.05918199999999,"40 Court Street, Boston",OPERATIONAL,False,4.4,690,GOOGLE,"restaurant,food,point_of_interest,establishment"
No.9 Park,42.35760129999999,-71.0628378,"9 Park Street Place, Boston",OPERATIONAL,False,4.6,417,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
South Street Diner,42.349868,-71.057744,"178 Kneeland Street, Boston",OPERATIONAL,False,4.1,2269,GOOGLE,"restaurant,food,point_of_interest,establishment"
Bistro du Midi,42.352042,-71.069408,"272 Boylston Street, Boston",CLOSED_TEMPORARILY,True,4.5,484,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Lolita Back Bay,42.350665,-71.077445,"271 Dartmouth Street, Boston",OPERATIONAL,False,4.5,2212,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Teatro,42.352996,-71.0640695,"177 Tremont Street, Boston",CLOSED_TEMPORARILY,True,4.4,351,GOOGLE,"restaurant,food,point_of_interest,establishment"
Sam LaGrassa's,42.3568718,-71.0599198,"44 Province Street, Boston",OPERATIONAL,False,4.7,937,GOOGLE,"restaurant,food,point_of_interest,establishment"
Phở Pasteur,42.3514189,-71.0626759,"682 Washington Street, Boston",OPERATIONAL,False,4.2,1713,GOOGLE,"restaurant,food,point_of_interest,establishment"
Downtown Harvard Club of Boston,42.355884,-71.05692669999999,"1 Federal Street, Boston",OPERATIONAL,False,4.6,106,GOOGLE,"bar,restaurant,food,gym,health,point_of_interest,establishment"
Stephanie's On Newbury,42.35021890000001,-71.0796214,"190 Newbury Street, Boston",OPERATIONAL,False,4.0,1306,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Fajitas & 'Ritas,42.3547721,-71.0623655,"25 West Street, Boston",OPERATIONAL,False,4.1,926,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Club Café,42.3484119,-71.0723225,"209 Columbus Avenue, Boston",OPERATIONAL,False,4.3,556,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Eastern Standard,42.34848749999999,-71.09601339999999,"528 Commonwealth Avenue, Boston",CLOSED_TEMPORARILY,True,4.5,1741,GOOGLE,"restaurant,food,point_of_interest,establishment"
Atlantic Fish Co,42.34923999999999,-71.08118499999999,"761 Boylston Street, Boston",OPERATIONAL,False,4.6,2181,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Island Creek Oyster Bar,42.3486122,-71.09509589999999,"500 Commonwealth Avenue, Boston",OPERATIONAL,False,4.6,1171,GOOGLE,"restaurant,food,point_of_interest,establishment"
Cafe 472,42.3486222,-71.09367739999999,"472 Commonwealth Avenue, Boston",OPERATIONAL,False,3.8,180,GOOGLE,"meal_delivery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Max Brenner,42.3494444,-71.0808333,"745 Boylston Street, Boston",OPERATIONAL,False,4.1,1607,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Kashmir Restaurant,42.34935460000001,-71.0839459,"279 Newbury Street, Boston",OPERATIONAL,False,3.8,818,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
BEERWORKS (No. 1 Fenway/Boston),42.3469631,-71.0989702,"61 Brookline Avenue, Boston",CLOSED_TEMPORARILY,True,4.0,565,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Cafeteria Boston,42.3492472,-71.0844111,"279a Newbury Street, Boston",OPERATIONAL,False,4.0,611,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Sorellina,42.348811,-71.07786,"1 Huntington Avenue, Boston",OPERATIONAL,False,4.6,428,GOOGLE,"restaurant,food,point_of_interest,establishment"
Cask 'n Flagon,42.34754749999999,-71.0978587,"62 Brookline Avenue, Boston",OPERATIONAL,False,4.2,1192,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Sunset Cantina,42.350895,-71.116849,"916 Commonwealth Avenue, Boston",OPERATIONAL,False,4.0,729,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Brown Sugar Cafe,42.352214,-71.12185699999999,"1033 Commonwealth Avenue, Boston",OPERATIONAL,False,4.5,522,GOOGLE,"restaurant,food,point_of_interest,establishment"
India Quality Restaurant,42.348605,-71.094219,"484 Commonwealth Avenue, Boston",OPERATIONAL,False,3.9,589,GOOGLE,"restaurant,food,point_of_interest,establishment"
Scullers Jazz Club,42.360262,-71.1181162,"400 Soldiers Field Road, Boston",OPERATIONAL,False,4.3,127,GOOGLE,"restaurant,food,point_of_interest,establishment"
Bleacher Bar,42.34710889999999,-71.0967912,"82A Lansdowne Street, Boston",OPERATIONAL,False,4.5,960,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Shabu-Zen,42.35249899999999,-71.129043,"80 Brighton Avenue, Allston",OPERATIONAL,False,4.5,897,GOOGLE,"restaurant,food,point_of_interest,establishment"
The Horse Allston,42.3527073,-71.13077919999999,"116 Brighton Avenue, Boston",OPERATIONAL,False,3.9,567,GOOGLE,"restaurant,food,point_of_interest,establishment"
Jo Jo Taipei,42.3529625,-71.1303693,"103 Brighton Avenue, Allston",OPERATIONAL,False,3.9,221,GOOGLE,"restaurant,food,point_of_interest,establishment"
T Anthony's Pizzeria,42.35149,-71.1215003,"1016 Commonwealth Avenue, Boston",OPERATIONAL,False,4.3,453,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Habibi's Lounge,42.3507487,-71.1308868,"1217 Commonwealth Avenue, Boston",OPERATIONAL,False,4.0,476,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Cornwall's,42.3493611,-71.09587890000002,"644 Beacon Street, Boston",OPERATIONAL,False,4.4,383,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Deuxave,42.3495135,-71.0891154,"371 Commonwealth Avenue, Boston",OPERATIONAL,False,4.6,388,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Fin's Sushi + Grill,42.34944220000001,-71.0952722,"636 Beacon Street, Boston",OPERATIONAL,False,4.0,152,GOOGLE,"restaurant,food,point_of_interest,establishment"
Shanghai Gate,42.35,-71.1305556,"204 Harvard Avenue, Allston",OPERATIONAL,False,4.0,212,GOOGLE,"restaurant,food,point_of_interest,establishment"
Chipotle Mexican Grill,42.3506578,-71.11466159999999,"876 Commonwealth Avenue, Brookline",OPERATIONAL,False,4.2,316,GOOGLE,"restaurant,food,point_of_interest,establishment"
Stockyard Restaurant,42.357781,-71.148519,"135 Market Street, Brighton",OPERATIONAL,False,4.4,1251,GOOGLE,"restaurant,food,point_of_interest,establishment"
Grasshopper Restaurant,42.35372879999999,-71.1374261,"1 North Beacon Street, Allston",OPERATIONAL,False,4.5,451,GOOGLE,"restaurant,food,point_of_interest,establishment"
Devlin's Bistro & Bar | Restaurant,42.3488625,-71.1523248,"332 Washington Street, Brighton",OPERATIONAL,False,4.4,476,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Kaju Korean Cuisine — Allston,42.3543452,-71.1322021,"56 Harvard Avenue, Boston",OPERATIONAL,False,4.3,508,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3565798,-71.1398385,"In Stop & Shop, 60 Everett Street, Allston",OPERATIONAL,False,4.8,9,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Korean Garden,42.3524,-71.13169719999999,"122 Harvard Avenue, Boston",OPERATIONAL,False,4.1,290,GOOGLE,"restaurant,food,point_of_interest,establishment"
Tavern In The Square Allston,42.35330309999999,-71.1326374,"161 Brighton Avenue, Boston",OPERATIONAL,False,3.8,557,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Jim's | Deli & Restaurant,42.34931839999999,-71.1540528,"371 Washington Street, Brighton",OPERATIONAL,False,4.7,679,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Punjab Palace,42.3530332,-71.130529,"109 Brighton Avenue, Boston",OPERATIONAL,False,4.1,479,GOOGLE,"restaurant,food,point_of_interest,establishment"
Subway,42.35158149999999,-71.1314546,"162 Harvard Avenue, Boston",OPERATIONAL,False,3.7,39,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Fish Market Sushi Bar,42.35295560000001,-71.1330028,"170 Brighton Avenue, Allston",OPERATIONAL,False,4.4,218,GOOGLE,"restaurant,food,point_of_interest,establishment"
Bonchon Boston - Brighton Ave,42.35304,-71.13089,"123 Brighton Avenue, Boston",CLOSED_TEMPORARILY,True,4.4,1185,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Le's Vietnamese Cuisine,42.3531361,-71.1313722,"137 Brighton Avenue, Allston",OPERATIONAL,False,4.3,455,GOOGLE,"restaurant,food,point_of_interest,establishment"
The Draft Bar and Grille,42.3548509,-71.13246219999999,"34 Harvard Avenue, Allston",OPERATIONAL,False,4.1,359,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Carlo's Cucina Italiana,42.35313970000001,-71.131173,"131 Brighton Avenue, Allston",OPERATIONAL,False,4.7,354,GOOGLE,"restaurant,food,point_of_interest,establishment"
Kung Fu Tea,42.35219410000001,-71.1321159,"131 Harvard Avenue, Allston",OPERATIONAL,False,4.3,422,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment"
Cafenation,42.3490279,-71.1542635,"380 Washington Street, Brighton",OPERATIONAL,False,4.5,250,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Pavement Coffeehouse,42.3502999,-71.1318029,"1243 Commonwealth Avenue, Allston",OPERATIONAL,False,4.3,239,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment"
Corrib Pub,42.3498864,-71.15276109999999,"396 Market Street, Brighton",OPERATIONAL,False,4.5,265,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Burger King,42.3530337,-71.1350021,"210 Brighton Avenue, Allston",OPERATIONAL,False,3.8,723,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ariana Restaurant,42.3626709,-71.1379219,"384 Western Avenue, Brighton",OPERATIONAL,False,4.6,213,GOOGLE,"restaurant,food,point_of_interest,establishment"
Darbar,42.3548814,-71.1447031,"130 North Beacon Street, Boston",OPERATIONAL,False,3.9,477,GOOGLE,"restaurant,food,point_of_interest,establishment"
McDonald's,42.35865889999999,-71.1548688,"1750 Soldiers Field Road, Brighton",OPERATIONAL,False,3.5,770,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
IHOP,42.3586262,-71.1573378,"1850 Soldiers Field Road, Brighton",OPERATIONAL,False,3.9,2003,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.358805,-71.154378,"1660-1670 Soldiers Field Road, Brighton",OPERATIONAL,False,4.4,152,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Little Pizza King,42.34931329999999,-71.15472299999999,"2731, 389 Washington Street, Brighton",OPERATIONAL,False,4.3,139,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Thai North,42.3512199,-71.1684568,"433 Faneuil Street, Brighton",OPERATIONAL,False,4.5,188,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Fiorella's Express,42.35047,-71.168381,"2 Tremont Street, Brighton",OPERATIONAL,False,4.4,163,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Porter Belly's Pub,42.3489511,-71.1524833,"338 Washington Street, Brighton",OPERATIONAL,False,4.5,129,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Esperia Grill,42.3488518,-71.1529264,"344 Washington Street, Brighton",OPERATIONAL,False,4.6,302,GOOGLE,"restaurant,food,point_of_interest,establishment"
China Maxim,42.35463189999999,-71.1505079,"241 Market Street, Brighton",OPERATIONAL,False,3.5,94,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Tin Tin Buffet,42.35574500000001,-71.148215,"200 North Beacon Street, Brighton",OPERATIONAL,False,3.9,1055,GOOGLE,"restaurant,food,point_of_interest,establishment"
Irish Village,42.35493889999999,-71.14971109999999,"224 Market Street, Brighton",OPERATIONAL,False,4.6,96,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Dash Cafe,42.3494768,-71.1496947,"5 Henshaw Street, Brighton",OPERATIONAL,False,4.6,176,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
New Hong Kong,42.3504491,-71.1686108,"14 Tremont Street, Brighton",OPERATIONAL,False,3.2,74,GOOGLE,"restaurant,meal_delivery,food,point_of_interest,establishment"
Cabot's,42.352404,-71.203999,"743 Washington Street, Newton",OPERATIONAL,False,4.6,1178,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment"
Buff's Pub,42.3571389,-71.1864722,"317 Washington Street, Newton",OPERATIONAL,False,4.5,699,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment"
Bertucci's Italian Restaurant,42.35863880000001,-71.1851409,"275 Centre Street, Newton",OPERATIONAL,False,4.0,518,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.35040499999999,-71.207597,"16-18 Austin Street, Newtonville",OPERATIONAL,False,4.1,214,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Starbucks,42.35899519999999,-71.1853367,"259 Centre Street, Newton",OPERATIONAL,False,4.3,263,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Thai Amarin,42.3581981,-71.184951,"287 Centre Street, Newton",OPERATIONAL,False,4.4,239,GOOGLE,"restaurant,food,point_of_interest,establishment"
Brewer's Coalition,42.349259,-71.206642,"344 Walnut Street, Newtonville",OPERATIONAL,False,4.3,339,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Tommy Doyle's,42.36083199999999,-71.20073889999999,"349 Watertown Street, Newton",OPERATIONAL,False,4.4,258,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Hopsters,42.35829100000001,-71.184698,"292 Centre Street, Newton",OPERATIONAL,False,4.4,153,GOOGLE,"bar,restaurant,food,point_of_interest,store,establishment"
Aji,42.3493486,-71.2066682,"340 Walnut Street, Newtonville",OPERATIONAL,False,4.4,179,GOOGLE,"restaurant,food,point_of_interest,establishment"
West Street Tavern & Restaurant,42.3602516,-71.20100889999999,"7 West Street, Newton",OPERATIONAL,False,4.5,190,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Village Cafe,42.35277780000001,-71.2030556,"719 Washington Street, Newton",OPERATIONAL,False,4.6,407,GOOGLE,"meal_takeaway,cafe,bar,restaurant,food,point_of_interest,establishment"
Dunkin',42.3602892,-71.202489,"401 Watertown Street, Newton",OPERATIONAL,False,3.5,143,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
The Local Newton,42.3484509,-71.22979529999999,"1391 Washington Street, West Newton",OPERATIONAL,False,4.3,439,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Blue Ribbon BBQ,42.34870530000001,-71.2293701,"1375 Washington Street, West Newton",OPERATIONAL,False,4.4,606,GOOGLE,"restaurant,food,point_of_interest,establishment"
Paddy's Public House,42.3493846,-71.22976369999999,"95 Elm Street, Newton",OPERATIONAL,False,4.6,512,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Comella's Restaurants,42.3491718,-71.2265476,"1302 Washington Street, Newton",OPERATIONAL,False,4.1,89,GOOGLE,"restaurant,food,point_of_interest,establishment"
Sweet Tomatoes Pizza,42.3495595,-71.2255212,"1279 Washington Street, West Newton",OPERATIONAL,False,4.2,144,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Shogun Japanese Restaurant,42.3486035,-71.2296477,"1385 Washington Street, Newton",OPERATIONAL,False,4.5,132,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
L'Aroma Cafe & Bakery,42.3488222,-71.2261194,"15 Spencer Street, West Newton",OPERATIONAL,False,4.6,236,GOOGLE,"cafe,bakery,restaurant,food,point_of_interest,store,establishment"
West Newton Pizza & Grill,42.3492664,-71.2262745,"1288 Washington Street, West Newton",OPERATIONAL,False,4.4,82,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Dunkin',42.3518402,-71.2071151,"829 Washington Street, Newton",OPERATIONAL,False,3.5,64,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Zheng Garden Chinese Restaurant,42.3490685,-71.22849910000001,"1351 Washington Street, West Newton",OPERATIONAL,False,3.6,45,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
LeDu Thai Eatery,42.3500814,-71.20712499999999,"313 Walnut Street, Newton",OPERATIONAL,False,4.4,83,GOOGLE,"restaurant,food,point_of_interest,establishment"
Cook Newton,42.3518975,-71.20698709999999,"825 Washington Street, Newton",OPERATIONAL,False,4.4,418,GOOGLE,"restaurant,food,point_of_interest,establishment"
Cherry Tree,42.34907210000001,-71.22842419999999,"1349 Washington Street, Newton",OPERATIONAL,False,4.3,159,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Taqueria,42.35412729999999,-71.2000765,"647 Washington Street, Newtonville",OPERATIONAL,False,3.8,9,GOOGLE,"restaurant,food,point_of_interest,establishment"
Rice Valley,42.351947,-71.206738,"821 Washington Street, Newton",OPERATIONAL,False,4.4,152,GOOGLE,"restaurant,food,point_of_interest,establishment"
Mango Thai Cuisine,42.3489268,-71.229336,"115 Elm Street, West Newton",OPERATIONAL,False,4.0,99,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3491465,-71.2248445,"1250 Washington Street, Newton",OPERATIONAL,False,4.0,149,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Newtonville Pizza,42.3500086,-71.2067817,"322 Walnut Street, Newton",OPERATIONAL,False,4.6,39,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pizza Market West Newton,42.35241,-71.22922,"69 River Street, Newton",OPERATIONAL,False,4.2,95,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,store,establishment"
City Pizza & Pasta,42.3519904,-71.20605929999999,"795 Washington Street, Newtonville",OPERATIONAL,False,4.4,95,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Lobster Wok,42.350357,-71.207526,"10 Austin Street #1820, Newton",OPERATIONAL,False,4.2,55,GOOGLE,"restaurant,food,point_of_interest,establishment"
Los Amigos Taqueria,42.3498452,-71.206724,"324 Walnut Street, Newton",OPERATIONAL,False,4.5,401,GOOGLE,"restaurant,food,point_of_interest,establishment"
Judith's Kitchen,42.3487382,-71.22926,"1371 Washington Street, West Newton",OPERATIONAL,False,4.6,81,GOOGLE,"grocery_or_supermarket,meal_takeaway,cafe,liquor_store,restaurant,food,point_of_interest,store,establishment"
Annie May's Sweet Cafe,42.34980959999999,-71.2066056,"108 Madison Avenue, Newtonville",CLOSED_TEMPORARILY,True,4.7,12,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment"
Hearty Teriyaki Newton,42.3551898,-71.2016977,"67 Crafts Street, Newton",OPERATIONAL,False,4.7,61,GOOGLE,"restaurant,food,point_of_interest,establishment"
Riverbend Bar & Grill,42.3465093,-71.2586206,"2345 Commonwealth Avenue, Auburndale",OPERATIONAL,False,4.2,57,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Burger King,42.3612639,-71.2396763,"881 Moody Street, Waltham",OPERATIONAL,False,3.7,556,GOOGLE,"restaurant,food,point_of_interest,establishment"
NY Pie,42.3602763,-71.2390935,"934 Moody Street, Waltham",OPERATIONAL,False,4.0,212,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Starbucks,42.3483974,-71.2476721,"2095 Commonwealth Avenue, Auburndale",OPERATIONAL,False,4.1,195,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Depasquale's At Night Caps Corner,42.3579333,-71.2392583,"339 River Street, Newton",OPERATIONAL,False,4.6,149,GOOGLE,"restaurant,food,point_of_interest,establishment"
Legal Test Kitchen,42.3645249,-71.02172949999999,"Boston Logan International Airport, Terminal A, 1 Harborside Drive, Boston",OPERATIONAL,False,4.2,555,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Legal Sea Foods,42.3641357,-71.0210882,"Boston Logan International Airport, Terminal B, 1 Harborside Drive, Boston",CLOSED_TEMPORARILY,True,4.2,1017,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
SSP America,42.369893,-71.0195042,"500 Logan Airport Terminal East, East Boston",OPERATIONAL,False,5.0,2,GOOGLE,"restaurant,food,point_of_interest,establishment"
Potbelly Sandwich Shop,42.3641357,-71.0210882,"1 Harborside Drive Terminal B, South Gate, Space No. BB2-A18, Boston",OPERATIONAL,False,3.8,370,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Beer Works,42.3658103,-71.015394,"300 Terminal Drive, Boston",OPERATIONAL,False,3.6,363,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Dunkin',42.3628295,-71.01791779999999,"200 Terminal Rd Near Legal - Terminal B, East Boston",OPERATIONAL,False,2.9,32,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment"
Auntie Anne's,42.36264689999999,-71.01862489999999,"200 Terminal B -Auntie Anne's Ste 3131, Boston",OPERATIONAL,False,3.9,9,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.366688,-71.016443,"100 Harborside Dr Gate A13, East Boston",CLOSED_TEMPORARILY,True,2.8,33,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Legal Sea Foods,42.36668,-71.016454,"Boston Logan International Airport, Terminal C, 1 Harborside Drive, Boston",OPERATIONAL,False,3.8,144,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
U Food Grill,42.3645508,-71.0195449,"Logan Airport Terminal B, Boston",OPERATIONAL,False,1.1,20,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3677882,-71.0181107,"C Bag Claim, 300 Terminal Drive, East Boston",OPERATIONAL,False,3.9,99,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Dunkin,42.365733,-71.02113299999999,"Terminal, 100, Access Road, East Boston",CLOSED_TEMPORARILY,True,3.5,47,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Legal Sea Foods,42.36984640000001,-71.0193812,"Boston Logan International Airport, Terminal E, 1 Harborside Drive, Boston",CLOSED_TEMPORARILY,True,4.1,236,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Sbarro,42.3628699,-71.0248846,"1 Harborside Drive, Boston",OPERATIONAL,False,2.6,59,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Dunkin',42.3688683,-71.0206644,"400 Terminal Rd Terminal E Near, C8, Boston",CLOSED_TEMPORARILY,True,5.0,1,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Burger King,42.37044369999999,-71.0192225,"Logan Int'l Airport, 500 Terminal E, Boston",OPERATIONAL,False,3.7,301,GOOGLE,"restaurant,food,point_of_interest,establishment"
Friendly's,42.363115,-71.0247053,"1 Harborside Drive, Boston",OPERATIONAL,False,3.0,169,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Connolly's Publik House,42.36749999999999,-71.02305559999999,"1 Hotel Drive, Boston",OPERATIONAL,False,3.4,55,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Harborside Grill and Patio,42.3591039,-71.02735729999999,"101 Harborside Drive, Boston",OPERATIONAL,False,4.2,251,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Currito,42.3661717,-71.0161993,"Harborside Drive, Boston",CLOSED_TEMPORARILY,True,3.3,160,GOOGLE,"restaurant,food,point_of_interest,establishment"
Wolfgang,42.36594900000001,-71.0151301,"1 Harborside Drive, Boston",OPERATIONAL,False,3.0,106,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment"
