,name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type,volient_no,expired
1314,Figs by Todd English,42.373618799999996,-71.06243049999998,"67 Main Street, Charlestown",OPERATIONAL,False,4.4,211,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1315,Popeyes Louisiana Kitchen,42.402305,-71.05003190000001,"1886 Revere Beach Parkway, Everett",OPERATIONAL,False,4.1,1481,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1316,Sweet Rice Charlestown Thai Sushi,42.376022000000006,-71.06487,"187 Main Street, Boston",OPERATIONAL,False,4.3,271,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
1317,TGI Fridays,42.400813899999996,-71.06877259999999,"33 Mystic View Road, Everett",OPERATIONAL,False,3.4,1078,GOOGLE,"restaurant,meal_takeaway,bar,food,point_of_interest,establishment",77,False
1318,Five Guys,42.40364140000001,-71.08097590000001,"65 Station Landing, Medford",OPERATIONAL,False,4.3,469,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",6,False
1319,Olde Magoun's Saloon,42.396686300000006,-71.1040343,"518 Medford Street, Somerville",OPERATIONAL,False,4.5,701,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1320,Bronwyn Restaurant,42.379773,-71.0945402,"255 Washington Street, Somerville",OPERATIONAL,False,4.6,766,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1321,Sally O'Brien's,42.38078000000001,-71.09799699999998,"335 Somerville Avenue, Somerville",OPERATIONAL,False,4.4,194,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1322,Kelly's Roast Beef,42.40383569999999,-71.07919059999998,"35 Revere Beach Parkway, Medford",OPERATIONAL,False,4.1,1717,GOOGLE,"restaurant,food,point_of_interest,store,establishment",0,True
1323,"Yoki Japanese Restaurant & Bar - Ramen, Sushi & Japanese Food",42.403523,-71.080508,"62 Station Landing, Medford",CLOSED_TEMPORARILY,True,4.5,504,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
1324,Vinny's Ristorante,42.386855600000004,-71.0816944,"76 Broadway, Somerville",OPERATIONAL,False,4.5,383,GOOGLE,"atm,meal_takeaway,finance,restaurant,food,point_of_interest,store,establishment",,
1325,Cantina La Mexicana,42.37974810000001,-71.0941562,"247 Washington Street, Somerville",OPERATIONAL,False,4.2,316,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1326,Mamma Lisa’s Pizzeria,42.3922766,-71.0932907,"312 Broadway, Somerville",OPERATIONAL,False,4.2,218,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
1327,Starbucks,42.404328,-71.081277,"5 Revere Beach Pkwy, Station Landing Phase 1, Medford",OPERATIONAL,False,4.3,310,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
1328,Dosa n Curry (Pure Vegetarian Indian Pizza & Resturant),42.382313700000005,-71.1025125,"447 Somerville Avenue, Somerville",OPERATIONAL,False,4.2,1210,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1329,Wings Over Somerville,42.383454,-71.1063029,"519 Somerville Avenue, Somerville",OPERATIONAL,False,3.1,323,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
1330,Fasika Ethiopian Restaurant,42.388399,-71.08483000000001,"145 Broadway, Somerville",OPERATIONAL,False,4.2,287,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1331,Siam Ginger Thai Cuisine,42.3808985,-71.09726309999998,"22 Bow Street, Somerville",OPERATIONAL,False,4.3,160,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1332,Casey's,42.3890914,-71.08618220000001,"173 Broadway, Somerville",OPERATIONAL,False,4.5,170,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1333,Regina Pizzeria,42.4039876,-71.0803373,"44 Station Landing, Medford",OPERATIONAL,False,4.4,756,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1334,Taco Loco Mexican Grill,42.386331,-71.0799476,"46 Broadway, Somerville",OPERATIONAL,False,4.5,1117,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1335,Sarma Restaurant,42.38818,-71.095545,"249 Pearl Street, Somerville",OPERATIONAL,False,4.7,1266,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1336,Chipotle Mexican Grill,42.4059994,-71.08285079999999,"616 Fellsway, Medford",OPERATIONAL,False,3.6,510,GOOGLE,"restaurant,food,point_of_interest,establishment",142,False
1337,Dunkin',42.374373999999996,-71.085978,"14 McGrath Hwy Twin City Plaza, Somerville",OPERATIONAL,False,3.6,62,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1338,Daddy Jones Bar,42.39693079999999,-71.1038585,"525 Medford Street, Somerville",OPERATIONAL,False,4.5,283,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
1339,Courthouse Seafood,42.3715314,-71.08460840000001,"498 Cambridge Street, Cambridge",OPERATIONAL,False,4.6,354,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1340,Casa B Tapas and Cocktail & Rum Bar,42.37977720000001,-71.09442829999998,"253 Washington Street, Somerville",OPERATIONAL,False,4.7,199,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1341,99 Restaurants,42.393828799999994,-71.0841757,"20 Cummings Street, Somerville",OPERATIONAL,False,4.1,814,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
1342,Gauchao Brazilian Cuisine,42.387465399999996,-71.08344,"102 Broadway, Somerville",OPERATIONAL,False,4.5,430,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1343,Pini's Pizzeria,42.397775300000006,-71.1050238,"511 Broadway, Somerville",OPERATIONAL,False,4.5,166,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
1344,Oriental,42.396634399999996,-71.1036073,"513 Medford Street, Somerville",OPERATIONAL,False,4.1,54,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1345,Christina's Homemade Ice Cream,42.37354249999999,-71.09860340000002,"1255 Cambridge Street, Cambridge",OPERATIONAL,False,4.6,546,GOOGLE,"restaurant,food,point_of_interest,store,establishment",,
1346,China Delight,42.3830151,-71.10609090000001,"524 Somerville Avenue, Somerville",OPERATIONAL,False,4.1,204,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1347,Ebi sushi,42.37913029999999,-71.0946147,"290 Somerville Avenue, Somerville",OPERATIONAL,False,4.5,628,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1348,Taqueria Montecristo Restaurant,42.38808359999999,-71.08502220000001,"146 Broadway, Somerville",OPERATIONAL,False,4.0,135,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1349,Fat Hen,42.3878684,-71.08466159999998,"126 Broadway, Somerville",OPERATIONAL,False,4.6,145,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1350,La Brasa,42.38777289999999,-71.08445090000001,"124 Broadway, Somerville",OPERATIONAL,False,4.3,365,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1351,Dunkin',42.3914181,-71.08556450000002,"In Stop & Shop, 498 Mystic Avenue, Somerville",OPERATIONAL,False,3.4,10,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1352,Subway,42.39159929999999,-71.0909923,"271 Broadway, Somerville",OPERATIONAL,False,3.6,56,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
1353,Squeeze Juice Co,42.39175039999999,-71.0788501,"393 Revolution Drive, Somerville",OPERATIONAL,False,4.2,51,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1354,Pikliz International Kitchen,42.3917495,-71.092294,"288 Broadway, Somerville",OPERATIONAL,False,4.4,184,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1355,Mr B's Pizza Restaurant,42.38244999999999,-71.090102,"142 Cross Street, Somerville",OPERATIONAL,False,2.1,123,GOOGLE,"restaurant,meal_delivery,meal_takeaway,food,point_of_interest,establishment",,
1356,Fuji at Assembly,42.394294099999996,-71.0800301,"320 Canal Street, Somerville",OPERATIONAL,False,4.4,623,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1357,Gaya Pizzeria,42.384527,-71.093002,"8 Highland Avenue, Somerville",OPERATIONAL,False,4.2,83,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
1358,Southern Kin Cookhouse,42.394297200000004,-71.0794358,"500 Assembly Row, Somerville",OPERATIONAL,False,4.2,1283,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1359,Caesar's Pizza & Subs,42.381755600000005,-71.10088890000002,"401 Somerville Avenue, Somerville",OPERATIONAL,False,4.7,169,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1360,Outback Steakhouse,42.39532699999999,-71.08096309999998,"625 Grand Union Boulevard, Somerville",OPERATIONAL,False,4.1,1444,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
1361,Highlander Café,42.3863498,-71.09544,"81 Highland Avenue, Somerville",OPERATIONAL,False,5.0,4,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1362,Sacco's Bowl Haven,42.3957606,-71.1238137,"45 Day Street, Somerville",OPERATIONAL,False,4.6,754,GOOGLE,"bowling_alley,restaurant,food,point_of_interest,establishment",,
1363,The Burren,42.3954382,-71.1217506,"247 Elm Street, Somerville",OPERATIONAL,False,4.5,1345,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1364,Posto,42.393119299999995,-71.12027370000001,"187 Elm Street, Somerville",OPERATIONAL,False,4.5,689,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",19,False
1365,Flatbread Company,42.3957556,-71.12382219999998,"45 Day Street, Somerville",OPERATIONAL,False,4.7,745,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1366,Christopher's Restaurant and Bar,42.3890581,-71.12005079999999,"1920 Massachusetts Avenue, Cambridge",CLOSED_TEMPORARILY,True,4.4,904,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1367,Foundry On Elm,42.3956206,-71.12190319999998,"255 Elm Street, Somerville",OPERATIONAL,False,4.4,758,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1368,Sound Bites Cafe,42.3997696,-71.1124275,"704 Broadway Ball Square, Somerville",OPERATIONAL,False,4.5,874,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1369,Ball Square Cafe,42.399811299999996,-71.11250869999998,"708 Broadway, Somerville",OPERATIONAL,False,4.6,780,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1370,Cafe Mami,42.38722779999999,-71.11862219999998,"1815 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.6,224,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1371,R.F. O'Sullivan & Son,42.3830196,-71.1124516,"282 Beacon Street, Somerville",OPERATIONAL,False,4.5,764,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1372,Greek Corner Restaurant,42.39644609999999,-71.1294585,"2366 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.4,711,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1373,Papa John's Pizza,42.383598000000006,-71.1100864,"622 Somerville Avenue, Somerville",OPERATIONAL,False,3.5,181,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1374,Diva Indian Bistro,42.395319799999996,-71.1221493,"246 Elm Street, Somerville",OPERATIONAL,False,3.4,122,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1375,Tampopo,42.387359100000005,-71.11849040000001,"1815 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.6,115,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1376,Five Horses Tavern,42.39571029999999,-71.12086109999998,"400 Highland Avenue, Somerville",OPERATIONAL,False,4.4,1316,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",80,False
1377,Cafe Barada,42.394726,-71.126933,"2269 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.5,220,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1378,Subway,42.400695000000006,-71.11760319999998,"860 Broadway, Somerville",OPERATIONAL,False,3.9,50,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
1379,Saloon,42.3955158,-71.12178829999998,"255 Elm Street, Somerville",OPERATIONAL,False,4.5,619,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
1380,Anna's Taqueria,42.3883571,-71.1183439,"822 Somerville Avenue, Cambridge",OPERATIONAL,False,4.2,537,GOOGLE,"restaurant,food,point_of_interest,establishment",87,False
1381,Summer Shack,42.3937391,-71.14118459999999,"149 Alewife Brook Parkway, Cambridge",OPERATIONAL,False,4.3,1309,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",235,True
1382,QingDao Garden,42.39679199999999,-71.129926,"2382 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.3,177,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1383,Frank's Steak House,42.3954089,-71.1282688,"2310 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.3,727,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1384,Joe Sent Me,42.39686939999999,-71.12998329999998,"2388 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.2,155,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1385,The Painted Burro,42.3945972,-71.1211194,"219 Elm Street, Somerville",OPERATIONAL,False,4.4,1366,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1386,Rosebud American Kitchen & Bar,42.39444520000001,-71.1208017,"381 Summer Street, Somerville",OPERATIONAL,False,4.4,1093,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1387,Spoke Wine Bar,42.399013000000004,-71.12423869999998,"89 Holland Street, Somerville",OPERATIONAL,False,4.7,217,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1388,Newtowne Grille,42.389810600000004,-71.12008949999998,"1945 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.3,416,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1389,Panera Bread,42.3893402,-71.1194217,"5 White Street, Cambridge",OPERATIONAL,False,3.8,328,GOOGLE,"cafe,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",216,True
1390,True Bistro,42.403479600000004,-71.12735169999998,"1153 Broadway, Somerville",CLOSED_TEMPORARILY,True,4.6,433,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1391,Menotomy Grill & Tavern,42.4016425,-71.13671180000001,"25 Massachusetts Avenue #8602, Arlington",OPERATIONAL,False,4.3,708,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1392,Mr. Crepe,42.396577799999996,-71.12272779999998,"51 Davis Square, Somerville",OPERATIONAL,False,4.3,794,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
1393,Passage To India,42.388755999999994,-71.1199184,"1900 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.1,211,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1394,Anna's Taqueria,42.3949089,-71.1217692,"236 Elm Street, Somerville",OPERATIONAL,False,4.3,621,GOOGLE,"restaurant,food,point_of_interest,establishment",87,False
1395,Rudy's Cafe,42.403007,-71.12725400000001,"248 Holland Street, Somerville",OPERATIONAL,False,4.3,329,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1396,Mike's Food & Spirits,42.39617000000001,-71.122046,"9 Davis Square, Somerville",OPERATIONAL,False,4.1,685,GOOGLE,"meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,store,establishment",,
1397,Za Arlington,42.404113,-71.14055789999998,"138 Massachusetts Avenue, Arlington",OPERATIONAL,False,4.5,329,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1398,Chipotle Mexican Grill,42.39590339999999,-71.12241879999998,"274 Elm Street, Somerville",OPERATIONAL,False,4.2,302,GOOGLE,"restaurant,food,point_of_interest,establishment",142,False
1399,Punjabi Grill,42.3948912,-71.1216956,"2935, 236 Elm Street, Somerville",CLOSED_TEMPORARILY,True,3.5,207,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1400,Yume Wo Katare,42.38940799999999,-71.119699,"1923 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.5,810,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1401,Starbucks,42.395661,-71.122214,"260 Elm Street, Somerville",OPERATIONAL,False,4.4,436,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
1402,Ma Magoo's,42.38801209999999,-71.14240140000001,"6 Concord Lane, Cambridge",OPERATIONAL,False,4.4,702,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1403,Sapporo Ramen,42.38736,-71.11857420000001,"1815 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.5,475,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1404,Dunkin',42.3892797,-71.1195709,"1 White Street, Cambridge",OPERATIONAL,False,3.8,146,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1405,Arlington Restaurant & Diner,42.40393269999999,-71.1402281,"134 Massachusetts Avenue, Arlington",OPERATIONAL,False,4.4,421,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1406,Go Cafe LLC,42.38254209999999,-71.1199563,"1682 Massachusetts Avenue, Cambridge",OPERATIONAL,False,5.0,1,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1407,Dunkin',42.3987117,-71.132182,"2480 Massachusetts Avenue, Cambridge",OPERATIONAL,False,3.9,187,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1408,Masala,42.4032206,-71.12670179999998,"1127 Broadway, Somerville",OPERATIONAL,False,4.3,426,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1409,il Casale,42.397485100000004,-71.17578780000001,"50 Leonard Street, Belmont",OPERATIONAL,False,4.5,272,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1410,STONE HEARTH PIZZA,42.3974161,-71.17517729999999,"57 Leonard Street, Belmont",OPERATIONAL,False,4.2,162,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1411,Starbucks,42.397253000000006,-71.1754,"47 Leonard Street, Belmont",OPERATIONAL,False,4.2,89,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
1412,Nick's Place II,42.396640000000005,-71.1753063,"6 Channing Road, Belmont",OPERATIONAL,False,4.2,111,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
1413,Mark & Toni's Coal Fired Pizza,42.3810713,-71.1755177,"121 Trapelo Road, Belmont",OPERATIONAL,False,4.3,145,GOOGLE,"meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
1414,Spoodles Soup Factory,42.385710100000004,-71.18472270000001,"374 Trapelo Road, Belmont",OPERATIONAL,False,4.7,82,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1415,Dunkin',42.3855398,-71.1834343,"353 Trapelo Road, Belmont",OPERATIONAL,False,4.1,155,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1416,city streets,42.386978899999995,-71.2009408,"411 Waverley Oaks Road, Waltham",OPERATIONAL,False,4.2,427,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
1417,My Other Kitchen,42.3928004,-71.18193819999998,"762 Pleasant Street, Belmont",OPERATIONAL,False,4.7,324,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1418,Ritcey East,42.376918100000005,-71.188369,"208 Waverley Avenue, Watertown",OPERATIONAL,False,4.7,197,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1419,Comella's - Belmont,42.39719240000001,-71.1754558,"43 Leonard Street, Belmont",OPERATIONAL,False,4.3,184,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1420,Pho And Thai,42.387015600000005,-71.18899240000002,"63 White Street, Belmont",OPERATIONAL,False,4.1,147,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1421,Gerry's Italian Kitchen,42.382281000000006,-71.19732900000001,"1072 Belmont Street, Watertown",OPERATIONAL,False,4.0,166,GOOGLE,"restaurant,meal_delivery,meal_takeaway,food,point_of_interest,establishment",,
1422,Starburst Cafe,42.38452780000001,-71.2054194,"307 Waverley Oaks Road, Waltham",OPERATIONAL,False,3.5,24,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",,
1423,Belmont Pizza,42.3858159,-71.1851339,"388 Trapelo Road, Belmont",OPERATIONAL,False,4.6,146,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1424,Fit-Z's Bar & Grille,42.371052299999995,-71.1950028,"451 Main Street, Watertown",OPERATIONAL,False,4.4,73,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1425,Domino's Pizza,42.3825529,-71.1804812,"240 Trapelo Road, Belmont",OPERATIONAL,False,4.2,92,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",824,True
1426,Savinos,42.381324400000004,-71.1751163,"449 Common Street, Belmont",OPERATIONAL,False,4.3,89,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1427,Dunkin',42.38689799999999,-71.1909787,"52 Church Street, Belmont",OPERATIONAL,False,4.3,158,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1428,Number One Taste Chinese Food,42.385697,-71.184798,"382 Trapelo Road, Belmont",OPERATIONAL,False,4.0,106,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
1429,Patou Thai,42.397595,-71.1745718,"69 Leonard Street, Belmont",OPERATIONAL,False,4.3,153,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1430,Pizza-Roma,42.37702279999999,-71.1883684,"212 Waverley Avenue, Watertown",OPERATIONAL,False,4.7,190,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1431,Shine’s Fresh Asian,42.397017,-71.175919,"2519, 30 Leonard Street, Belmont",OPERATIONAL,False,4.2,147,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1432,Bruegger's Bagels,42.397068100000006,-71.1753666,"41 Leonard Street, Belmont",OPERATIONAL,False,3.8,119,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment",,
1433,Theo's Pizza,42.385977000000004,-71.184517,"389 Trapelo Road, Belmont",OPERATIONAL,False,4.2,108,GOOGLE,"meal_takeaway,meal_delivery,restaurant,food,point_of_interest,establishment",,
1434,Lisa’s Family Pizzeria,42.38555700000001,-71.1843146,"368 Trapelo Road, Belmont",OPERATIONAL,False,4.5,68,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1435,Gregory's House of Pizza,42.396883100000004,-71.17554419999998,"27 Leonard Street, Belmont",OPERATIONAL,False,4.2,75,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
1436,Starbucks,42.380712,-71.175345,"110 Trapelo Road, Belmont",OPERATIONAL,False,4.5,50,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
1437,Teddy's Kitchen,42.380917,-71.1746399,"462 Common Street, Belmont",OPERATIONAL,False,4.4,76,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
1438,Jamaica Jeffs,42.3974384,-71.1748741,"61 Leonard Street, Belmont",OPERATIONAL,False,4.5,87,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1439,The Wellington,42.3977375,-71.1744741,"75 Leonard Street, Belmont",OPERATIONAL,False,4.4,139,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1440,Bellmont Caffè,42.398205600000004,-71.1749528,"80 Leonard Street, Belmont",OPERATIONAL,False,4.4,185,GOOGLE,"meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1441,Mimi's Roast Beef & Seafood,42.370968700000006,-71.1949254,"447 Main Street, Watertown",OPERATIONAL,False,4.4,51,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1442,Dunkin',42.3705618,-71.19525870000001,"448 Main Street, Watertown",OPERATIONAL,False,3.9,232,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1443,India Kitchen,42.371052299999995,-71.1950028,"45 Lexington Street, Watertown",OPERATIONAL,False,4.6,53,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1444,Waltham Pizza,42.3821343,-71.23687269999998,"168 Lexington Street, Waltham",OPERATIONAL,False,3.7,163,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
1445,Dunkin',42.3787283,-71.2232834,"53 Linden Street, Waltham",OPERATIONAL,False,4.3,82,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1446,Dunkin',42.387069200000006,-71.2205583,"175 Forest Street, Waltham",OPERATIONAL,False,4.8,4,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1447,Gracie's Kitchen,42.3815009,-71.23834149999998,"39 Emerson Road, Waltham",OPERATIONAL,False,4.9,34,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1448,Copper House Tavern,42.3974453,-71.257911,"380 Winter Street, Waltham",OPERATIONAL,False,4.1,1003,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1449,Bertucci's Italian Restaurant,42.39832989999999,-71.2619215,"475 Winter Street, Waltham",OPERATIONAL,False,3.9,632,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1450,The Grille at Hobbs Brook,42.3959098,-71.2661707,"550 Winter Street, Waltham",OPERATIONAL,False,3.4,8,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1451,Green Papaya,42.3980299,-71.2627931,"475 Winter Street, Waltham",OPERATIONAL,False,4.3,476,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1452,Dunkin',42.3950256,-71.26105290000001,"75 3rd Avenue, Waltham",OPERATIONAL,False,4.0,244,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
1453,Ruth's Chris Steak House,42.39659489999999,-71.259149,"500 Totten Pond Road, Waltham",OPERATIONAL,False,4.4,676,GOOGLE,"restaurant,food,point_of_interest,establishment",61,False
1454,The Bistro – Eat. Drink. Connect.®,42.3979189,-71.2592433,"387 Winter Street, Waltham",OPERATIONAL,False,4.3,11,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1455,99 Restaurants,42.410771999999994,-70.99690799999998,"121 Veterans Of Foreign Wars Parkway, Revere",OPERATIONAL,False,4.2,763,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
1456,Domino's Pizza,42.413383700000004,-71.0104671,"570 Broadway, Revere",OPERATIONAL,False,3.5,492,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",824,True
1457,Luberto's Pastry Shop,42.40681739999999,-71.01460429999999,"208 Broadway, Revere",OPERATIONAL,False,4.5,599,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment",,
1458,Chili's Grill & Bar,42.40403010000001,-71.02196509999999,"1040 Revere Beach Parkway, Chelsea",OPERATIONAL,False,4.2,960,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
1459,Volare,42.410216,-71.012479,"388 Broadway, Revere",OPERATIONAL,False,4.2,300,GOOGLE,"restaurant,food,point_of_interest,establishment",,
1460,Margaritas Mexican Restaurant,42.4117176,-71.0009398,"85 American Legion Highway, Revere",OPERATIONAL,False,3.8,467,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
1461,Dunkin',42.409575700000005,-70.99956670000002,"477 Beach Street, Revere",OPERATIONAL,False,4.2,486,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
