GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJWME001
"G25000100132003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 132, Barnstable County, Massachusetts",,,858
"G25000100133001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 133, Barnstable County, Massachusetts",,,800
"G25000100133002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 133, Barnstable County, Massachusetts",,,944
"G25000100133003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 133, Barnstable County, Massachusetts",,,1314
"G25000100134001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 134, Barnstable County, Massachusetts",,,878
"G25000100134002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 134, Barnstable County, Massachusetts",,,658
"G25000100134003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 134, Barnstable County, Massachusetts",,,1466
"G25000100134004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013400","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 134, Barnstable County, Massachusetts",,,704
"G25000100135001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 135, Barnstable County, Massachusetts",,,2254
"G25000100135002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 135, Barnstable County, Massachusetts",,,1211
"G25000100135003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 135, Barnstable County, Massachusetts",,,2796
"G25000100135004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013500","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 135, Barnstable County, Massachusetts",,,809
"G25000100136001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 136, Barnstable County, Massachusetts",,,2561
"G25000100136002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 136, Barnstable County, Massachusetts",,,2965
"G25000100136003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 136, Barnstable County, Massachusetts",,,965
"G25000100137001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 137, Barnstable County, Massachusetts",,,1461
"G25000100137002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 137, Barnstable County, Massachusetts",,,960
"G25000100137003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 137, Barnstable County, Massachusetts",,,855
"G25000100137004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013700","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 137, Barnstable County, Massachusetts",,,1393
"G25000100138001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 138, Barnstable County, Massachusetts",,,2814
"G25000100138002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 138, Barnstable County, Massachusetts",,,1267
"G25000100138003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 138, Barnstable County, Massachusetts",,,896
"G25000100139001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 139, Barnstable County, Massachusetts",,,444
"G25000100139002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 139, Barnstable County, Massachusetts",,,1386
"G25000100139003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 139, Barnstable County, Massachusetts",,,2024
"G25000100139004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"013900","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 139, Barnstable County, Massachusetts",,,1116
"G25000100140021","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014002","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 140.02, Barnstable County, Massachusetts",,,612
"G25000100140022","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014002","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 140.02, Barnstable County, Massachusetts",,,2111
"G25000100140023","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014002","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 140.02, Barnstable County, Massachusetts",,,933
"G25000100140024","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014002","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 140.02, Barnstable County, Massachusetts",,,675
"G25000100141001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 141, Barnstable County, Massachusetts",,,909
"G25000100143001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 143, Barnstable County, Massachusetts",,,843
"G25000100143002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 143, Barnstable County, Massachusetts",,,623
"G25000100143003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 143, Barnstable County, Massachusetts",,,1028
"G25000100143004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 143, Barnstable County, Massachusetts",,,915
"G25000100143005","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014300","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 143, Barnstable County, Massachusetts",,,638
"G25000100144021","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014402","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 144.02, Barnstable County, Massachusetts",,,2108
"G25000100144022","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014402","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 144.02, Barnstable County, Massachusetts",,,2308
"G25000100144023","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014402","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 144.02, Barnstable County, Massachusetts",,,2497
"G25000100145001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 145, Barnstable County, Massachusetts",,,1715
"G25000100145002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 145, Barnstable County, Massachusetts",,,2596
"G25000100145003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 145, Barnstable County, Massachusetts",,,1302
"G25000100146001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 146, Barnstable County, Massachusetts",,,990
"G25000100146002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 146, Barnstable County, Massachusetts",,,1068
"G25000100146003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 146, Barnstable County, Massachusetts",,,485
"G25000100146004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014600","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 146, Barnstable County, Massachusetts",,,1694
"G25000100147001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 147, Barnstable County, Massachusetts",,,713
"G25000100147002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 147, Barnstable County, Massachusetts",,,984
"G25000100147003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 147, Barnstable County, Massachusetts",,,1549
"G25000100148001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 148, Barnstable County, Massachusetts",,,701
"G25000100148002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 148, Barnstable County, Massachusetts",,,940
"G25000100148003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 148, Barnstable County, Massachusetts",,,1387
"G25000100148004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 148, Barnstable County, Massachusetts",,,463
"G25000100149001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 149, Barnstable County, Massachusetts",,,524
"G25000100149002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 149, Barnstable County, Massachusetts",,,1026
"G25000100149003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 149, Barnstable County, Massachusetts",,,618
"G25000100149004","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"014900","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 149, Barnstable County, Massachusetts",,,1462
"G25000100150011","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015001","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 150.01, Barnstable County, Massachusetts",,,2274
"G25000100150012","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015001","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 150.01, Barnstable County, Massachusetts",,,2120
"G25000100150021","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015002","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 150.02, Barnstable County, Massachusetts",,,3111
"G25000100150022","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015002","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 150.02, Barnstable County, Massachusetts",,,1079
"G25000100151001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 151, Barnstable County, Massachusetts",,,1757
"G25000100151002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 151, Barnstable County, Massachusetts",,,1662
"G25000100152001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 152, Barnstable County, Massachusetts",,,1211
"G25000100152002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 152, Barnstable County, Massachusetts",,,887
"G25000100153001","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 153, Barnstable County, Massachusetts",,,1039
"G25000100153002","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 153, Barnstable County, Massachusetts",,,942
"G25000100153003","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"015300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 153, Barnstable County, Massachusetts",,,938
"G25000109900000","2014-2018",,,"Massachusetts","25","Barnstable County","001",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Barnstable County, Massachusetts",,,0
"G25000309001001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9001, Berkshire County, Massachusetts",,,699
"G25000309001002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9001, Berkshire County, Massachusetts",,,1034
"G25000309001003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9001, Berkshire County, Massachusetts",,,326
"G25000309001004","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9001, Berkshire County, Massachusetts",,,812
"G25000309002001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9002, Berkshire County, Massachusetts",,,984
"G25000309002002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9002, Berkshire County, Massachusetts",,,468
"G25000309002003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9002, Berkshire County, Massachusetts",,,945
"G25000309002004","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9002, Berkshire County, Massachusetts",,,470
"G25000309002005","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9002, Berkshire County, Massachusetts",,,976
"G25000309002006","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900200","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9002, Berkshire County, Massachusetts",,,724
"G25000309003001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9003, Berkshire County, Massachusetts",,,769
"G25000309003002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9003, Berkshire County, Massachusetts",,,810
"G25000309003003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9003, Berkshire County, Massachusetts",,,1092
"G25000309004001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9004, Berkshire County, Massachusetts",,,1035
"G25000309004002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9004, Berkshire County, Massachusetts",,,1702
"G25000309004003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9004, Berkshire County, Massachusetts",,,459
"G25000309004004","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900400","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9004, Berkshire County, Massachusetts",,,988
"G25000309004005","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900400","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9004, Berkshire County, Massachusetts",,,1116
"G25000309005001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9005, Berkshire County, Massachusetts",,,1058
"G25000309005002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9005, Berkshire County, Massachusetts",,,2270
"G25000309006001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9006, Berkshire County, Massachusetts",,,406
"G25000309006002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9006, Berkshire County, Massachusetts",,,929
"G25000309006003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9006, Berkshire County, Massachusetts",,,554
"G25000309006004","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900600","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9006, Berkshire County, Massachusetts",,,741
"G25000309006005","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900600","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9006, Berkshire County, Massachusetts",,,745
"G25000309007001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9007, Berkshire County, Massachusetts",,,592
"G25000309007002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9007, Berkshire County, Massachusetts",,,614
"G25000309007003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9007, Berkshire County, Massachusetts",,,597
"G25000309007004","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900700","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9007, Berkshire County, Massachusetts",,,1019
"G25000309008001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9008, Berkshire County, Massachusetts",,,1092
"G25000309008002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9008, Berkshire County, Massachusetts",,,944
"G25000309008003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9008, Berkshire County, Massachusetts",,,699
"G25000309008004","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9008, Berkshire County, Massachusetts",,,1266
"G25000309008005","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900800","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9008, Berkshire County, Massachusetts",,,636
"G25000309009001","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9009, Berkshire County, Massachusetts",,,922
"G25000309009002","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9009, Berkshire County, Massachusetts",,,1415
"G25000309009003","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9009, Berkshire County, Massachusetts",,,535
"G25000309009004","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900900","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9009, Berkshire County, Massachusetts",,,1720
"G25000309009005","2014-2018",,,"Massachusetts","25","Berkshire County","003",,,"900900","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9009, Berkshire County, Massachusetts",,,464
